"","nro","varcode","wave","russian","english"
"198",138,"rj41.1","i22","Вы оформлены на этой работе официально; то есть по трудовой книжке; трудовому соглашению; контракту?","You feature on this work officially; that is, the workbook; employment agreement; contract?"
"199",139,"rj41.2","i22","Почему Вы не оформлены на этой работе официально?","Why do not you feature on this work officially?"
"200",142,"rj43","i22","Сколько человек работает на этом Вашем предприятии? Если не знаете точно; скажите примерно","How many people work on this your business? If you do not know exactly; tell about"
"201",143,"rj49","i22","Является государство владельцем или совладельцем Вашего предприятия; организации?","The State is the owner or co-owner of your company; organization?"
"202",144,"rj50","i22","Являются владельцами или совладельцами Вашего предприятия; организации иностранные фирмы или иностранные частные лица?","Is the owner or co-owners of your company; organization of foreign companies or foreign individuals?"
"203",145,"rj51","i22","Являются владельцами или совладельцами Вашего предприятия; организации какие-то российские частные лица; коллектив предприятия или российские частные фирмы?","Is the owner or co-owners of your company; organization of any Russian private person; collective enterprises, or Russian private firms?"
"204",146,"rj52","i22","А Вы лично являетесь владельцем или совладельцем предприятия; на котором Вы работаете?","Do you personally own or co-owner of the company; where do you work?"
"205",79,"rj5.2","i22","Как Вы нашли эту Вашу основную работу? * В 2013 году добавлен новый код 14 Другое; который поясняется в  последующей текстовой переменной  rj5.2s","How did you find this your main job? * In 2013, added new code 14 ""Other""; which is explained in the subsequent text variable rj5.2s"
"206",80,"rj5.2s","i22","ДРУГОЕ к rj5.2 - Как Вы нашли эту Вашу основную работу?","To each rj5.2 - How did you find this your main job?"
"207",147,"rj56","i22","В течение последних 30 дней Вы занимались (еще) какой-нибудь работой; за которую Вам заплатили или должны заплатить?","Over the past 30 days did you do (yet) any work; for which you have paid or have to pay?"
"208",148,"rj56.11c","i22","Код профессии по ISCO88 первого случайного заработка","Code of the profession for the first random ISCO88 earnings"
"209",149,"rj56.12c","i22","Код профессии по ISCO88 второго случайного заработка","Code profession ISCO88 second random earnings"
"210",150,"rj56.13c","i22","Код профессии по ISCO88 третьего случайного заработка","Code profession ISCO88 third odd jobs"
"211",151,"rj57","i22","Сколько всего денег в течение последних 30 дней Вам заплатили за всю эту работу? Если оплата производилась в неденежной форме; оцените; сколько это; примерно; будет в рублях?","How much money in the last 30 days you paid for all this work? If payment is made in kind; vote; how much it; about; will be in rubles?"
"212",152,"rj58","i22","Для Вас это был случайный заработок или Вы часто занимаетесь такой работой и регулярно получаете за это деньги?","For you, this was a random earnings or you often do this kind of work and regularly get money for it?"
"213",153,"rj59","i22","Сколько часов за последние 30 дней Вы занимались всей этой работой?","How many hours in the last 30 days did you do all this work?"
"214",154,"rj59.1","i22","Скажите; эта работа была оформлена официально; например; по договору или контракту; лицензии?","tell me; This work has been issued officially; for example; under the agreement or contract; Licenses?"
"215",77,"rj5a","i22","С какого года Вы работаете на этом предприятии; на этой работе? Если Вы увольнялись и снова возвращались на это же предприятие; на эту работу; назовите дату последнего возвращения (ГОД)","When did you work for this company; in this job? If you leave and come back again to the same company; for this work; name the date of the last return (year)"
"216",78,"rj5b","i22","С какого месяца Вы работаете на этом предприятии; на этой работе? Если Вы увольнялись и снова возвращались на это же предприятие; на эту работу; назовите дату последнего возвращения (МЕСЯЦ)","From what month do you work at the enterprise; in this job? If you leave and come back again to the same company; for this work; name the date of the last return (months)"
"217",81,"rj6","i22","У Вас есть подчиненные на этой работе?","Do you have a slave in this job?"
"218",155,"rj60","i22","Сколько всего денег в течение последних 30 дней Вы лично получили; считая все: зарплату; пенсии; премии; прибыли; пособия; материальную помощь; случайные заработки и другие денежные поступления","How much money in the last 30 days you personally received; Considering all: salary; pensions; Prize; profits; benefits; financial assistance; odd jobs and other cash receipts"
"219",82,"rj6.0","i22","Сколько у Вас подчиненных? Пожалуйста; посчитайте всех Ваших подчиненных; а не только тех; кто находится в Вашем непосредственном подчинении","How you subordinates? Please; count all your subordinates; not just those; who is your direct submission"
"220",280,"rj60.1","i22","Скажите; пожалуйста; Вы когда-нибудь пытались организовать свое собственное предприятие; начать свое собственное дело?","tell me; please; Have you ever tried to organize his own company; start your own business?"
"221",156,"rj60.4a1","i22","В течение последних 12 месяцев Вы работали на дополнительной работе?","During the past 12 months have you worked for the extra work?"
"222",159,"rj604a10","i22","В течение последних 12 месяцев Вы охотились или собирали грибы; ягоды; травы и т.п. на продажу?","During the past 12 months, have you hunted or gathered mushrooms; berries; grass etc. for sale?"
"223",157,"rj60.4a2","i22","В течение последних 12 месяцев Вы выращивали что-то на своем участке на продажу или на обмен?","During the past 12 months, have you grown something on the site for sale or exchange?"
"224",158,"rj60.4a3","i22","В течение последних 12 месяцев Вы разводили скот; птицу; рыб; другую живность на продажу?","During the past 12 months, have you raised cattle; poultry; fish; other animals for sale?"
"225",160,"rj60.4a7","i22","В течение последних 12 месяцев Вы сдавали внаем квартиру; комнату; дачу; гараж; автомобиль?","During the past 12 months, have you rented an apartment; room; cottage; garage; a car?"
"226",161,"rj60.4a8","i22","В течение последних 12 месяцев Вы клали деньги в банк под проценты; давали деньги взаймы под проценты?","During the past 12 months, have you put money in the bank at interest; to lend money at interest?"
"227",162,"rj60.4a9","i22","В течение последних 12 месяцев Вы оказывали услуги за плату; например; подвозили кого-то на машине; ремонтировали бытовую технику; автомобили; нанимались делать ремонт в квартире и т.п.?","In the last 12 months you have been providing services for a fee; for example; someone a ride on the machine; repairing appliances; automobiles; hired to make repairs in the apartment, and the like?"
"228",163,"rj60.5a","i22","Как изменилось материальное положение Вашей семьи за последние 12 месяцев?","How has your financial position in the last 12 months?"
"229",164,"rj61","i22","Как Вы думаете; через 12 месяцев Вы и Ваша семья будете жить лучше или хуже; чем сегодня?","What do you think; after 12 months, you and your family will live better or worse; than it is today?"
"230",83,"rj6.1a","i22","Сколько в среднем продолжается Ваш обычный рабочий день на этой работе: часов и минут? (ЧАСОВ) *В 2013 году; так же как и в 2012 году; введен новый код; не указанный в анкете: 99999996 'НЕНОРМИРОВАННЫЙ РАБОЧИЙ ДЕНЬ'. Он фиксирует ситуацию; когда респондент не может ответить на вопрос о длительности  своего обычного рабочего дня именно по этой причине; что и зафиксировано интервьюером на полях анкеты","What is the average continuing your normal working day on the job: hours and minutes? (Hours) * In 2013; as well as in 2012; Enter the new code; not specified in the questionnaire: 99999996 'long working hours'. He captures the situation; when the respondent can not answer the question about the duration of their normal working hours for this reason; as recorded by the interviewer in the fields of profiles"
"231",84,"rj6.1b","i22","Сколько в среднем продолжается Ваш обычный рабочий день на этой работе: часов и минут? (МИНУТ)","What is the average continuing your normal working day on the job: hours and minutes? (MIN)"
"232",165,"rj62","i22","Представьте себе лестницу из 9 ступеней; где на нижней; первой ступени; стоят нищие; а на высшей; девятой  - богатые. На какой из девяти ступеней находитесь сегодня Вы лично?","Imagine a staircase of 9 steps; wherein on the bottom; the first stage; are poor; and at the top; ninth - the rich. Which of the nine steps are you personally today?"
"233",85,"rj6.2","i22","Сколько часов в среднем продолжается Ваша обычная рабочая неделя?","How many hours on average lasts your usual working week?"
"234",166,"rj63","i22","Представьте себе лестницу; из 9 ступеней; где на нижней ступени стоят совсем бесправные; а на высшей - те; у кого большая власть. На какой из девяти ступеней находитесь сегодня Вы лично?","Imagine a ladder; of 9 degrees; where on the lower level are quite powerless; and at the top - those; Who has more power. Which of the nine steps are you personally today?"
"235",167,"rj64","i22","Еще одна лестница из 9 ступеней; где на нижней ступени находятся люди; которых совсем не уважают; а на высшей - те; кого очень уважают. На какой из девяти ступеней находитесь сегодня Вы лично?","Another staircase of 9 steps; where on the lower level are the people; which is not respected; and at the top - those; who are highly respected. Which of the nine steps are you personally today?"
"236",168,"rj65","i22","Насколько Вы удовлетворены своей жизнью в целом в настоящее время?","Are you satisfied with your life as a whole nowadays?"
"237",169,"rj66","i22","Насколько Вас беспокоит то; что Вы не сможете обеспечивать себя самым необходимым в ближайшие 12 месяцев?","As far as you are concerned; that you will not be able to provide for themselves the necessities in the next 12 months?"
"238",170,"rj66.1","i22","Насколько Вы удовлетворены своим материальным положением в настоящее время?","Are you satisfied with their financial situation at the moment?"
"239",279,"rj69.1","i22","Представьте себе «лестницу профессионального мастерства»; состоящую из 9 ступеней; где 1 ступенька – это уровень начинающего; ученика; а 9 – это уровень «профессионала высокого класса». На какую из них Вы поместили бы себя?","Imagine a ""ladder of professional skills""; 9 steps consisting of; where 1 step - a novice level; student; and 9 - is the level of ""high-class professional."" On which one would you put yourself?"
"240",171,"rj69.9c","i22","В каком году Вы родились?","In what year were you born?"
"241",86,"rj7","i22","Вы работали по основному месту работы в течение последних 30 дней?","You worked on the main job in the last 30 days?"
"242",173,"rj70","i22","У Вас есть аттестат о полном среднем образовании; то есть об окончании 10 - 12 классов?","Do you have a certificate of secondary education; that is, the end of the 10 - 12 classes?"
"243",172,"rj70.1","i22","Сколько классов школы Вы закончили? * В 2013 году блок вопросов об образовании респондента (j70.1-j72) задавался только новым респондентам; а также мужчинам; которые ранее участвовали в опросе и родились в 1954 году и позже; и женщинам; которые  ранее участвовали в опросе и родились в 1959 году или позже. Остальным респондентам данные об их образовании были восстановлены из последней волны; в которой данный человек отвечал на вопросы этого блока.  В 2012 году этот блок вопросов задавали всем респондентам; которые ни разу не участвовали в данном опросе; либо с тех пор; как он участвовал в данном исследовании; в его образовании что-нибудь изменилось (по мнению респондента); остальные данные восстанавливались.","How many years of schooling you have completed? * In 2013, a block of questions on education respondent (j70.1-j72) asked only new respondents; as well as men; who had previously participated in the survey were born in 1954 and later; and women; who had previously participated in the survey were born in 1959 or later. The remaining respondents about their education data were restored from the last wave; in which the person is answering questions of this block. In 2012, this set of questions asked to all respondents; who have never participated in this survey; or since; as he participated in this study; in its formation has anything changed (according to respondents); rest of the data is restored."
"244",174,"rj70.2","i22","Вы сейчас учитесь в общеобразовательной школе; общеобразовательном колледже; лицее; экстернате? *В 2013 году вопрос задается респондентам; которые родились в 1988 году или позже. В 2013 году он задавался тем; кто родился в 1994 году или позже. *В 2013 году сделано пояснение для интервьюеров; что здесь идет речь об обычной общеобразовательной школе; либо о тех общеобразовательных школах; которые получили название колледж или лицей из-за углубленного изучения некоторых предметов.","You are studying at a secondary school; general education college; lyceum; external studies? * In 2013, the question is asked of the respondents; who were born in 1988 or later. In 2013, he asked the; who were born in 1994 or later. * In 2013, an explanation is made for interviewers; that there is a question of ordinary schools; or those of secondary schools; which became known as ""college"" or ""high school"" because of the in-depth study of some subjects."
"245",181,"rj71","i22","Вы учились или учитесь где-нибудь; кроме школы?","You have studied or studying anywhere; besides school?"
"246",87,"rj7.1","i22","Сколько всего рабочих дней было у Вас за последние 30 дней?","How many days did you have in the last 30 days?"
"247",281,"rj72.11","i22","В течение последних 12 месяцев Вы учились или учитесь на профессиональных курсах; курсах повышения квалификации или любых других курсах; включая курсы иностранных языков; обучение на рабочем месте?","During the past 12 months, have you studied or studying in professional courses; training courses or any other courses; including foreign language courses; training in the workplace?"
"248",285,"rj72121ac","i22","Код профессии по ISCO88 специальности профессиональных курсов за последние 12 месяцев","Code profession ISCO88 specialty professional courses in the past 12 months"
"249",284,"rj72121b","i22","Эта специальность совпадает с той; которая была у Вас к моменту поступления на курсы?","This specialty coincides with that; which was with you at the time of admission to the course?"
"250",282,"rj72121c","i22","Сколько календарных дней Вы проучились на этих курсах?","How many days you have studied in these courses?"
"251",286,"rj72121d","i22","За счет каких средств Вы учились на курсах? Можно выбрать несколько ответов.","What means did you study in school? You can select multiple answers."
"252",287,"rj72.151","i22","Собираетесь ли Вы продолжить образование на курсах; в техникуме; ВУЗе аспирантуре; докторантуре в течение ближайших трех лет?","Are you going to continue education courses; in college; High school graduate; doctoral studies in the next three years?"
"253",297,"rj72160","i22","В течение последних 12 месяцев Вы пользовались персональным компьютером для работы или учебы?","During the past 12 months, have you used a personal computer for work or study?"
"254",293,"rj72.161","i22","Приходилось ли Вам в течение последних 12 месяцев пользоваться персональным компьютером в любых целях?","Have you in the past 12 months to use a personal computer for any purpose?"
"255",294,"rj721621","i22","В течение последних 12 месяцев Вы пользовались персональным компьютером у себя дома?","During the past 12 months, have you used a personal computer at home?"
"256",295,"rj721622","i22","В течение последних 12 месяцев Вы пользовались персональным компьютером по месту работы; учебы?","During the past 12 months, have you used a personal computer in the workplace; studies?"
"257",296,"rj721623","i22","В течение последних 12 месяцев Вы пользовались персональным компьютером в других местах?","During the past 12 months, have you used a personal computer in other places?"
"258",341,"rj721631","i22","Имеете ли Вы или Ваша семья возможность при желании улучшить свои жилищные условия - купить комнату; квартиру; дом?","Do you or your family if you want the opportunity to improve their living conditions - to buy a room; apartment; house?"
"259",342,"rj721632","i22","Имеете ли Вы или Ваша семья возможность при желании оплачивать дополнительные занятия детей - музыкальную школу; иностранные языки; спортивные секции; кружки и т.п.?","Do you or your family if you want the opportunity to pay for tutoring children - music school; foreign languages; sports clubs; mugs, etc.?"
"260",343,"rj721633","i22","Имеете ли Вы или Ваша семья возможность при желании откладывать деньги на крупные покупки - машину; дачу?","Do you or your family if you want the opportunity to save for a major purchase - car; cottage?"
"261",344,"rj721634","i22","Имеете ли Вы или Ваша семья возможность при желании провести всей семьей отпуск за границей?","Do you or your family if you want the opportunity to spend a family holiday abroad?"
"262",345,"rj721635","i22","Имеете ли Вы или Ваша семья возможность при желании оплачивать учебу ребенка в ВУЗе?","Do you or your family if you want the opportunity to pay for the child's education at the university?"
"263",346,"rj72.171","i22","У Вас есть дети; родные или официально усыновленные?","Do you have children; relatives or officially adopted?"
"264",347,"rj72.172","i22","Сколько всего у Вас детей?","How many children do you have?"
"265",348,"rj72.173","i22","А сколько из них моложе 18 лет?","And how many of those under age 18?"
"266",339,"rj72.18","i22","В нашем обществе в последнее время много говорят о религии. А каково Ваше отношение к религии?","In our society in recent years has been much talk about religion. And what are your views on religion?"
"267",278,"rj72.18a","i22","Какой у Вас самый высокий уровень образования; по которому Вы получили аттестат; свидетельство; диплом?","What is your highest level of education; on which you received the certificate; certificate; diploma?"
"268",340,"rj72.19","i22","К какой религии Вы себя относите?","Which religion do you belong?"
"269",182,"rj72.1a","i22","Вы учились или учитесь на профессиональных курсах; например; курсы трактористов; шоферов; машинисток; бухгалтеров? (первые)","You have studied or studying in professional courses; for example; Courses tractor; drivers; typists; Accountants? (first)"
"270",187,"rj72.1a2","i22","Вы учились или учитесь на профессиональных курсах; например; курсы трактористов; шоферов; машинисток; бухгалтеров? (вторые)","You have studied or studying in professional courses; for example; Courses tractor; drivers; typists; Accountants? (second)"
"271",192,"rj72.1a3","i22","Вы учились или учитесь на профессиональных курсах; например; курсы трактористов; шоферов; машинисток; бухгалтеров? (третьи)","You have studied or studying in professional courses; for example; Courses tractor; drivers; typists; Accountants? (third)"
"272",197,"rj72.1a4","i22","Вы учились или учитесь на профессиональных курсах; например; курсы трактористов; шоферов; машинисток; бухгалтеров? (четвертые)","You have studied or studying in professional courses; for example; Courses tractor; drivers; typists; Accountants? (fourth)"
"273",202,"rj72.1a5","i22","Вы учились или учитесь на профессиональных курсах; например; курсы трактористов; шоферов; машинисток; бухгалтеров? (пятые)","You have studied or studying in professional courses; for example; Courses tractor; drivers; typists; Accountants? (fifth)"
"274",183,"rj72.1b","i22","Сколько лет Вы проучились на профессиональных курсах? (первые)","How long have you been studying in professional courses? (first)"
"275",188,"rj72.1b2","i22","Сколько лет Вы проучились на профессиональных курсах? (вторые)","How long have you been studying in professional courses? (second)"
"276",193,"rj72.1b3","i22","Сколько лет Вы проучились на профессиональных курсах? (третьи)","How long have you been studying in professional courses? (third)"
"277",198,"rj72.1b4","i22","Сколько лет Вы проучились на профессиональных курсах? (четвертые)","How long have you been studying in professional courses? (fourth)"
"278",203,"rj72.1b5","i22","Сколько лет Вы проучились на профессиональных курсах? (пятые)","How long have you been studying in professional courses? (fifth)"
"279",185,"rj72.1c","i22","Получили ли диплом на профессиональных курсах? (первые)","Have a diploma in professional courses? (first)"
"280",190,"rj72.1c2","i22","Получили ли диплом на профессиональных курсах? (вторые)","Have a diploma in professional courses? (second)"
"281",195,"rj72.1c3","i22","Получили ли диплом на профессиональных курсах? (третьи)","Have a diploma in professional courses? (third)"
"282",200,"rj72.1c4","i22","Получили ли диплом на профессиональных курсах? (четвертые)","Have a diploma in professional courses? (fourth)"
"283",205,"rj72.1c5","i22","Получили ли диплом на профессиональных курсах? (пятые)","Have a diploma in professional courses? (fifth)"
"284",184,"rj721dac","i22","Код профессии по ISCO88 первой специальности профессиональных курсов","Code profession ISCO88 first specialty professional courses"
"285",189,"rj721dbc","i22","Код профессии по ISCO88 второй специальности профессиональных курсов","Code profession ISCO88 second specialty professional courses"
"286",194,"rj721dcc","i22","Код профессии по ISCO88 третьей специальности профессиональных курсов","Code profession ISCO88 third special professional courses"
"287",199,"rj721ddc","i22","Код профессии по ISCO88 четвертой специальности профессиональных курсов","Code profession ISCO88 fourth special professional courses"
"288",204,"rj721dec","i22","Код профессии по ISCO88 пятой специальности профессиональных курсов","Code profession ISCO88 fifth special professional courses"
"289",186,"rj72.1e","i22","В каком году окончили/ушли с профессиональных курсов? (первые)","In what year finished / went to vocational courses? (first)"
"290",191,"rj72.1e2","i22","В каком году окончили/ушли с профессиональных курсов? (вторые)","In what year finished / went to vocational courses? (second)"
"291",196,"rj72.1e3","i22","В каком году окончили/ушли с профессиональных курсов? (третьи)","In what year finished / went to vocational courses? (third)"
"292",201,"rj72.1e4","i22","В каком году окончили/ушли с профессиональных курсов? (четвертые)","In what year finished / went to vocational courses? (fourth)"
"293",206,"rj72.1e5","i22","В каком году окончили/ушли с профессиональных курсов? (пятые)","In what year finished / went to vocational courses? (fifth)"
"294",207,"rj72.2a","i22","Вы учились или учитесь в ПТУ; ФЗУ; ФЗО без среднего образования? (первое)","You have studied or are studying at vocational schools; trade schools; FZO without secondary education? (first)"
"295",214,"rj72.2a2","i22","Вы учились или учитесь в ПТУ; ФЗУ; ФЗО без среднего образования? (второе)","You have studied or are studying at vocational schools; trade schools; FZO without secondary education? (second)"
"296",208,"rj72.2b","i22","Сколько лет Вы проучились в ПТУ; ФЗУ; ФЗО без среднего образования? (первое)","How long have you been studying at vocational schools; trade schools; FZO without secondary education? (first)"
"297",215,"rj72.2b2","i22","Сколько лет Вы проучились в ПТУ; ФЗУ; ФЗО без среднего образования? (второе)","How long have you been studying at vocational schools; trade schools; FZO without secondary education? (second)"
"298",210,"rj72.2c","i22","Получили ли диплом в ПТУ; ФЗУ; ФЗО без среднего образования? (первое)","Have a diploma in vocational schools; trade schools; FZO without secondary education? (first)"
"299",217,"rj72.2c2","i22","Получили ли диплом в ПТУ; ФЗУ; ФЗО без среднего образования? (второе)","Have a diploma in vocational schools; trade schools; FZO without secondary education? (second)"
"300",209,"rj722dac","i22","Код профессии по ISCO88 первой специальности ПТУ без среднего образования","Code profession ISCO88 first specialty PTU without secondary education"
"301",216,"rj722dbc","i22","Код профессии по ISCO88 второй специальности ПТУ без среднего образования","Code profession ISCO88 second specialty PTU without secondary education"
"302",211,"rj72.2e","i22","В каком году окончили/ушли из ПТУ; ФЗУ; ФЗО без среднего образования? (первое)","In what year graduated / left the PTU; trade schools; FZO without secondary education? (first)"
"303",218,"rj72.2e2","i22","В каком году окончили/ушли из ПТУ; ФЗУ; ФЗО без среднего образования? (второе)","In what year graduated / left the PTU; trade schools; FZO without secondary education? (second)"
"304",212,"rj72.2h","i22","Вы учились или учитесь в ПТУ; ФЗУ; ФЗО без среднего образования очно? (первое)","You have studied or are studying at vocational schools; trade schools; FZO without a full-time secondary education? (first)"
"305",219,"rj72.2h2","i22","Вы учились или учитесь в ПТУ; ФЗУ; ФЗО без среднего образования очно? (второе)","You have studied or are studying at vocational schools; trade schools; FZO without a full-time secondary education? (second)"
"306",213,"rj72.2i","i22","Вы учились или учитесь в том же населенном пункте; где проживали до начала обучения? (первое)","You have studied or studying in the same locality; where they lived before the training? (first)"
"307",220,"rj72.2i2","i22","Вы учились или учитесь в том же населенном пункте; где проживали до начала обучения? (второе)","You have studied or studying in the same locality; where they lived before the training? (second)"
"308",221,"rj72.3a","i22","Вы учились или учитесь в ПТУ со средним образованием; техническом училище? (первое)","You have studied or are studying at vocational secondary education; technical school? (first)"
"309",228,"rj72.3a2","i22","Вы учились или учитесь в ПТУ со средним образованием; техническом училище? (второе)","You have studied or are studying at vocational secondary education; technical school? (second)"
"310",222,"rj72.3b","i22","Сколько лет Вы проучились в ПТУ со средним образованием; техническом училище? (первое)","How long have you been studying at vocational secondary education; technical school? (first)"
"311",229,"rj72.3b2","i22","Сколько лет Вы проучились в ПТУ со средним образованием; техническом училище? (второе)","How long have you been studying at vocational secondary education; technical school? (second)"
"312",224,"rj72.3c","i22","Получили ли диплом в ПТУ со средним образованием; техническом училище? (первое)","Have a diploma in vocational secondary education; technical school? (first)"
"313",231,"rj72.3c2","i22","Получили ли диплом в ПТУ со средним образованием; техническом училище? (второе)","Have a diploma in vocational secondary education; technical school? (second)"
"314",223,"rj723dac","i22","Код профессии по ISCO88 первой специальности ПТУ со средним образованием","Code profession ISCO88 first specialty vocational secondary education"
"315",230,"rj723dbc","i22","Код профессии по ISCO88 второй специальности ПТУ со средним образованием","Code profession ISCO88 second specialty vocational secondary education"
"316",225,"rj72.3e","i22","В каком году окончили/ушли из ПТУ со средним образованием; технического училища? (первое)","In what year graduated / left of vocational secondary education; technical school? (first)"
"317",232,"rj72.3e2","i22","В каком году окончили/ушли из ПТУ со средним образованием; технического училища? (второе)","In what year graduated / left of vocational secondary education; technical school? (second)"
"318",226,"rj72.3h","i22","Вы учились или учитесь в ПТУ со средним образованием; техническом училище очно? (первое)","You have studied or are studying at vocational secondary education; technical school full-time? (first)"
"319",233,"rj72.3h2","i22","Вы учились или учитесь в ПТУ со средним образованием; техническом училище очно? (второе)","You have studied or are studying at vocational secondary education; technical school full-time? (second)"
"320",227,"rj72.3i","i22","Вы учились или учитесь в том же населенном пункте; где проживали до начала обучения? (первое)","You have studied or studying in the same locality; where they lived before the training? (first)"
"321",234,"rj72.3i2","i22","Вы учились или учитесь в том же населенном пункте; где проживали до начала обучения? (второе)","You have studied or studying in the same locality; where they lived before the training? (second)"
"322",235,"rj72.4a","i22","Вы учились или учитесь в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (первый)","You have studied or are studying at college; health; music; Teachers; Art School? (first)"
"323",242,"rj72.4a2","i22","Вы учились или учитесь в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (второй)","You have studied or are studying at college; health; music; Teachers; Art School? (second)"
"324",236,"rj72.4b","i22","Сколько лет Вы проучились в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (первый)","How long have you been studying at college; health; music; Teachers; Art School? (first)"
"325",243,"rj72.4b2","i22","Сколько лет Вы проучились в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (второй)","How long have you been studying at college; health; music; Teachers; Art School? (second)"
"326",238,"rj72.4c","i22","Получили ли диплом в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (первый)","Have a diploma in college; health; music; Teachers; Art School? (first)"
"327",245,"rj72.4c2","i22","Получили ли диплом в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (второй)","Have a diploma in college; health; music; Teachers; Art School? (second)"
"328",237,"rj724dac","i22","Код профессии по ISCO88 первой специальности техникума; училища","Code profession ISCO88 first specialty college; school"
"329",244,"rj724dbc","i22","Код профессии по ISCO88 второй специальности техникума; училища","Code profession ISCO88 second specialty college; school"
"330",239,"rj72.4e","i22","В каком году окончили/ушли из техникума; медицинского; музыкального; педагогического; художественного училища? (первый)","In what year graduated / left the College; health; music; teacher; Art School? (first)"
"331",246,"rj72.4e2","i22","В каком году окончили/ушли из техникума; медицинского; музыкального; педагогического; художественного училища? (второй)","In what year graduated / left the College; health; music; teacher; Art School? (second)"
"332",240,"rj72.4h","i22","Вы учились или учитесь в техникуме; училище очно? (первый)?","You have studied or are studying at college; school full-time? (first)?"
"333",247,"rj72.4h2","i22","Вы учились или учитесь в техникуме; училище очно? (второй)","You have studied or are studying at college; school full-time? (second)"
"334",241,"rj72.4i","i22","Вы учились или учитесь в том же населенном пункте; где проживали до начала обучения? (первый)","You have studied or studying in the same locality; where they lived before the training? (first)"
"335",248,"rj72.4i2","i22","Вы учились или учитесь в том же населенном пункте; где проживали до начала обучения? (второй)","You have studied or studying in the same locality; where they lived before the training? (second)"
"336",263,"rj72.51","i22","Во время обучения в ВУЗе Вы (работали / работаете)?","While studying at the university you (work / work)?"
"337",249,"rj72.5a","i22","Вы учились или учитесь в институте; университете; академии; включая магистратуру? (первый)","You have studied or are studying at the institute; University; Academy; including the Masters? (first)"
"338",256,"rj72.5a2","i22","Вы учились или учитесь в институте; университете; академии; включая магистратуру? (второй)","You have studied or are studying at the institute; University; Academy; including the Masters? (second)"
"339",250,"rj72.5b","i22","Сколько лет Вы проучились в институте; университете; академии? (первый)","How long have you been studying at the institute; University; Academy? (first)"
"340",257,"rj72.5b2","i22","Сколько лет Вы проучились в институте; университете; академии; включая магистратуру? (второй)","How long have you been studying at the institute; University; Academy; including the Masters? (second)"
"341",252,"rj72.5c","i22","Получили ли диплом в институте; университете; академии; включая магистратуру? (первый)","Have a diploma at the Institute; University; Academy; including the Masters? (first)"
"342",259,"rj72.5c2","i22","Получили ли диплом в институте; университете; академии; включая магистратуру? (второй)","Have a diploma at the Institute; University; Academy; including the Masters? (second)"
"343",251,"rj725dac","i22","Код профессии по ISCO88 первой специальности института; университета; академии; включая магистратуру","Code profession ISCO88 first specialty institute; University; Academy; including Masters"
"344",258,"rj725dbc","i22","Код профессии по ISCO88 второй специальности института; университета; академии; включая магистратуру","Code profession ISCO88 second specialty institute; University; Academy; including Masters"
