"","nro","varcode","wave","russian","english"
"469",680,"rk7.6.2a","i22","(Он/она) занимается до или после уроков подвижными спортивными играми: бадминтон; теннис; футбол; баскетбол; волейбол; хоккей или плавание?","(He / she) is engaged in before or after school mobile sports games: badminton; tennis; football; basketball; volleyball; hockey or swimming?"
"470",681,"rk7.6.2b","i22","Сколько часов и минут в неделю (он/она) занимается до или после уроков подвижными спортивными играми: бадминтон; теннис; футбол; баскетбол; волейбол; хоккей или плавание? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in before or after school mobile sports games: badminton; tennis; football; basketball; volleyball; hockey or swimming? (Hours)"
"471",682,"rk7.6.2c","i22","Сколько часов и минут в неделю (он/она) занимается до или после уроков подвижными спортивными играми: бадминтон; теннис; футбол; баскетбол; волейбол; хоккей или плавание? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in before or after school mobile sports games: badminton; tennis; football; basketball; volleyball; hockey or swimming? (MIN)"
"472",683,"rk7.6.3a","i22","(Он/она) занимается до или после уроков легкой атлетикой; лыжами; коньками; роликами?","(He / she) is engaged in before or after school athletics; skiing; skates; rollers?"
"473",684,"rk7.6.3b","i22","Сколько часов и минут в неделю (он/она) занимается до или после уроков легкой атлетикой; лыжами; коньками; роликами? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in before or after school athletics; skiing; skates; rollers? (Hours)"
"474",685,"rk7.6.3c","i22","Сколько часов и минут в неделю (он/она) занимается до или после уроков легкой атлетикой; лыжами; коньками; роликами? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in before or after school athletics; skiing; skates; rollers? (MIN)"
"475",686,"rk7.6.4a","i22","(Он/она) занимается до или после уроков другими видами физической активности; например; салочки; прятки; катание на велосипеде?","(He / she) is engaged in before or after school, other types of physical activity; for example; salochki; hide and seek; cycling?"
"476",687,"rk7.6.4b","i22","Сколько часов и минут в неделю (он/она) занимается до или после уроков другими видами физической активности; например; салочки; прятки; катание на велосипеде? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in before or after school, other types of physical activity; for example; salochki; hide and seek; cycling? (Hours)"
"477",688,"rk7.6.4c","i22","Сколько часов и минут в неделю (он/она) занимается до или после уроков другими видами физической активности; например; салочки; прятки; катание на велосипеде? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in before or after school, other types of physical activity; for example; salochki; hide and seek; cycling? (MIN)"
"478",722,"rk771.1a","i22","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками различными видами физической активности; спортом? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ","(He / she) has been under the direction of, or with their parents; adult relatives various kinds of physical activity; sports? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
"479",723,"rk771.1b","i22","Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in various types of physical activity; sports? (Hours)"
"480",724,"rk771.1c","i22","Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in various types of physical activity; sports? (MIN)"
"481",725,"rk771.2a","i22","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками творчеством и ремеслами? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ","(He / she) has been under the direction of, or with their parents; adult relatives creativity and crafts? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
"482",726,"rk771.2b","i22","Сколько часов и минут в неделю (он/она) занимается творчеством и ремеслами? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in creativity and crafts? (Hours)"
"483",727,"rk771.2c","i22","Сколько часов и минут в неделю (он/она) занимается творчеством и ремеслами? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in creativity and crafts? (MIN)"
"484",728,"rk771.3a","i22","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками подготовкой уроков; домашних заданий? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ","(He / she) has been under the direction of, or with their parents; adult relatives preparing lessons; Homework? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
"485",729,"rk771.3b","i22","Сколько часов и минут в неделю (он/она) занимается подготовкой уроков; домашних заданий? (ЧАСОВ)","How many hours and minutes a week (he / she) is preparing lessons; Homework? (Hours)"
"486",730,"rk771.3c","i22","Сколько часов и минут в неделю (он/она) занимается подготовкой уроков; домашних заданий? (МИНУТ)","How many hours and minutes a week (he / she) is preparing lessons; Homework? (MIN)"
"487",731,"rk771.4a","i22","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ","(He / she) has been under the direction of, or with their parents; adult relatives some subjects; selected parent or child; for more knowledge? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
"488",732,"rk771.4b","i22","Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (Hours)"
"489",733,"rk771.4c","i22","Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (MIN)"
"490",707,"rk7.7.1a","i22","До или после школьных уроков (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры?","Before or after school hours (he / she) is watching TV; video; playing video or computer games?"
"491",708,"rk7.7.1b","i22","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (ЧАСОВ)","How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (Hours)"
"492",709,"rk7.7.1c","i22","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (МИНУТ)","How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (MIN)"
"493",713,"rk7.7.3a","i22","До или после школьных уроков (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки?","Before or after school hours (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers?"
"494",714,"rk7.7.3b","i22","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (ЧАСОВ)","How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (Hours)"
"495",715,"rk7.7.3c","i22","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (МИНУТ)","How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (MIN)"
"496",719,"rk7.7.4a","i22","До или после школьных уроков (он/она) делает уроки?","Before or after school hours (he / she) does his homework?"
"497",720,"rk7.7.4b","i22","Сколько часов и минут в день (он/она) делает уроки? (ЧАСОВ)","How many hours and minutes per day (he / she) does learned? (Hours)"
"498",721,"rk7.7.4c","i22","Сколько часов и минут в день (он/она) делает уроки? (МИНУТ)","How many hours and minutes per day (he / she) does learned? (MIN)"
"499",716,"rk7.7.6a","i22","До или после школьных уроков (он/она) читает?","Before or after school hours (he / she) is reading?"
"500",717,"rk7.7.6b","i22","Сколько часов и минут в день (он/она) читает? (ЧАСОВ)","How many hours and minutes per day (he / she) reads? (Hours)"
"501",718,"rk7.7.6c","i22","Сколько часов и минут в день (он/она) читает? (МИНУТ)","How many hours and minutes per day (he / she) reads? (MIN)"
"502",710,"rk7.7.7a","i22","До или после школьных уроков (он/она) сидит в Интернете или локальной сети?","Before or after school hours (he / she) sits on the Internet or a local network?"
"503",711,"rk7.7.7b","i22","Сколько часов и минут в день (он/она) сидит в Интернете или локальной сети? (ЧАСОВ)","How many hours and minutes a day (he / she) sits on the Internet or a local network? (Hours)"
"504",712,"rk7.7.7c","i22","Сколько часов и минут в день (он/она)сидит в Интернете или локальной сети? (МИНУТ)","How many hours and minutes a day (he / she) sits on the Internet or a local network? (MIN)"
"505",735,"rk7.8.1","i22","Как (он/она) добирается до школы? *В 2013 году добавлен вариант ответа 99999996 'ОБУЧАЕТСЯ ДОМА '","As (he / she) gets to school? * In 2013, the added answer 99999996 'study at home'"
"506",736,"rk7.8.2a","i22","Сколько всего часов и минут занимает у (него/нее) дорога туда и обратно? (ЧАСОВ)","How many hours and minutes takes in (him / her) way there and back? (Hours)"
"507",737,"rk7.8.2b","i22","Сколько всего часов и минут занимает у (него/нее) дорога туда и обратно? (МИНУТ)","How many hours and minutes takes in (him / her) way there and back? (MIN)"
"508",746,"rk8_1","i22","(Он/она) сейчас посещает какое-нибудь детское дошкольное учреждение?","(He / she) is now visiting some nursery?"
"509",738,"rk8.1","i22","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что пойдет в школу через год или два?","Why (he / she) is not studying in secondary school? Because going to school in a year or two?"
"510",760,"rk8.13","i22","(Он/она) занимается регулярно физкультурой и спортом в детском дошкольном учреждении; секции или дома?","(He / she) is engaged in regular physical exercise and sports the child care center; section or at home?"
"511",761,"rk81311a","i22","(Он/она) занимается рисованием или музыкой?","(He / she) is engaged in painting or music?"
"512",762,"rk81311b","i22","Сколько часов и минут в неделю (он/она) занимается рисованием или музыкой? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in painting or music? (Hours)"
"513",763,"rk81311c","i22","Сколько часов и минут в неделю (он/она) занимается рисованием или музыкой? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in painting or music? (MIN)"
"514",764,"rk81312a","i22","(Он/она) занимается театром; рукоделием; танцами или каким-то другим творчеством?","(He / she) is engaged in the theater; crafts; dancing or some other creative?"
"515",765,"rk81312b","i22","Сколько часов и минут в неделю (он/она) занимается театром; рукоделием; танцами или каким-то другим творчеством? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in the theater; crafts; dancing or some other creative? (Hours)"
"516",766,"rk81312c","i22","Сколько часов и минут в неделю (он/она) занимается театром; рукоделием; танцами или каким-то другим творчеством? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in the theater; crafts; dancing or some other creative? (MIN)"
"517",767,"rk81314a","i22","(Он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний?","(He / she) is engaged in some subjects; selected parent or child; for more knowledge?"
"518",768,"rk81314b","i22","Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (Hours)"
"519",769,"rk81314c","i22","Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (MIN)"
"520",770,"rk81315a","i22","(Он/она) занимается иностранным языком?","(He / she) is engaged in a foreign language?"
"521",771,"rk81315b","i22","Сколько часов и минут в неделю (он/она) занимается иностранным языком? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in a foreign language? (Hours)"
"522",772,"rk81315c","i22","Сколько часов и минут в неделю (он/она) занимается иностранным языком? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in a foreign language? (MIN)"
"523",782,"rk81511a","i22","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками различными видами физической активности; спортом? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ","(He / she) has been under the direction of, or with their parents; adult relatives various kinds of physical activity; sports? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
"524",783,"rk81511b","i22","Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in various types of physical activity; sports? (Hours)"
"525",784,"rk81511c","i22","Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in various types of physical activity; sports? (MIN)"
"526",785,"rk81512a","i22","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками творчеством? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ","(He / she) has been under the direction of, or with their parents; adult relatives creativity? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
"527",786,"rk81512b","i22","Сколько часов и минут в неделю (он/она) занимается творчеством? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in creativity? (Hours)"
"528",787,"rk81512c","i22","Сколько часов и минут в неделю (он/она) занимается творчеством? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in creativity? (MIN)"
"529",788,"rk81513a","i22","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками по предметам; выбранным родителями или ребенком; для получения дополнительных знаний? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ","(He / she) has been under the direction of, or with their parents; adult relatives in subjects; selected parent or child; for more knowledge? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
"530",789,"rk81513b","i22","Сколько часов и минут в неделю (он/она) занимается по предметам; выбранным родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in the subjects; selected parent or child; for more knowledge? (Hours)"
"531",790,"rk81513c","i22","Сколько часов и минут в неделю(он/она) занимается по предметам; выбранным родителями или ребенком; для получения дополнительных знаний? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in the subjects; selected parent or child; for more knowledge? (MIN)"
"532",773,"rk8.151a","i22","(Он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры?","(He / she) is watching TV; video; playing video or computer games?"
"533",774,"rk8.151b","i22","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (ЧАСОВ)","How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (Hours)"
"534",775,"rk8.151c","i22","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (МИНУТ)","How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (MIN)"
"535",779,"rk8.152a","i22","(Он/она) читает или слушает чтение; когда (ему/ей) читают?","(He / she) reads or listens to the reading; when (he / she) are reading?"
"536",780,"rk8.152b","i22","Сколько часов и минут в день (он/она) читает или слушает чтение; когда (ему/ей) читают? (ЧАСОВ)","How many hours and minutes a day (he / she) reads or listens to the reading; when (he / she) are reading? (Hours)"
"537",781,"rk8.152c","i22","Сколько часов и минут в день (он/она) читает или слушает чтение; когда (ему/ей) читают? (МИНУТ)","How many hours and minutes a day (he / she) reads or listens to the reading; when (he / she) are reading? (MIN)"
"538",776,"rk8.153a","i22","(Он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки?","(He / she) plays in the game - in the machine; dolls; designers; chess; Checkers?"
"539",777,"rk8.153b","i22","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (ЧАСОВ)","How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (Hours)"
"540",778,"rk8.153c","i22","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (МИНУТ)","How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (MIN)"
"541",791,"rk816.1a","i22","В течение последних 12 месяцев Ваш ребенок посещал(а) театры; музеи; выставки; зоопарк; цирк и другие культурно-зрелищные мероприятия?","During the past 12 months, your child attended (a) theaters; museums; exhibitions; Zoo; circus and other cultural and entertainment events?"
"542",792,"rk816.1b","i22","Сколько раз за последние 12 месяцев Ваш ребенок посещал(а) культурно-зрелищные мероприятия с родителями; взрослыми родственниками? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками).","How many times in the past 12 months, your child attended (a) cultural and entertainment events with parents; adult relatives? * In 2013, in the wording of the question is added the word ""adult"" (relatives)."
"543",793,"rk816.1c","i22","Сколько раз за последние 12 месяцев Ваш ребенок посещал(а) культурно-зрелищные мероприятия без родителей; родственников?","How many times in the past 12 months, your child attended (a) cultural and entertainment events without parents; relatives?"
"544",794,"rk816.2a","i22","В течение последних 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях; в поездках; походах и т.п.?","During the past 12 months, your child has been (a) on any excursions; travel; campaigns, etc.?"
"545",795,"rk816.2b","i22","Сколько раз за последние 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях; в поездках; походах и т.п. с родителями; взрослыми родственниками? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками).","How many times in the past 12 months, your child has been (a) on any excursions; travel; campaigns, etc. with parents; adult relatives? * In 2013, in the wording of the question is added the word ""adult"" (relatives)."
"546",796,"rk816.2c","i22","Сколько раз за последние 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях; в поездках; походах и т.п. без родителей; родственников?","How many times in the past 12 months, your child has been (a) on any excursions; travel; campaigns, etc. without parents; relatives?"
"547",797,"rk8.17","i22","Кто-нибудь из родителей проводил с Вашим ребенком отпуск в последние 12 месяцев?","Someone from parents spend with your child leave in the past 12 months?"
"548",798,"rk8.18","i22","Ваш ребенок встречается со сверстниками (вне детского сада/вне школы)?","Your child meets with peers (outside of kindergarten / outside school)?"
"549",799,"rk8.19.1","i22","(Он/она) гуляет во дворе с друзьями?","(He / she) walks in the yard with your friends?"
"550",800,"rk8.19.2","i22","(Он/она) общается с друзьями у Вас дома или в гостях?","(He / she) is chatting with friends at your home or at a party?"
"551",801,"rk8.19.3","i22","(Он/она) общается в кружках; секциях; на курсах?","(He / she) talks in circles; sections; courses?"
"552",802,"rk8.19.4","i22","(Он/она) общается на экскурсиях; в кино; театрах; на детских праздниках вне дома?","(He / she) speaks on excursions; in the movie; theaters; at children's parties outside the home?"
"553",747,"rk8_2","i22","Кому принадлежит детское дошкольное учреждение; которое посещает Ваш ребенок?","Who owns the nursery; that your child attends?"
"554",739,"rk8.2","i22","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что у (него/нее) плохое здоровье; посещать школу не может?","Why (he / she) is not studying in secondary school? Because (he / she) poor health; attend school can not?"
"555",803,"rk8.20","i22","Как часто (он/она) встречается со сверстниками (вне детского сада/вне школы)?","How often (he / she) meets with peers (outside the kindergarten / out of school)?"
"556",740,"rk8.3","i22","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что (он/она) отчислен(а) из школы?","Why (he / she) is not studying in secondary school? Because (he / she) is deducted (a) from school?"
"557",741,"rk8.4","i22","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что семья хочет дать (ему/ей) домашнее образование?","Why (he / she) is not studying in secondary school? Because the family wants to give (him / her) home education?"
"558",742,"rk8.5","i22","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что близко от дома нет школы?","Why (he / she) is not studying in secondary school? Because close to home is no school?"
"559",745,"rk8.6","i22","Почему (он/она) сейчас не учится в общеобразовательной школе? По другим причинам? *В 2013 году добавили  подвопросы k8.7 и k8.8. Ранее респонденты с этими причинами попадали в пункт  k8.6 (Другое)","Why (he / she) is not studying in secondary school? For other reasons? * In 2013, the added sub-questions k8.7 and k8.8. Previously these reasons respondents fell into the point k8.6 (Other)"
"560",743,"rk8.7","i22","Почему (он/она) сейчас не учится в общеобразовательной школе? (Oн/она) не хочет учиться? *В 2013 году добавили этот подвопрос. Ранее респонденты с этой причиной попадали в пункт  k8.6 (Другое)","Why (he / she) is not studying in secondary school? (OH / she) does not want to learn? * In 2013, added the sub-question. Earlier this reason respondents fell into the point k8.6 (Other)"
"561",744,"rk8.8","i22","Почему (он/она) сейчас не учится в общеобразовательной школе? Ребенок вынужден работать; чтобы помогать семье *В 2013 году добавили этот подвопрос. Ранее респонденты с этой причиной попадали в пункт  k8.6 (Другое)","Why (he / she) is not studying in secondary school? The child is forced to work; to help the family * In 2013, added the sub-question. Earlier this reason respondents fell into the point k8.6 (Other)"
"562",748,"rk8.a.1a","i22","Скажите мне; пожалуйста; (он/она) занимается карате; дзюдо; гимнастикой; теннисом; плаванием?","Tell me; please; (he / she) is engaged in karate; judo; gymnastics; tennis; swimming?"
"563",749,"rk8.a.1b","i22","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается карате; дзюдо; гимнастикой; теннисом; плаванием? (ЧАСОВ)","Tell me; please; how many hours and minutes a week (he / she) is engaged in karate; judo; gymnastics; tennis; swimming? (Hours)"
"564",750,"rk8.a.1c","i22","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается карате; дзюдо; гимнастикой; теннисом; плаванием? (МИНУТ)","Tell me; please; how many hours and minutes a week (he / she) is engaged in karate; judo; gymnastics; tennis; swimming? (MIN)"
"565",751,"rk8.a.2a","i22","Скажите мне; пожалуйста; (он/она) играет в мячик; катается на коньках; на велосипеде; на роликах?","Tell me; please; (he / she) plays a ball; skates; cycling; Roller?"
"566",752,"rk8.a.2b","i22","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет в мячик; катается на коньках; на велосипеде; на роликах? (ЧАСОВ)","Tell me; please; how many hours and minutes per week (he / she) plays ball; skates; cycling; Roller? (Hours)"
"567",753,"rk8.a.2c","i22","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет в мячик; катается на коньках; на велосипеде; на роликах? (МИНУТ)","Tell me; please; how many hours and minutes per week (he / she) plays ball; skates; cycling; Roller? (MIN)"
"568",754,"rk8.a.3a","i22","Скажите мне; пожалуйста; (он/она) занимается танцами; бегает; прыгаете; играет в классики; в прятки?","Tell me; please; (he / she) is engaged in dancing; runs; jump; Hopscotch; hide and seek?"
"569",755,"rk8.a.3b","i22","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается танцами; бегает; прыгает; играет в классики; в прятки? (ЧАСОВ)","Tell me; please; how many hours and minutes a week (he / she) is engaged in dancing; runs; jumps; Hopscotch; hide and seek? (Hours)"
"570",756,"rk8.a.3c","i22","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается танцами; бегает; прыгает; играет в классики; в прятки? (МИНУТ)","Tell me; please; how many hours and minutes a week (he / she) is engaged in dancing; runs; jumps; Hopscotch; hide and seek? (MIN)"
"571",757,"rk8.a.4a","i22","Скажите мне; пожалуйста; (он/она) играет сидя: на лавочке; в песочнице?","Tell me; please; (he / she) plays sitting: on the bench; in the sandbox?"
"572",758,"rk8.a.4b","i22","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет сидя: на лавочке; в песочнице? (ЧАСОВ)","Tell me; please; how many hours and minutes a week (he / she) plays sitting: on the bench; in the sandbox? (Hours)"
"573",759,"rk8.a.4c","i22","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет сидя: на лавочке; в песочнице? (МИНУТ)","Tell me; please; how many hours and minutes a week (he / she) plays sitting: on the bench; in the sandbox? (MIN)"
"574",804,"rk9","i22","В течение последних 7 дней за ребенком ухаживал кто-то; кто не является членом Вашего домохозяйства: знакомые; работники детских учреждений; воспитатели школ; родственники; которые живут отдельно?","In the last 7 days of the child courted someone; who is not a member of your household: the familiar; child care workers; school teachers; relatives; who live separately?"
"575",453,"rl20","i22","Вы лежали в больнице в течение последних трех месяцев?","You were in the hospital for the last three months?"
"576",419,"rl2.2","i22","У Вас есть договор на дополнительное добровольное медицинское страхование; обслуживание с какой-нибудь страховой фирмой; поликлиникой; больницей; медицинским центром?","Do you have a contract for additional voluntary health insurance; service with any insurance company; polyclinic; hospital; medical center?"
"577",454,"rl23","i22","Сколько всего дней из последних трех месяцев Вы провели в больнице?","How many days in the past three months you spent in the hospital?"
"578",465,"rl24.1","i22","Вы платили за пребывание в больнице; медицинскую помощь; лечение; не считая платы за лекарства; шприцы и перевязочные материалы; всё равно как: деньгами или подарками?","You pay for the hospital stay; health care; treatment; excluding charges for drugs; syringes and dressings; still as money or gifts?"
"579",458,"rl25.1","i22","Лекарства; шприцы и перевязочные материалы; которые были Вам необходимы для лечения в больнице; Вы получали бесплатно или платили за них деньгами или подарками?","medication; syringes and dressings; that were needed to treat you in the hospital; You get a free or paid for them with money or gifts?"
"580",482,"rl26","i22","В течение последних трех месяцев Вы показывались медицинскому работнику для профилактического осмотра; а не потому; что были больны?","During the last three months you show HCP for routine inspection; not because; that were sick?"
"581",819,"rl31","i22","В течение последних 30 дней (он пропустил/она пропустила) по болезни сколько- нибудь учебных или присутственных дней?","Over the past 30 days (he missed / she missed) sickness skolko any training or presences days?"
"582",420,"rl3.1.1a","i22","Вы сами оплачиваете этот договор на дополнительное добровольное медицинское страхование? (Для детей до 14 лет: Вы сами; Ваше домохозяйство?) *В 2012 году формулировка в детском вопроснике была такая же; как во взрослом.","You pay for the contract for additional voluntary health insurance? (Children under 14 years: You yourself, your household?) * In 2012, the wording in the children's questionnaire was the same; as an adult."
"583",421,"rl3.1.1b","i22","Сколько за год заплатили в рублях?","How much per year paid in rubles?"
"584",422,"rl3.1.2a","i22","Ваше предприятие; организация оплачивает этот договор на дополнительное добровольное медицинское страхование? (Для детей до 14 лет: Предприятие; организация; где работает кто-то из членов домохозяйства?) *В 2012 году формулировка в детском вопроснике была такая же; как во взрослом.","Your company; organization pays the contract for additional voluntary health insurance? (Children under 14 years: The company, organization, which employs some of the members of the household?) * In 2012, the wording in the children's questionnaire was the same; as an adult."
"585",423,"rl3.1.2b","i22","Сколько за год заплатили в рублях?","How much per year paid in rubles?"
"586",424,"rl3.1.4a","i22","Этот договор на доп.добровол.мед. страхование оплачивает кто-то другой (не Вы сами и не Ваше предприятие)? (Для детей до 14 лет: не Вы сами; не Ваше домохозяйство; не Ваше предприятие; не организация кого-то из членов домохоз.) *В 2012 году формулировка в детском вопроснике была такая же; как во взрослом.","This treaty on dop.dobrovol.med. insurance pays someone else (not you yourself and your company)? (Children under 14 years: Do not you yourself, not your household, not your company, not an organization some of the members domohoz.) * In 2012, the wording in the children's questionnaire was the same; as an adult."
"587",425,"rl3.1.4b","i22","Сколько за год заплатили в рублях?","How much per year paid in rubles?"
"588",426,"rl3.1.4s","i22","ДРУГОЕ к в.l3.1.4 - Кто другой оплачивает этот договор на доп. добровольное медиц. страхование?","To each v.l3.1.4 - Who else pays the agreement on extra. voluntary medical de. insurance?"
"589",820,"rl32","i22","Сколько всего дней (он пропустил/она пропустила) по болезни за последние 30 дней?","How many days (he missed / she missed) due to illness in the last 30 days?"
"590",435,"rl5","i22","Были у Вас в течение последних 30 дней какие-либо проблемы со здоровьем?","Were you in the last 30 days any health problems?"
