"","nro","varcode","wave","russian","english"
"391",413,"rc9.6.4a","h22","У Вас есть MP3-плеер?","Do you have a MP3-player?"
"392",414,"rc9.6.4b","h22","Сколько лет MP3-плееру?","How old MP3-player?"
"393",415,"rc9.6.5a","h22","У Вас есть GPRS-навигатор?","Do you have a GPRS-navigator?"
"394",416,"rc9.6.5b","h22","Сколько лет GPRS-навигатору?","How old GPRS-navigator?"
"395",397,"rc9.6a","h22","У Вас есть видеомагнитофон или видеоплейер?","Do you have a VCR or VCR?"
"396",398,"rc9.6b","h22","Сколько лет видеомагнитофону или видеоплейеру?","How old VCR or video unit?"
"397",421,"rc9.7.1a","h22","У Вас есть грузовой автомобиль?","Do you have a truck?"
"398",422,"rc9.7.1b","h22","Сколько лет грузовому автомобилю?","How old Truck?"
"399",417,"rc9.7.2a","h22","У Вас есть отечественный легковой автомобиль?","Do you have a domestic car?"
"400",418,"rc9.7.2b","h22","Сколько лет отечественному легковому автомобилю?","How many years of domestic cars?"
"401",419,"rc9.7.3a","h22","У Вас есть легковой автомобиль иностранной модели?","Do you have a foreign car models?"
"402",420,"rc9.7.3b","h22","Сколько лет легковому автомобилю иностранной модели?","How many years of foreign passenger car models?"
"403",425,"rc9.8.1a","h22","У Вас есть взрослый велосипед?","Do you have an adult bike?"
"404",426,"rc9.8.1b","h22","Сколько лет взрослому велосипеду?","How old is an adult bike?"
"405",423,"rc9.8a","h22","У Вас есть мотоцикл; мотороллер; моторная лодка?","Do you have a motorcycle motor scooter motor boat?"
"406",424,"rc9.8b","h22","Сколько лет мотоциклу; мотороллеру; моторной лодке?","How many years of motorcycles scooters motor boat?"
"407",429,"rc9.9.1a","h22","У Вас есть газонокосилка?","Do you have a lawn mower?"
"408",430,"rc9.9.1b","h22","Сколько лет газонокосилке?","How old is the mower?"
"409",427,"rc9.9a","h22","У Вас есть трактор или минитрактор?","Do you have a tractor or mini tractor?"
"410",428,"rc9.9b","h22","Сколько лет трактору или минитрактору?","How old tractor or compact tractors?"
"411",441,"rd1","h22","В течение последних 12 месяцев у Вашей семьи была в пользовании какая-либо земля?","In the last 12 months have been in your family use any land?"
"412",577,"rd10","h22","Сколько денег Ваша семья выручила в течение последних 30 дней от продажи выращенного  на Вашей земле в течение последних 12 месяцев?","How much money your family to help out in the last 30 days of the sale grown on your land in the past 12 months?"
"413",578,"rd11","h22","Держала ли Ваша семья в течение последних 12 месяцев какой-нибудь скот; птицу; пчел?","Whether to keep your family in the past 12 months some livestock poultry bees?"
"414",579,"rd12","h22","Вы продавали в течение последних 30 дней какой-нибудь скот; птицу; пчел в живом виде?","You have sold within the last 30 days of any livestock poultry bees in the live form?"
"415",580,"rd13","h22","Сколько денег Ваша семья выручила в течение последних 30 дней от продажи скота; птицы; пчел в живом виде?","How much money your family to help out in the last 30 days from the sale of livestock poultry bees in the live form?"
"416",581,"rd14.1a","h22","Производила ли Ваша семья в течение последних 12 месяцев мясо; кроме мяса птицы?","Does your family for the past 12 months the meat except poultry?"
"417",582,"rd14.1b","h22","Сколько всего килограмм произвели? Мяса; кроме мяса птицы?","How many pounds have made? Meat except poultry?"
"418",583,"rd14.1c","h22","Сколько килограмм израсходовали на потребление в семье в натуральном или  переработанном виде? Мяса; кроме мяса птицы","How many pounds spent on consumption in the home in natural or processed form? Meat except poultry"
"419",584,"rd14.1d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Мяса; кроме мяса птицы","How many pounds have given free relatives and other people in natural or processed? Meat except poultry"
"420",585,"rd14.1e","h22","Сколько килограмм продали в натуральном или переработанном виде? Мяса;  кроме мяса птицы","How many pounds sold in natural or processed form? Meat except poultry"
"421",586,"rd14.2a","h22","Производила ли Ваша семья в течение последних 12 месяцев мясо птицы?","Does your family in the last 12 months of poultry?"
"422",587,"rd14.2b","h22","Сколько всего килограмм произвели? Мяса птицы?","How many pounds have made? Poultry?"
"423",588,"rd14.2c","h22","Сколько килограмм израсходовали на потребление в семье в натуральном или переработанном виде? Мяса птицы","How many pounds spent on consumption in the home in natural or processed form? poultry"
"424",589,"rd14.2d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Мяса птицы","How many pounds have given free relatives and other people in natural or processed? poultry"
"425",590,"rd14.2e","h22","Сколько килограмм продали в натуральном или переработанном виде? Мяса птицы","How many pounds sold in natural or processed form? poultry"
"426",591,"rd14.3a","h22","Производила ли Ваша семья в течение последних 12 месяцев мед?","Does your family for the past 12 months honey?"
"427",592,"rd14.3b","h22","Сколько всего килограмм произвели? Меда?","How many pounds have made? Honey?"
"428",593,"rd14.3c","h22","Сколько килограмм израсходовали на потребление в семье в натуральном или переработанном виде? Меда","How many pounds spent on consumption in the home in natural or processed form? honey"
"429",594,"rd14.3d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Меда","How many pounds have given free relatives and other people in natural or processed? honey"
"430",595,"rd14.3e","h22","Сколько килограмм продали в натуральном или переработанном виде? Меда","How many pounds sold in natural or processed form? honey"
"431",596,"rd14.4a","h22","Производила ли Ваша семья в течение последних 12 месяцев шерсть; пух?","Does your family for the past 12 months wool down?"
"432",597,"rd14.4b","h22","Сколько всего килограмм произвели? Шерсти; пуха?","How many pounds have made? Wool down?"
"433",598,"rd14.4c","h22","Сколько килограмм израсходовали на потребление в семье в натуральном или  переработанном виде? Шерсти; пуха","How many pounds spent on consumption in the home in natural or processed form? Wool down"
"434",599,"rd14.4d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Шерсти; пуха","How many pounds have given free relatives and other people in natural or processed? Wool down"
"435",600,"rd14.4e","h22","Сколько килограмм продали в натуральном или переработанном виде? Шерсти; пуха","How many pounds sold in natural or processed form? Wool down"
"436",601,"rd14.5a","h22","Производила ли Ваша семья в течение последних 12 месяцев молоко?","Does your family in the last 12 months of milk?"
"437",602,"rd14.5b","h22","Сколько всего литров произвели? Молока?","How many liters produced? Milk?"
"438",603,"rd14.5c","h22","Сколько литров израсходовали на потребление в семье в натуральном или переработанном виде? Молока","How many liters of spent on consumption in the home in natural or processed form? milk"
"439",604,"rd14.5d","h22","Сколько литров отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Молока","How many liters of giving away free relatives and other people in natural or processed? milk"
"440",605,"rd14.5e","h22","Сколько литров продали в натуральном или переработанном виде? Молока","How many liters sold in natural or processed form? milk"
"441",606,"rd14.6a","h22","Производила ли Ваша семья в течение последних 12 месяцев яйца?","Does your family for the past 12 months the eggs?"
"442",607,"rd14.6b","h22","Сколько всего штук произвели? Яиц?","How many total units produced? Eggs?"
"443",608,"rd14.6c","h22","Сколько штук израсходовали на потребление в семье в натуральном или переработанном виде? Яиц","How many pieces spent on consumption in the home in natural or processed form? eggs"
"444",609,"rd14.6d","h22","Сколько штук отдали бесплатно родственникам и другим людям в натуральном и переработанном виде? Яиц","How many pieces have given free relatives and other people in natural or processed? eggs"
"445",610,"rd14.6e","h22","Сколько штук продали в натуральном или переработанном виде? Яиц","How many pieces sold in natural or processed form? eggs"
"446",611,"rd14.7a","h22","Производила ли Ваша семья в течение последних 12 месяцев шкуры?","Does your family for the past 12 months skins?"
"447",612,"rd14.7b","h22","Сколько всего штук произвели? Шкур?","How many total units produced? Skins?"
"448",613,"rd14.7c","h22","Сколько штук израсходовали на потребление в семье в натуральном или переработанном виде? Шкур","How many pieces spent on consumption in the home in natural or processed form? skins"
"449",614,"rd14.7d","h22","Сколько штук отдали бесплатно родственникам и другим людям в натуральном и переработанном виде? Шкур","How many pieces have given free relatives and other people in natural or processed? skins"
"450",615,"rd14.7e","h22","Сколько штук продали в натуральном или переработанном виде? Шкур","How many pieces sold in natural or processed form? skins"
"451",616,"rd15","h22","В течение последних 30 дней Вы продавали что-либо из продукции животноводства; птицеводства; пчеловодства; произведенной в Вашем хозяйстве за последние 12 месяцев?","In the last 30 days you sell anything from livestock production poultry farming beekeeping produced on your farm in the last 12 months?"
"452",617,"rd16","h22","Сколько денег Ваша семья выручила в течение последних 30 дней от продажи продукции животноводства; птицеводства; пчеловодства; произведенной в Вашем хозяйстве за последние 12 месяцев?","How much money your family to help out in the last 30 days from the sale of livestock products poultry farming beekeeping produced on your farm in the last 12 months?"
"453",618,"rd17","h22","Вы потратили в течение последних 30 дней какие-то деньги на семена; удобрения; корма; наем техники; рабочей силы; на что-нибудь другое; необходимое для ведения хозяйства; за исключением расходов на топливо?","You've spent in the last 30 days some money for seeds fertilizers feed hiring equipment labor on something else needed for farming except for the cost of fuel?"
"454",619,"rd18","h22","Сколько денег Ваша семья потратила в течение последних 30 дней на семена; удобрения; корма; наем техники; рабочей силы; другое?","How much money your family has spent in the last 30 days for seeds fertilizers feed hiring equipment labor other?"
"455",620,"rd19","h22","Собирали члены Вашей семьи в течение последних 12 месяцев грибы; дикорастущие орехи; ягоды; травы? Может быть; Вы или другие члены Вашей семьи охотились или ловили рыбу?","Collected by members of your household in the past 12 months the mushrooms wild nuts berries herbs? Maybe you or other members of your family hunted or fished?"
"456",442,"rd2","h22","В настоящее время у Вашей семьи есть в пользовании какая-либо земля?","At the moment of your family have to use any land?"
"457",621,"rd20","h22","В течение последних 30 дней Ваша семья продавала  что-либо из собранных грибов; орехов; ягод; выловленной рыбы; убитой дичи?","In the last 30 days your family to sell any of the collected mushrooms nuts berries fish caught killed game?"
"458",622,"rd21","h22","Сколько денег в течение последних 30 дней Ваша семья выручила от продажи собранного; пойманного?","How much money in the last 30 days of your family gain from the sale of collected caught?"
"459",443,"rd3","h22","Сколько всего соток земли у Вашей семьи в настоящее время?","How many acres of land in your family now?"
"460",444,"rd4","h22","Кому принадлежит эта земля?","Who owns the land?"
"461",445,"rd5","h22","В последние 12 месяцев Ваша семья платила за пользование землей?","In the last 12 months your family pays for the use of the land?"
"462",446,"rd6","h22","Сколько всего рублей Вы заплатили за пользование Вашей землей в последние 12 месяцев?","How many rubles you paid for the use of your land in the last 12 months?"
"463",447,"rd7","h22","В течение последних 12 месяцев Ваша семья выращивала что-нибудь на своей земле?","In the last 12 months your family grew anything on their land?"
"464",493,"rd8.10a","h22","За последние 12 месяцев Ваша семья собрала урожай бахчевых?","Over the last 12 months your family to harvest melons?"
"465",494,"rd8.10b","h22","Сколько всего килограмм собрали? Бахчевых","How many pounds have collected? melons"
"466",495,"rd8.10c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Бахчевых","How many pounds consumed in the home in natural or processed form? melons"
"467",496,"rd8.10d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Бахчевых","How many pounds have given free relatives and other people in natural or processed form? melons"
"468",497,"rd8.10e","h22","Сколько килограмм продали в натуральном или переработанном виде? Бахчевых","How many pounds sold in natural or processed form? melons"
"469",498,"rd8.11a","h22","За последние 12 месяцев Ваша семья собрала урожай зерновых?","Over the last 12 months your family to harvest the grain?"
"470",499,"rd8.11b","h22","Сколько всего килограмм собрали? Зерновых","How many pounds have collected? grain"
"471",500,"rd8.11c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Зерновых","How many pounds consumed in the home in natural or processed form? grain"
"472",501,"rd8.11d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Зерновых","How many pounds have given free relatives and other people in natural or processed form? grain"
"473",502,"rd8.11e","h22","Сколько килограмм продали в натуральном или переработанном виде? Зерновых","How many pounds sold in natural or processed form? grain"
"474",503,"rd8.12a","h22","За последние 12 месяцев Ваша семья собрала урожай бобовых?","Over the last 12 months your family to harvest beans?"
"475",504,"rd8.12b","h22","Сколько всего килограмм собрали? Бобовых","How many pounds have collected? legumes"
"476",505,"rd8.12c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Бобовых","How many pounds consumed in the home in natural or processed form? legumes"
"477",506,"rd8.12d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Бобовых","How many pounds have given free relatives and other people in natural or processed form? legumes"
"478",507,"rd8.12e","h22","Сколько килограмм продали в натуральном или переработанном виде? Бобовых","How many pounds sold in natural or processed form? legumes"
"479",508,"rd8.13a","h22","За последние 12 месяцев Ваша семья собрала урожай кукурузы?","Over the last 12 months your family to harvest corn?"
"480",509,"rd8.13b","h22","Сколько всего килограмм собрали? Кукурузы","How many pounds have collected? corn"
"481",510,"rd8.13c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Кукурузы","How many pounds consumed in the home in natural or processed form? corn"
"482",511,"rd8.13d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Кукурузы","How many pounds have given free relatives and other people in natural or processed form? corn"
"483",512,"rd8.13e","h22","Сколько килограмм продали в натуральном или переработанном виде? Кукурузы","How many pounds sold in natural or processed form? corn"
"484",513,"rd8.14a","h22","За последние 12 месяцев Ваша семья собрала урожай табака?","Over the last 12 months your family to harvest tobacco?"
"485",514,"rd8.14b","h22","Сколько всего килограмм собрали? Табака","How many pounds have collected? tobacco"
"486",515,"rd8.14c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Табака","How many pounds consumed in the home in natural or processed form? tobacco"
"487",516,"rd8.14d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Табака","How many pounds have given free relatives and other people in natural or processed form? tobacco"
"488",517,"rd8.14e","h22","Сколько килограмм продали в натуральном или переработанном виде? Табака","How many pounds sold in natural or processed form? tobacco"
"489",518,"rd8.15a","h22","За последние 12 месяцев Ваша семья собрала урожай клубники; малины?","Over the last 12 months your family to harvest strawberries raspberries?"
"490",519,"rd8.15b","h22","Сколько всего килограмм собрали? Клубники; малины","How many pounds have collected? Strawberries raspberries"
"491",520,"rd8.15c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Клубники; малины","How many pounds consumed in the home in natural or processed form? Strawberries raspberries"
"492",521,"rd8.15d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Клубники; малины","How many pounds have given free relatives and other people in natural or processed form? Strawberries raspberries"
"493",522,"rd8.15e","h22","Сколько килограмм продали в натуральном или переработанном виде? Клубники; малины","How many pounds sold in natural or processed form? Strawberries raspberries"
"494",523,"rd8.16a","h22","За последние 12 месяцев Ваша семья собрала урожай смородины; крыжовника?","Over the last 12 months your family to harvest currants gooseberries?"
"495",524,"rd8.16b","h22","Сколько всего килограмм собрали? Смородины; крыжовника","How many pounds have collected? Currants gooseberries"
"496",525,"rd8.16c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Смородины; крыжовника","How many pounds consumed in the home in natural or processed form? Currants gooseberries"
"497",526,"rd8.16d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Смородины; крыжовника","How many pounds have given free relatives and other people in natural or processed form? Currants gooseberries"
"498",527,"rd8.16e","h22","Сколько килограмм продали в натуральном или переработанном виде? Смородины; крыжовника","How many pounds sold in natural or processed form? Currants gooseberries"
"499",528,"rd8.17a","h22","За последние 12 месяцев Ваша семья собрала урожай облепихи?","Over the last 12 months your family to harvest sea buckthorn?"
"500",529,"rd8.17b","h22","Сколько всего килограмм собрали? Облепихи","How many pounds have collected? buckthorn"
"501",530,"rd8.17c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Облепихи","How many pounds consumed in the home in natural or processed form? buckthorn"
"502",531,"rd8.17d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Облепихи","How many pounds have given free relatives and other people in natural or processed form? buckthorn"
"503",532,"rd8.17e","h22","Сколько килограмм продали в натуральном или переработанном виде? Облепихи","How many pounds sold in natural or processed form? buckthorn"
"504",543,"rd8.18a","h22","За последние 12 месяцев Ваша семья собрала урожай других ягод?","Over the last 12 months your family to harvest other berries?"
"505",544,"rd8.18b","h22","Сколько всего килограмм собрали? Других ягод","How many pounds have collected? other berries"
"506",545,"rd8.18c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Других ягод","How many pounds consumed in the home in natural or processed form? other berries"
"507",546,"rd8.18d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Других ягод","How many pounds have given free relatives and other people in natural or processed form? other berries"
"508",547,"rd8.18e","h22","Сколько килограмм продали в натуральном или переработанном виде? Других ягод","How many pounds sold in natural or processed form? other berries"
"509",548,"rd8.19a","h22","За последние 12 месяцев Ваша семья собрала урожай яблок?","Over the last 12 months your family to harvest apples?"
"510",549,"rd8.19b","h22","Сколько всего килограмм собрали? Яблок","How many pounds have collected? apples"
"511",550,"rd8.19c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Яблок","How many pounds consumed in the home in natural or processed form? apples"
"512",551,"rd8.19d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Яблок","How many pounds have given free relatives and other people in natural or processed form? apples"
"513",552,"rd8.19e","h22","Сколько килограмм продали в натуральном или переработанном виде? Яблок","How many pounds sold in natural or processed form? apples"
"514",448,"rd8.1a","h22","За последние 12 месяцев Ваша семья собрала урожай картофеля?","Over the last 12 months your family to harvest potatoes?"
"515",449,"rd8.1b","h22","Сколько всего килограмм собрали? Картофеля","How many pounds have collected? potato"
"516",450,"rd8.1c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Картофеля","How many pounds consumed in the home in natural or processed form? potato"
"517",451,"rd8.1d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Картофеля","How many pounds have given free relatives and other people in natural or processed form? potato"
"518",452,"rd8.1e","h22","Сколько килограмм продали в натуральном или переработанном виде? Картофеля","How many pounds sold in natural or processed form? potato"
"519",553,"rd8.20a","h22","За последние 12 месяцев Ваша семья собрала урожай груш?","Over the last 12 months your family to harvest pears?"
"520",554,"rd8.20b","h22","Сколько всего килограмм собрали? Груш","How many pounds have collected? pears"
"521",555,"rd8.20c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Груш","How many pounds consumed in the home in natural or processed form? pears"
"522",556,"rd8.20d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Груш","How many pounds have given free relatives and other people in natural or processed form? pears"
"523",557,"rd8.20e","h22","Сколько килограмм продали в натуральном или переработанном виде? Груш","How many pounds sold in natural or processed form? pears"
"524",533,"rd8.21a","h22","За последние 12 месяцев Ваша семья собрала урожай слив; вишни; черешни?","Over the last 12 months your family to harvest plums cherries?"
"525",534,"rd8.21b","h22","Сколько всего килограмм собрали? Слив; вишни; черешни","How many pounds have collected? Plums cherries"
"526",535,"rd8.21c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде?  Слив; вишни; черешни","How many pounds consumed in the home in natural or processed form? Plums cherries"
"527",536,"rd8.21d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Слив; вишни; черешни","How many pounds have given free relatives and other people in natural or processed form? Plums cherries"
"528",537,"rd8.21e","h22","Сколько килограмм продали в натуральном или переработанном виде? Слив; вишни; черешни","How many pounds sold in natural or processed form? Plums cherries"
"529",558,"rd8.22a","h22","За последние 12 месяцев Ваша семья собрала урожай абрикосов; персиков?","Over the last 12 months your family to harvest apricots peaches?"
"530",559,"rd8.22b","h22","Сколько всего килограмм собрали? Абрикосов; персиков","How many pounds have collected? Apricots peaches"
"531",560,"rd8.22c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Абрикосов; персиков","How many pounds consumed in the home in natural or processed form? Apricots peaches"
"532",561,"rd8.22d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Абрикосов; персиков","How many pounds have given free relatives and other people in natural or processed form? Apricots peaches"
"533",562,"rd8.22e","h22","Сколько килограмм продали в натуральном или переработанном виде? Абрикосов; персиков","How many pounds sold in natural or processed form? Apricots peaches"
"534",538,"rd8.23a","h22","За последние 12 месяцев Ваша семья собрала урожай винограда?","Over the last 12 months your family to harvest the grapes?"
"535",539,"rd8.23b","h22","Сколько всего килограмм собрали? Винограда","How many pounds have collected? grapes"
"536",540,"rd8.23c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Винограда","How many pounds consumed in the home in natural or processed form? grapes"
"537",541,"rd8.23d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Винограда","How many pounds have given free relatives and other people in natural or processed form? grapes"
"538",542,"rd8.23e","h22","Сколько килограмм продали в натуральном или переработанном виде? Винограда","How many pounds sold in natural or processed form? grapes"
"539",563,"rd8.24a","h22","За последние 12 месяцев Ваша семья собрала урожай других фруктов?","Over the last 12 months your family to harvest other fruits?"
"540",564,"rd8.24b","h22","Сколько всего килограмм собрали? Других фруктов","How many pounds have collected? other fruits"
"541",565,"rd8.24c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Других фруктов","How many pounds consumed in the home in natural or processed form? other fruits"
"542",566,"rd8.24d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Других фруктов","How many pounds have given free relatives and other people in natural or processed form? other fruits"
"543",567,"rd8.24e","h22","Сколько килограмм продали в натуральном или переработанном виде? Других фруктов","How many pounds sold in natural or processed form? other fruits"
"544",568,"rd8.25a","h22","За последние 12 месяцев Ваша семья собрала урожай орехов?","Over the last 12 months your family to harvest nuts?"
"545",569,"rd8.25b","h22","Сколько всего килограмм собрали? Орехов","How many pounds have collected? nuts"
"546",570,"rd8.25c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Орехов","How many pounds consumed in the home in natural or processed form? nuts"
"547",571,"rd8.25d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Орехов","How many pounds have given free relatives and other people in natural or processed form? nuts"
"548",572,"rd8.25e","h22","Сколько килограмм продали в натуральном или переработанном виде? Орехов","How many pounds sold in natural or processed form? nuts"
"549",573,"rd8.26a","h22","За последние 12 месяцев Вы собрали урожай цветов?","Over the past 12 months you have harvested flowers?"
"550",574,"rd8.26b","h22","Сколько всего штук собрали? Цветов","How many pieces collected? flowers"
"551",575,"rd8.26e","h22","Сколько штук продали в натуральном или переработанном виде? Цветов","How many pieces sold in natural or processed form? flowers"
"552",453,"rd8.2a","h22","За последние 12 месяцев Ваша семья собрала урожай помидоров?","Over the last 12 months your family to harvest tomatoes?"
"553",454,"rd8.2b","h22","Сколько всего килограмм собрали? Помидоров","How many pounds have collected? tomatoes"
"554",455,"rd8.2c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Помидоров","How many pounds consumed in the home in natural or processed form? tomatoes"
"555",456,"rd8.2d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Помидоров","How many pounds have given free relatives and other people in natural or processed form? tomatoes"
"556",457,"rd8.2e","h22","Сколько килограмм продали в натуральном или переработанном виде? Помидоров","How many pounds sold in natural or processed form? tomatoes"
"557",458,"rd8.3a","h22","За последние 12 месяцев Ваша семья собрала урожай огурцов?","Over the last 12 months your family to harvest cucumbers?"
"558",459,"rd8.3b","h22","Сколько всего килограмм собрали? Огурцов","How many pounds have collected? cucumbers"
"559",460,"rd8.3c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Огурцов","How many pounds consumed in the home in natural or processed form? cucumbers"
"560",461,"rd8.3d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Огурцов","How many pounds have given free relatives and other people in natural or processed form? cucumbers"
"561",462,"rd8.3e","h22","Сколько килограмм продали в натуральном или переработанном виде? Огурцов","How many pounds sold in natural or processed form? cucumbers"
"562",463,"rd8.4a","h22","За последние 12 месяцев Ваша семья собрала урожай свеклы?","Over the last 12 months your family to harvest beets?"
"563",464,"rd8.4b","h22","Сколько всего килограмм собрали? Свеклы","How many pounds have collected? beets"
"564",465,"rd8.4c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Свеклы","How many pounds consumed in the home in natural or processed form? beets"
"565",466,"rd8.4d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Свеклы","How many pounds have given free relatives and other people in natural or processed form? beets"
"566",467,"rd8.4e","h22","Сколько килограмм продали в натуральном или переработанном виде? Свеклы","How many pounds sold in natural or processed form? beets"
"567",468,"rd8.5a","h22","За последние 12 месяцев Ваша семья собрала урожай моркови?","Over the last 12 months your family to harvest carrots?"
"568",469,"rd8.5b","h22","Сколько всего килограмм собрали? Моркови","How many pounds have collected? carrots"
"569",470,"rd8.5c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Моркови","How many pounds consumed in the home in natural or processed form? carrots"
"570",471,"rd8.5d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Моркови","How many pounds have given free relatives and other people in natural or processed form? carrots"
"571",472,"rd8.5e","h22","Сколько килограмм продали в натуральном или переработанном виде? Моркови","How many pounds sold in natural or processed form? carrots"
"572",473,"rd8.6a","h22","За последние 12 месяцев Ваша семья собрала урожай капусты?","Over the last 12 months your family to harvest cabbage?"
"573",474,"rd8.6b","h22","Сколько всего килограмм собрали? Капусты","How many pounds have collected? cabbage"
"574",475,"rd8.6c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Капусты","How many pounds consumed in the home in natural or processed form? cabbage"
"575",476,"rd8.6d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Капусты","How many pounds have given free relatives and other people in natural or processed form? cabbage"
"576",477,"rd8.6e","h22","Сколько килограмм продали в натуральном или переработанном виде? Капусты","How many pounds sold in natural or processed form? cabbage"
"577",478,"rd8.7a","h22","За последние 12 месяцев Ваша семья собрала урожай лука; чеснока?","Over the last 12 months your family to harvest onions garlic?"
"578",479,"rd8.7b","h22","Сколько всего килограмм собрали? Лука; чеснока","How many pounds have collected? Onions garlic"
"579",480,"rd8.7c","h22","Сколько килограмм потребили в семье в натуральном или переработанном виде? Лука; чеснока","How many pounds consumed in the home in natural or processed form? Onions garlic"
"580",481,"rd8.7d","h22","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Лука; чеснока","How many pounds have given free relatives and other people in natural or processed form? Onions garlic"
"581",482,"rd8.7e","h22","Сколько килограмм продали в натуральном или переработанном виде? Лука; чеснока","How many pounds sold in natural or processed form? Onions garlic"
"582",483,"rd8.8a","h22","За последние 12 месяцев Ваша семья собрала урожай кабачков; патиссонов; тыкв?","Over the last 12 months your family to harvest zucchini squash pumpkins?"
"583",484,"rd8.8b","h22","Сколько всего килограмм собрали? Кабачков; патиссонов; тыкв","How many pounds have collected? Zucchini squash pumpkins"
