"","varcode","nro","wave","russian","english"
"226","qj72.3a2",226,"i21","Вы учились или учитесь в ПТУ со средним образованием; техническом училище? (второе)","You have studied or are studying at vocational secondary education; technical school? (second)"
"227","qj72.3b2",227,"i21","Сколько лет Вы проучились в ПТУ со средним образованием; техническом училище? (второе)","How long have you been studying at vocational secondary education; technical school? (second)"
"228","qJ723dbc",228,"i21","Код профессии по ISCO88 второй специальности ПТУ со средним образованием","Code profession ISCO88 second specialty vocational secondary education"
"229","qj72.3c2",229,"i21","Получили ли диплом в ПТУ со средним образованием; техническом училище? (второе)","Have a diploma in vocational secondary education; technical school? (second)"
"230","qj72.3e2",230,"i21","В каком году окончили/ушли из ПТУ со средним образованием; технического училища? (второе)","In what year graduated / left of vocational secondary education; technical school? (second)"
"231","qj72.3h2",231,"i21","Вы учитесь в ПТУ со средним образованием; техническом училище очно? (второе) обучения? (второе)","You learn in vocational secondary education; technical school full-time? (second) training? (second)"
"232","qj72.4a",232,"i21","Вы учились или учитесь в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (первый)","You have studied or are studying at college; health; music; Teachers; Art School? (first)"
"233","qj72.4b",233,"i21","Сколько лет Вы проучились в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (первый)","How long have you been studying at college; health; music; Teachers; Art School? (first)"
"234","qJ724dac",234,"i21","Код профессии по ISCO88 первой специальности техникума; училища","Code profession ISCO88 first specialty college; school"
"235","qj72.4c",235,"i21","Получили ли диплом в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (первый)","Have a diploma in college; health; music; Teachers; Art School? (first)"
"236","qj72.4e",236,"i21","В каком году окончили/ушли из техникума; медицинского; музыкального; педагогического; художественного училища? (первый)","In what year graduated / left the College; health; music; teacher; Art School? (first)"
"237","qj72.4h",237,"i21","Вы учитесь в техникуме; училище очно? (первый)?","You learn in college; school full-time? (first)?"
"238","qj72.4i",238,"i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (первый)","You learn in the same locality; where they lived before the training? (first)"
"239","qj72.4a2",239,"i21","Вы учились или учитесь в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (второй)","You have studied or are studying at college; health; music; Teachers; Art School? (second)"
"240","qj72.4b2",240,"i21","Сколько лет Вы проучились в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (второй)","How long have you been studying at college; health; music; Teachers; Art School? (second)"
"241","qJ724dbc",241,"i21","Код профессии по ISCO88 второй специальности техникума; училища","Code profession ISCO88 second specialty college; school"
"242","qj72.4c2",242,"i21","Получили ли диплом в техникуме; медицинском; музыкальном; педагогическом; художественном училище? (второй)","Have a diploma in college; health; music; Teachers; Art School? (second)"
"243","qj72.4e2",243,"i21","В каком году окончили/ушли из техникума; медицинского; музыкального; педагогического; художественного училища? (второй)","In what year graduated / left the College; health; music; teacher; Art School? (second)"
"244","qj72.4h2",244,"i21","Вы учитесь в техникуме; училище очно? (второй)","You learn in college; school full-time? (second)"
"245","qj72.4i2",245,"i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (второй)","You learn in the same locality; where they lived before the training? (second)"
"246","qj72.5a",246,"i21","Вы учились или учитесь в институте; университете; академии? (первый) (первый)","You have studied or are studying at the institute; University; Academy? (first) (first)"
"247","qJ725dac",247,"i21","Код профессии по ISCO88 первой специальности института","Code profession ISCO88 first specialty institute"
"248","qj72.5c",248,"i21","Получили ли диплом в институте; университете; академии? (первый)","Have a diploma at the Institute; University; Academy? (first)"
"249","qj72.5e",249,"i21","В каком году окончили/ушли из института; университета; академии? (первый)","In what year graduated / left the institute; University; Academy? (first)"
"250","qj72.5h",250,"i21","Вы учитесь в институте; университете; академии очно? (первый)","You learn at the institute; University; Academy internally? (first)"
"251","qj72.5i",251,"i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (первый)","You learn in the same locality; where they lived before the training? (first)"
"252","qj72.5a2",252,"i21","Вы учились или учитесь в институте; университете; академии? (второй)","You have studied or are studying at the institute; University; Academy? (second)"
"253","qj72.5b2",253,"i21","Сколько лет Вы проучились в институте; университете; академии? (второй)","How long have you been studying at the institute; University; Academy? (second)"
"254","qJ725dbc",254,"i21","Код профессии по ISCO88 второй специальности института","Code profession ISCO88 second specialty institute"
"255","qj72.5c2",255,"i21","Получили ли диплом в институте; университете; академии? (второй)","Have a diploma at the Institute; University; Academy? (second)"
"256","qj72.5e2",256,"i21","В каком году окончили/ушли из института; университета; академии? (второй)","In what year graduated / left the institute; University; Academy? (second)"
"257","qj72.5h2",257,"i21","Вы учитесь в институте; университете; академии очно? (второй)","You learn at the institute; University; Academy internally? (second)"
"258","qj72.5i2",258,"i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (второй)","You learn in the same locality; where they lived before the training? (second)"
"259","qj72.51",259,"i21","Во время обучения в ВУЗе Вы (работали / работаете)?","While studying at the university you (work / work)?"
"260","qj72.6a",260,"i21","Вы учились или учитесь в аспирантуре; ординатуре? (первая)","You have studied or studying in graduate school; residency? (first)"
"261","qj72.6b",261,"i21","Сколько лет Вы проучились в аспирантуре; ординатуре? (первая)","How long have you been studying in graduate school; residency? (first)"
"262","qJ726dac",262,"i21","Код профессии по ISCO88 первой специальности аспирантуры","Code profession ISCO88 first specialty postgraduate"
"263","qj72.6c",263,"i21","Получили ли диплом аспирантуре; ординатуре? (первая)","Did postgraduate diploma; residency? (first)"
"264","qj72.6e",264,"i21","В каком году окончили/ушли из аспирантуры; ординатуры? (первая)","In what year finished / gone from graduate school; residency? (first)"
"265","qj72.6h",265,"i21","Вы учитесь в аспирантуре; ординатуре очно? (первая)","You learn in graduate school; residency in person? (first)"
"266","qj72.6i",266,"i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (первая)","You learn in the same locality; where they lived before the training? (first)"
"267","qj72.6a2",267,"i21","Вы учились или учитесь в аспирантуре; ординатуре? (вторая)","You have studied or studying in graduate school; residency? (second)"
"268","qj72.6b2",268,"i21","Сколько лет Вы проучились в аспирантуре; ординатуре? (вторая)","How long have you been studying in graduate school; residency? (second)"
"269","qJ726dbc",269,"i21","Код профессии по ISCO88 второй специальности аспирантуры","Code profession ISCO88 second specialty postgraduate"
"270","qj72.6c2",270,"i21","Получили ли диплом аспирантуре; ординатуре? (вторая)","Did postgraduate diploma; residency? (second)"
"271","qj72.6e2",271,"i21","В каком году окончили/ушли из аспирантуры; ординатуры? (вторая)","In what year finished / gone from graduate school; residency? (second)"
"272","qj72.6h2",272,"i21","Вы учитесь в аспирантуре; ординатуре очно? (вторая)","You learn in graduate school; residency in person? (second)"
"273","qj72.6i2",273,"i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (вторая)","You learn in the same locality; where they lived before the training? (second)"
"274","qj72.18a",274,"i21","Какой у Вас самый высокий уровень образования; по которому Вы получили аттестат; свидетельство; диплом?","What is your highest level of education; on which you received the certificate; certificate; diploma?"
"275","qj69.1",275,"i21","Представьте себе «лестницу профессионального мастерства»; состоящую из 9 ступеней; где 1 ступенька – это уровень начинающего; ученика; а 9 – это уровень «профессионала высокого класса». На какую из них Вы поместили бы себя?","Imagine a ""ladder of professional skills""; 9 steps consisting of; where 1 step - a novice level; student; and 9 - is the level of ""high-class professional."" On which one would you put yourself?"
"276","qj60.1",276,"i21","Скажите; пожалуйста; Вы когда-нибудь пытались организовать свое собственное предприятие; начать свое собственное дело?","tell me; please; Have you ever tried to organize his own company; start your own business?"
"277","qj72.11",277,"i21","В течение последних 12 месяцев Вы учились или учитесь на профессиональных курсах; курсах повышения квалификации или любых других курсах; включая курсы иностранных языков; обучение на рабочем месте?","During the past 12 months, have you studied or studying in professional courses; training courses or any other courses; including foreign language courses; training in the workplace?"
"278","qj72121ac",278,"i21","Код профессии по ISCO88 специальности профессиональных курсов за последние 12 месяцев.","Code profession ISCO88 specialty professional courses in the last 12 months."
"279","qj72121c",279,"i21","Сколько календарных дней Вы проучились на курсах?","How many days you have studied on the course?"
"280","qj371",280,"i21","Сколько часов в среднем продолжался Ваш обычный день обучения на курсах?","How many hours on average, continue your regular day of the courses?"
"281","qj72121b",281,"i21","Эта специальность совпадает  с той; которая была у Вас к моменту поступления на курсы?","This specialty coincides with that; which was with you at the time of admission to the course?"
"282","qj72121d",282,"i21","За счет каких средств Вы обучались на курсах?","What means did you study in school?"
"283","qj72.151",283,"i21","Собираетесь ли Вы продолжить образование на курсах; в техникуме; ВУЗе в течение ближайших трех лет?","Are you going to continue education courses; in college; University over the next three years?"
"284","qj72a.1",284,"i21","Вы собираетесь в течение ближайших трех лет учиться: на профессиональных курсах?","You are going for the next three years to learn: in professional courses?"
"285","qj72a.2",285,"i21","Вы собираетесь в течение ближайших трех лет учиться: в техникуме?","You are going for the next three years to learn: in college?"
"286","qj72a.3",286,"i21","Вы собираетесь в течение ближайших трех лет учиться: в ВУЗе; в том числе в магистратуре; аспирантуре; докторантуре?","You are going for the next three years to learn: at the university; including a master's degree; graduate; doctorate?"
"287","qj260",287,"i21","Скажите; пожалуйста; Вы владеете каким-либо иностранным языком; помимо языков бывших республик СССР?","tell me; please; You own some foreign language; than the languages of the former Soviet republics?"
"288","qj262",288,"i21","В какой степени Вы владеете иностранным языком?","To what extent do you speak a foreign language?"
"289","qj72.161",289,"i21","Приходилось ли Вам в течение последних 12 месяцев пользоваться персональным компьютером в любых целях?","Have you in the past 12 months to use a personal computer for any purpose?"
"290","qj721621",290,"i21","В течение последних 12 месяцев Вы пользовались персональным компьютером у себя дома?","During the past 12 months, have you used a personal computer at home?"
"291","qj721622",291,"i21","В течение последних 12 месяцев Вы пользовались персональным компьютером по месту работы; учебы?","During the past 12 months, have you used a personal computer in the workplace; studies?"
"292","qj721623",292,"i21","В течение последних 12 месяцев Вы пользовались персональным компьютером в других местах?","During the past 12 months, have you used a personal computer in other places?"
"293","qj72160",293,"i21","В течение последних 12 месяцев Вы пользовались персональным компьютером для работы или учебы?","During the past 12 months, have you used a personal computer for work or study?"
"294","qj123",294,"i21","Приходилось ли Вам в течение последних 12 месяцев пользоваться Интернетом?","Have you in the past 12 months to use the Internet?"
"295","qj124.1",295,"i21","В течение последних 12 месяцев Вы пользовались Интернетом у себя дома?","During the past 12 months, have you used the Internet at home?"
"296","qj124.2",296,"i21","В течение последних 12 месяцев Вы пользовались Интернетом по месту работы; учебы?","During the past 12 months, have you used the Internet in the workplace; studies?"
"297","qj124.3",297,"i21","В течение последних 12 месяцев Вы пользовались Интернетом в Интернет-кафе?","During the past 12 months, have you used the Internet at Internet cafes?"
"298","qj124.4",298,"i21","В течение последних 12 месяцев Вы пользовались Интернетом в других местах?","During the past 12 months, have you used the Internet in other places?"
"299","qj359.1",299,"i21","Вы пользуетесь для выхода в Интернет ноутбуком; лэптопом","You use to access the Internet laptop; laptop"
"300","qj359.4",300,"i21","Вы пользуетесь для выхода в Интернет планшетом","You use to access the Internet Tablet"
"301","qj359.3",301,"i21","Вы пользуетесь для выхода в Интернет мобильным телефоном или смартфоном","You use to access the Internet mobile phone or smartphone"
"302","qj125.1",302,"i21","Вы пользовались Интернетом в течение последних 12 месяцев для учебы?","You used the Internet in the last 12 months to study?"
"303","qj125.2",303,"i21","Вы пользовались Интернетом в течение последних 12 месяцев для работы?","You used the Internet in the last 12 months to work?"
"304","qj125.3",304,"i21","Вы пользовались Интернетом в течение последних 12 месяцев для развлечений?","You used the Internet in the last 12 months for entertainment?"
"305","qj125.4",305,"i21","Вы пользовались Интернетом в течение последних 12 месяцев для общения с другими людьми?","You used the Internet in the last 12 months to communicate with other people?"
"306","qj125.5",306,"i21","Вы пользовались Интернетом в течение последних 12 месяцев для получения информации о новостях?","You used the Internet in the last 12 months to get information about news?"
"307","qj125.6",307,"i21","Вы пользовались Интернетом в течение последних 12 месяцев для расширения кругозора; повышения своего культурного уровня?","You used the Internet in the last 12 months to expand the horizons; improve their cultural level?"
"308","qj125.7",308,"i21","Вы пользовались Интернетом в течение последних 12 месяцев для получения справочных материалов?","You used the Internet in the last 12 months for reference materials?"
"309","qj125.8",309,"i21","Вы пользовались Интернетом в течение последних 12 месяцев для покупок; получения товаров и услуг?","You used the Internet in the last 12 months for purchases; receipt of goods and services?"
"310","qj125.10",310,"i21","Вы пользовались Интернетом в течение последних 12 месяцев для посещения сайтов социальных сетей?","You used the Internet in the last 12 months to visit social networking sites?"
"311","qj125.9",311,"i21","Вы пользовались Интернетом в течение последних 12 месяцев для чего-то еще?","You used the Internet in the last 12 months for something else?"
"312","qj401.1a",312,"i21","Вы посейщаете  социальную сеть Одноклассники?","You poseyschaete social network Odnoklassniki?"
"313","qj401.1b",313,"i21","Сколько лет Вы посейщаете  социальную сеть Одноклассники?","How many years have you poseyschaete social network Odnoklassniki?"
"314","qj401.2a",314,"i21","Вы посейщаете  социальную сеть Вконтакте?","You poseyschaete social network Vkontakte?"
"315","qj401.2b",315,"i21","Сколько лет Вы посейщаете  социальную сеть Вконтакте?","How many years have you poseyschaete social network Vkontakte?"
"316","qj401.3a",316,"i21","Вы посейщаете  социальную сеть Фейсбук?","You poseyschaete social network Facebook?"
"317","qj401.3b",317,"i21","Сколько лет Вы посейщаете  социальную сеть Фейсбук?","How many years have you poseyschaete social network Facebook?"
"318","qj401.4a",318,"i21","Вы посейщаете  социальную сеть Живой Журнал?","You poseyschaete social network LiveJournal?"
"319","qj401.4b",319,"i21","Сколько лет Вы посейщаете  социальную сеть Живой Журнал?","How many years have you poseyschaete social network LiveJournal?"
"320","qj401.5a",320,"i21","Вы посейщаете  социальную сеть Твиттер?","You poseyschaete social network Twitter?"
"321","qj401.5b",321,"i21","Сколько лет Вы посейщаете  социальную сеть Твиттер?","How many years have you poseyschaete social network Twitter?"
"322","qj360.5",322,"i21","У Вас лично есть планшет?","Do you personally have a tablet?"
"323","qj360.3",323,"i21","У Вас лично есть компьютер переносной:ноутбук; лэптоп или нетбук?","Do you personally have a portable computer: laptop; laptop or netbook?"
"324","qj360.2",324,"i21","У Вас лично есть смартфон; коммуникатор; i-phone (ай-фон)?","Do you personally have a smartphone; communicator; i-phone (ai background)?"
"325","qj184",325,"i21","У Вас лично есть мобильный сотовый телефон?","Do you personally have a mobile cell phone?"
"326","qj322",326,"i21","Состоите ли Вы в зарегистрированном браке?","Are you a member registered marriage?"
"327","qj323m",327,"i21","Когда Вы зарегистрировали этот брак? (МЕСЯЦ)","When you register the marriage? (Months)"
"328","qj323y",328,"i21","Когда Вы зарегистрировали этот брак? (ГОД)","When you register the marriage? (Year)"
"329","qj324",329,"i21","Возможно; Вы проживаете вместе с (партнером/партнершей); но не регистрируете свои отношения?","possible; Do you live with (partner / partner); but do not register their relationship?"
"330","qj324s",330,"i21","ДРУГОЕ к вопросу qj324","To each question qj324"
"331","qj325m",331,"i21","Когда Вы впервые начали жить вместе с (Вашим мужем/партнером)/(Вашей женой/партнершей)? (МЕСЯЦ)","When you first started to live together with (your husband / partner) / (your wife / partner)? (Months)"
"332","qj325y",332,"i21","Когда Вы впервые начали жить вместе с (Вашим мужем/партнером)/(Вашей женой/партнершей)? (ГОД)","When you first started to live together with (your husband / partner) / (your wife / partner)? (Year)"
"333","qj72.18",333,"i21","В нашем обществе в последнее время много говорят о религии. А каково Ваше отношение к религии?","In our society in recent years has been much talk about religion. And what are your views on religion?"
"334","qj72.19",334,"i21","К какой религии Вы себя относите?","Which religion do you belong?"
"335","qj721631",335,"i21","Имеете ли Вы или Ваша семья возможность при желании улучшить свои жилищные условия - купить комнату; квартиру; дом?","Do you or your family if you want the opportunity to improve their living conditions - to buy a room; apartment; house?"
"336","qj721632",336,"i21","Имеете ли Вы или Ваша семья возможность при желании оплачивать дополнительные занятия детей - музыкальную школу; иностранные языки; спортивные секции; кружки и т.п.?","Do you or your family if you want the opportunity to pay for tutoring children - music school; foreign languages; sports clubs; mugs, etc.?"
"337","qj721633",337,"i21","Имеете ли Вы или Ваша семья возможность при желании откладывать деньги на крупные покупки - машину; дачу?","Do you or your family if you want the opportunity to save for a major purchase - car; cottage?"
"338","qj721634",338,"i21","Имеете ли Вы или Ваша семья возможность при желании провести всей семьей отпуск за границей?","Do you or your family if you want the opportunity to spend a family holiday abroad?"
"339","qj721635",339,"i21","Имеете ли Вы или Ваша семья возможность при желании оплачивать учебу ребенка в ВУЗе?","Do you or your family if you want the opportunity to pay for the child's education at the university?"
"340","qj72.171",340,"i21","У Вас есть дети; родные или официально усыновленные?","Do you have children; relatives or officially adopted?"
"341","qj72.172",341,"i21","Сколько  всего у Вас детей?","How many children do you have?"
"342","qj72.173",342,"i21","А сколько из них моложе 18 лет?","And how many of those under age 18?"
"343","qj73",343,"i21","Вы сейчас получаете пенсию? Не учитывайте; пожалуйста; пенсии на детей","You now get a pension? Do not count; please; pension for children"
"344","qj73.3y",344,"i21","Сколько полных лет и месяцев составлял Ваш общий трудовой стаж; то есть стаж; по которому рассчитывалась Ваша пенсия; когда Вы выходили на пенсию? Не включайте в него время учебы на дневном отделении ВУЗа или техникума (ЛЕТ)","How many full years and months was your total seniority; ie seniority; is used to calculate your pension; when you retire? Do not turn it while studying full time at university or college (s)"
"345","qj73.3m",345,"i21","Сколько полных лет и месяцев составлял Ваш общий трудовой стаж; то есть стаж; по которому рассчитывалась Ваша пенсия; когда Вы выходили на пенсию?","How many full years and months was your total seniority; ie seniority; is used to calculate your pension; when you retire?"
"346","qj259",346,"i21","Если на момент оформления пенсии у Вас был стаж; который давал право на досрочное оформление пенсии; то сколько полных лет он составлял?","If at the time of registration of the pension you had experience; which gave the right to early retirement clearance; how many full years he was?"
"347","qj73.4y",347,"i21","Сколько полных лет и месяцев Вы отработали уже после выхода на пенсию? (ЛЕТ)","How many full years and months you have worked after retirement? (S)"
"348","qj73.4m",348,"i21","Сколько полных лет и месяцев Вы отработали уже после выхода на пенсию? (МЕСЯЦЕВ)","How many full years and months you have worked after retirement? (Months)"
"349","qj74.1a",349,"i21","Какую именно пенсию Вы получаете сейчас?","What kind of retirement you get now?"
"350","qj74.1b",350,"i21","Какую именно пенсию Вы получаете сейчас?","What kind of retirement you get now?"
"351","qj74.1c",351,"i21","Какую именно пенсию Вы получаете сейчас?","What kind of retirement you get now?"
"352","qj74.1s",352,"i21","Какую именно другую пенсию Вы получаете?","What kind of retirement you get another?"
"353","qj74.22",353,"i21","Вы планируете переход с этого вида трудовой пенсии на другой вид трудовой пенсии?","You plan to transition to this type of labor pension to another type of labor pension?"
"354","qj74.23",354,"i21","На какую трудовую пенсию Вы собираетесь перейти?","What kind of retirement pension you are going to go?"
"355","qj73.1am",355,"i21","Когда именно Вам была назначена пенсия; которую Вы сейчас получаете? Вспомните; пожалуйста; месяц","Exactly when you were granted a pension; Now you get? Remember; please; month"
"356","qj73.1ay",356,"i21","Когда именно Вам была назначена пенсия; которую Вы сейчас получаете? Вспомните; пожалуйста; год","Exactly when you were granted a pension; Now you get? Remember; please; year"
"357","qj75",357,"i21","Вы получали пенсию в течение последних 30 дней на руки или на сберкнижку?","Did you receive a pension for the last 30 days on your hands or savings account?"
"358","qj363",358,"i21","Сколько денег Вы получили в качестве пенсии в теч.посл.30 дней? Учитывайте и основную пенсию и доплаты к ней","How much money you received as a pension in tech.posl.30 days? Understand and basic pension and supplements thereto"
"359","qj187",359,"i21","У Вас есть карточка пенсионного страхования; т.е. страховое пенсионное свидетельство?","Do you have a pension insurance card; ie pension insurance certificate?"
"360","qj77",360,"i21","Есть ли работа у респондента?","Does it work the respondent?"
"361","qj78",361,"i21","Вы работали когда-нибудь?","You ever worked?"
"362","qj80a",362,"i21","В каком году Вы ушли с Вашей последней работы; перестали работать?","In what year did you leave your last job; stopped working?"
"363","qj80b",363,"i21","В каком месяце Вы ушли с Вашей последней работы; перестали работать?","In what month did you leave your last job; stopped working?"
"364","qj80.1",364,"i21","По какой основной причине Вы перестали работать на Вашей последней работе?","For some the main reason you stopped working at your last job?"
"365","qj80.2c",365,"i21","Код профессии по ISCO88 последней работы до ухода","Code profession ISCO88 last job before retiring"
"366","qj85",366,"i21","Вы зарегистрированы в государственной службе занятости как безработный(ая)?","You are registered in the State Employment Service as unemployed (aq)?"
"367","qj86",367,"i21","Сколько дней тому назад Вы зарегистрировались в государственной службе занятости?","How many days ago did you enter the civil service employment?"
"368","qj87",368,"i21","Вы получаете пособие по безработице?","You get unemployment benefits?"
"369","qj88",369,"i21","Вы получили пособие по безработице в последние 30 дней?","You have received unemployment benefits in the last 30 days?"
"370","qj89",370,"i21","Сколько денег Вы получили в качестве пособия по безработице в течение последних 30 дней?","How much money you got as unemployment benefits in the last 30 days?"
"371","qj89.1",371,"i21","Служба занятости в течение трех последних месяцев Вам помогала трудоустроиться; пройти обучение или переобучение; оказывала психологическую помощь?","Employment Service over the last three months to help you find a job; undergo training or retraining; psychological assistance?"
"372","qj161.1y",372,"i21","Сколько полных лет и месяцев составлял Ваш официально оформленный общий трудовой стаж до 1 января 2002 года; не считая времени учебы на дневном отделении ВУЗа или техникума? ЛЕТ","How many full years and months was either formalized general seniority prior to 1 January 2002; not counting the time studying full time at university or college? YEARS"
"373","qj161.1m",373,"i21","Сколько полных лет и месяцев составлял Ваш официально оформленный общий трудовой стаж до 1 января 2002 года; не считая времени учебы на дневном отделении ВУЗа или техникума?МЕСЯЦЕВ","How many full years and months was either formalized general seniority prior to 1 January 2002; not counting the time studying full time at university or college? MONTHS"
"374","qj161.2y",374,"i21","Сколько полных лет и месяцев составляет Ваш официально оформленный общий трудовой стаж после 1 января 2002 года; не считая времени учёбы на дневном отделении вуза или техникума?ЛЕТ","How many full years and months of your formalized general seniority after January 1, 2002; not counting the time studying full time at university or college? YEARS"
"375","qj161.2m",375,"i21","Сколько полных лет и месяцев составляет Ваш официально оформленный общий трудовой стаж после 1 января 2002 года; не считая времени учёбы на дневном отделении вуза или техникума?МЕСЯЦЕВ","How many full years and months of your formalized general seniority after January 1, 2002; not counting the time studying full time at university or college? MONTHS"
"376","qj81",376,"i21","Хотели бы Вы найти (другую) работу?","Would you like to find (another) job?"
"377","qj81.1",377,"i21","Сколько времени Вы ищете (другую) работу? (НЕДЕЛЬ)","How much time you are looking for (another) job? (Weeks)"
"378","qj81.2",378,"i21","Представьте; что Вам сегодня предложили работу. Какую минимальную зарплату Вам должны платить на этой новой работе; чтобы Вы согласились на нее? Сколько рублей?","Imagine; that you are offered a job today. What is the minimum salary you have to pay for this new work; You agreed to it? How many rubles?"
"379","qj82",379,"i21","Вы обращались куда-нибудь или к кому-нибудь в поисках работы в течение последних 30 дней?","You accessed anywhere or to anyone in search of work in the last 30 days?"
"380","qj83.1",380,"i21","Вы обращались в поисках работы в государственные службы занятости; на биржи труда?","You turned in search of work in the public employment services; labor exchanges?"
"381","qj83.2",381,"i21","Вы обращались в поисках работы в негосударственные службы занятости?","You turned in search of work in the non employment service?"
"382","qj83.3",382,"i21","Вы обращались в поисках работы к друзьям; знакомым?","You turned in search of work to friends; familiar?"
"383","qj83.4",383,"i21","Вы обращались в поисках работы к родственникам?","You turned in search of work to relatives?"
"384","qj83.5",384,"i21","Вы обращались в поисках работы непосредственно на предприятия?","You turned in search of work directly on the enterprise?"
"385","qj83.6",385,"i21","Вы обращались в поисках работы к рекламным объявлениям?","You turned in search of work to the advertisements?"
"386","qj83.7",386,"i21","Вы обращались в поисках работы к рекламным объявлениям в Интернете?","You turned in search of work to the advertisements on the Internet?"
"387","qj136",387,"i21","Вы обращались куда-нибудь или к кому-нибудь в поисках работы в течение последних 7 дней?","You accessed anywhere or to anyone in search of work in the last 7 days?"
"388","qj84.1",388,"i21","Если бы на прошлой неделе Вам предложили подходящую работу; Вы смогли бы приступить к ней сразу?","If last week you were offered a suitable job; You could start it at once?"
"389","qj84.2",389,"i21","Как Вы считаете; сколько примерно времени Вам необходимо; чтобы найти (другую) работу? (ДНЕЙ)","What do you think; approximately how much time you need; to find (another) job? (DAYS)"
"390","qj90",390,"i21","Какой ответ лучше всего описывает Ваше основное занятие в настоящее время?","Which answer best describes your main current occupation?"
"391","qj188",391,"i21","Вы проходили срочную службу в армии?","You were serving in the army?"
"392","qj189a",392,"i21","С какого года Вы проходили срочную службу в армии?","Since what year you were serving in the army?"
"393","qj189b",393,"i21","По какой год Вы проходили срочную службу в армии?","By what year you were serving in the army?"
"394","qj170.1",394,"i21","Вы пользуетесь следующими видами добровольного страхования: страхование жизни и от несчастного случая?","Do you use the following types of voluntary insurance: life insurance and accident?"
"395","qj170.2",395,"i21","Вы пользуетесь следующими видами добровольного страхования: страхование квартиры; дома?","Do you use the following types of voluntary insurance: apartment; at home?"
"396","qj170.31",396,"i21","Вы пользуетесь следующими видами добровольного страхования: страхование дачи?","Do you use the following types of voluntary insurance: garden?"
"397","qj170.32",397,"i21","Вы пользуетесь следующими видами добровольного страхования: страхование автомобиля - помимо обязательного страхования автогражданской ответственности?","Do you use the following types of voluntary insurance: car insurance - in addition to the compulsory third party liability insurance?"
"398","qj170.4",398,"i21","Вы пользуетесь следующими видами добровольного страхования: страхование сельхозимущества; скота?","Do you use the following types of voluntary insurance: selhozimuschestva; cattle?"
"399","qj197",399,"i21","У Вас есть банковская пластиковая карта?","Do you have a Credit card?"
"400","qj198.1",400,"i21","Вы получили пластиковые карты для перечисления на нее заработной платы; пенсии или стипендии","You got the cards to transfer her salary; pensions or scholarships"
"401","qj198.2",401,"i21","Вы получили пластиковые карты для того чтобы пользоваться деньгами со своих (других) вкладов в банках","You got the cards to use money from their (other) deposits in banks"
"402","qj198.3",402,"i21","Вы получили пластиковые карты для того чтобы получить кредит в банке","You got a plastic card to get a bank loan"
"403","qj199",403,"i21","Как Вы пользуетесь своими  банковскими пластиковыми картами?","How do you use your bank cards?"
"404","qj200",404,"i21","Вы собираетесь взять кредит в ближайшие 12 месяцев?","You're going to take out a loan in the next 12 months?"
"405","qj201.01",405,"i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ ЖИЛЬЯ (КВАРТИРЫ; ДОМА)","For what purpose you are going to take out a loan in the next 12 months? The purchase of housing (apartment, home)"
"406","qj201.02",406,"i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ ДРУГОЙ НЕДВИЖИМОСТИ (ЗЕМЛЯ; ДАЧА; ГАРАЖ)","For what purpose you are going to take out a loan in the next 12 months? BUY ANOTHER property (land, COTTAGE, GARAGE)"
"407","qj201.03",407,"i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ АВТОМОБИЛЯ","For what purpose you are going to take out a loan in the next 12 months? To buy a car"
