"nro","varcode","russian"
277,"rj72.6i2","Вы учились или учитесь в том же населенном пункте; где проживали до начала обучения? (вторая)"
278,"rj72.18a","Какой у Вас самый высокий уровень образования; по которому Вы получили аттестат; свидетельство; диплом?"
279,"rj69.1","Представьте себе «лестницу профессионального мастерства»; состоящую из 9 ступеней; где 1 ступенька – это уровень начинающего; ученика; а 9 – это уровень «профессионала высокого класса». На какую из них Вы поместили бы себя?"
280,"rj60.1","Скажите; пожалуйста; Вы когда-нибудь пытались организовать свое собственное предприятие; начать свое собственное дело?"
281,"rj72.11","В течение последних 12 месяцев Вы учились или учитесь на профессиональных курсах; курсах повышения квалификации или любых других курсах; включая курсы иностранных языков; обучение на рабочем месте?"
282,"rj72121c","Сколько календарных дней Вы проучились на этих курсах?"
283,"rj371","Сколько часов в среднем продолжался Ваш обычный день обучения на этих курсах?"
284,"rj72121b","Эта специальность совпадает с той; которая была у Вас к моменту поступления на курсы?"
285,"rj72121ac","Код профессии по ISCO88 специальности профессиональных курсов за последние 12 месяцев"
286,"rj72121d","За счет каких средств Вы учились на курсах? Можно выбрать несколько ответов."
287,"rj72.151","Собираетесь ли Вы продолжить образование на курсах; в техникуме; ВУЗе аспирантуре; докторантуре в течение ближайших трех лет?"
288,"rj72a.1","Вы собираетесь в течение ближайших трех лет учиться: на профессиональных курсах?"
289,"rj72a.2","Вы собираетесь в течение ближайших трех лет учиться: в техникуме?"
290,"rj72a.3","Вы собираетесь в течение ближайших трех лет учиться: в ВУЗе; в том числе в магистратуре; аспирантуре; докторантуре?"
291,"rj260","Скажите; пожалуйста; Вы владеете каким-либо иностранным языком; помимо языков бывших республик СССР?"
292,"rj262","В какой степени Вы владеете иностранным языком?"
293,"rj72.161","Приходилось ли Вам в течение последних 12 месяцев пользоваться персональным компьютером в любых целях?"
294,"rj721621","В течение последних 12 месяцев Вы пользовались персональным компьютером у себя дома?"
295,"rj721622","В течение последних 12 месяцев Вы пользовались персональным компьютером по месту работы; учебы?"
296,"rj721623","В течение последних 12 месяцев Вы пользовались персональным компьютером в других местах?"
297,"rj72160","В течение последних 12 месяцев Вы пользовались персональным компьютером для работы или учебы?"
298,"rj123","Приходилось ли Вам в течение последних 12 месяцев пользоваться Интернетом?"
299,"rj124.1","В течение последних 12 месяцев Вы пользовались Интернетом у себя дома?"
300,"rj124.2","В течение последних 12 месяцев Вы пользовались Интернетом по месту работы; учебы?"
301,"rj124.3","В течение последних 12 месяцев Вы пользовались Интернетом в Интернет-кафе?"
302,"rj124.4","В течение последних 12 месяцев Вы пользовались Интернетом в других местах?"
303,"rj359.1","Вы пользуетесь для выхода в Интернет ноутбуком; лэптопом?"
304,"rj359.5","Вы пользуетесь для выхода в Интернет персональным компьютером?"
305,"rj359.4","Вы пользуетесь для выхода в Интернет планшетом?"
306,"rj359.3","Вы пользуетесь для выхода в Интернет мобильным телефоном или смартфоном?"
307,"rj359.6","Вы пользуетесь для выхода в Интернет чем-то другим?"
308,"rj125.1","Вы пользовались Интернетом в течение последних 12 месяцев для учебы?"
309,"rj125.2","Вы пользовались Интернетом в течение последних 12 месяцев для работы?"
310,"rj125.3","Вы пользовались Интернетом в течение последних 12 месяцев для развлечений?"
311,"rj125.4","Вы пользовались Интернетом в течение последних 12 месяцев для общения с другими людьми?"
312,"rj125.5","Вы пользовались Интернетом в течение последних 12 месяцев для получения информации о новостях?"
313,"rj125.6","Вы пользовались Интернетом в течение последних 12 месяцев для расширения кругозора; повышения своего культурного уровня?"
314,"rj125.7","Вы пользовались Интернетом в течение последних 12 месяцев для получения справочных материалов?"
315,"rj125.8","Вы пользовались Интернетом в течение последних 12 месяцев для покупок; получения товаров и услуг?"
316,"rj125.10","Вы пользовались Интернетом в течение последних 12 месяцев для посещения сайтов социальных сетей?"
317,"rj125.9","Вы пользовались Интернетом в течение последних 12 месяцев для чего-то еще?"
318,"rj401.1a","Вы посещаете социальную сеть Одноклассники?"
319,"rj401.1b","Сколько лет Вы посещаете социальную сеть Одноклассники?"
320,"rj401.2a","Вы посещаете социальную сеть Вконтакте?"
321,"rj401.2b","Сколько лет Вы посещаете социальную сеть Вконтакте?"
322,"rj401.3a","Вы посещаете социальную сеть Фейсбук?"
323,"rj401.3b","Сколько лет Вы посещаете социальную сеть Фейсбук?"
324,"rj401.4a","Вы посещаете социальную сеть Живой Журнал?"
325,"rj401.4b","Сколько лет Вы посещаете социальную сеть Живой Журнал?"
326,"rj401.5a","Вы посещаете социальную сеть Твиттер?"
327,"rj401.5b","Сколько лет Вы посещаете социальную сеть Твиттер?"
328,"rj360.5","У Вас лично есть планшет?"
329,"rj360.3","У Вас лично есть компьютер переносной: ноутбук; лэптоп или нетбук?"
330,"rj360.2","У Вас лично есть смартфон; коммуникатор; i-phone (ай-фон)?"
331,"rj184","У Вас лично есть мобильный сотовый телефон?"
332,"rj322","Состоите ли Вы в зарегистрированном браке?"
333,"rj323m","Когда Вы зарегистрировали этот брак? (МЕСЯЦ)"
334,"rj323y","Когда Вы зарегистрировали этот брак? (ГОД)"
335,"rj324","Возможно; Вы проживаете вместе с (партнером/партнершей); но не регистрируете свои отношения?"
336,"rj324s","ДРУГОЕ к вопросу rj324 - Возможно; Вы проживаете вместе с (партнером/партнершей); но не регистрируете свои отношения?"
337,"rj325m","Когда Вы впервые начали жить вместе с Вашим нынешним (мужем/партнером)/Вашей нынешней (женой/партнершей)? (МЕСЯЦ)"
338,"rj325y","Когда Вы впервые начали жить вместе с Вашим нынешним (мужем/партнером)/Вашей нынешней (женой/партнершей)? (ГОД)"
339,"rj72.18","В нашем обществе в последнее время много говорят о религии. А каково Ваше отношение к религии?"
340,"rj72.19","К какой религии Вы себя относите?"
341,"rj721631","Имеете ли Вы или Ваша семья возможность при желании улучшить свои жилищные условия - купить комнату; квартиру; дом?"
342,"rj721632","Имеете ли Вы или Ваша семья возможность при желании оплачивать дополнительные занятия детей - музыкальную школу; иностранные языки; спортивные секции; кружки и т.п.?"
343,"rj721633","Имеете ли Вы или Ваша семья возможность при желании откладывать деньги на крупные покупки - машину; дачу?"
344,"rj721634","Имеете ли Вы или Ваша семья возможность при желании провести всей семьей отпуск за границей?"
345,"rj721635","Имеете ли Вы или Ваша семья возможность при желании оплачивать учебу ребенка в ВУЗе?"
346,"rj72.171","У Вас есть дети; родные или официально усыновленные?"
347,"rj72.172","Сколько всего у Вас детей?"
348,"rj72.173","А сколько из них моложе 18 лет?"
349,"rj73","Вы сейчас получаете пенсию? Не учитывайте; пожалуйста; пенсии на детей"
350,"rj73.3y","Сколько полных лет и месяцев составлял Ваш общий трудовой стаж; то есть стаж; по которому рассчитывалась Ваша пенсия; когда Вы выходили на пенсию? Не включайте в него время учебы на дневном отделении ВУЗа или техникума (ЛЕТ)"
351,"rj73.3m","Сколько полных лет и месяцев составлял Ваш общий трудовой стаж; то есть стаж; по которому рассчитывалась Ваша пенсия; когда Вы выходили на пенсию? (МЕСЯЦЕВ)"
352,"rj259","Если на момент оформления пенсии у Вас был стаж; который давал право на досрочное оформление пенсии; то сколько полных лет он составлял?"
353,"rj73.4y","Сколько полных лет и месяцев Вы отработали уже после выхода на пенсию? (ЛЕТ)"
354,"rj73.4m","Сколько полных лет и месяцев Вы отработали уже после выхода на пенсию? (МЕСЯЦЕВ)"
355,"rj74.1a","Какую именно пенсию Вы получаете сейчас? *В 2013 году  в ответе 4 слова СОЦИАЛЬНУЮ ПЕНСИЮ НЕТРУДОСПОСОБНЫМ ГРАЖДАНАМ заменили на ГОСУДАРСТВЕННУЮ ПЕНСИЮ НЕТРУДОСПОСОБНЫМ ГРАЖДАНАМ"
356,"rj74.1b","Какую именно пенсию Вы получаете сейчас? *В 2013 году  в ответе 4 слова СОЦИАЛЬНУЮ ПЕНСИЮ НЕТРУДОСПОСОБНЫМ ГРАЖДАНАМ заменили на ГОСУДАРСТВЕННУЮ ПЕНСИЮ НЕТРУДОСПОСОБНЫМ ГРАЖДАНАМ"
357,"rj74.1c","Какую именно пенсию Вы получаете сейчас? *В 2013 году  в ответе 4 слова СОЦИАЛЬНУЮ ПЕНСИЮ НЕТРУДОСПОСОБНЫМ ГРАЖДАНАМ заменили на ГОСУДАРСТВЕННУЮ ПЕНСИЮ НЕТРУДОСПОСОБНЫМ ГРАЖДАНАМ"
358,"rj74.1s","Какую именно другую пенсию Вы получаете?"
359,"rj74.22","Вы планируете переход с этого вида трудовой пенсии на другой вид трудовой пенсии?"
360,"rj74.23","На какую трудовую пенсию Вы собираетесь перейти?"
361,"rj73.1am","Когда именно Вам была назначена пенсия; которую Вы сейчас получаете? Вспомните; пожалуйста; месяц"
362,"rj73.1ay","Когда именно Вам была назначена пенсия; которую Вы сейчас получаете? Вспомните; пожалуйста; год"
363,"rj75","Вы получали пенсию в течение последних 30 дней на руки или на сберкнижку?"
364,"rj363","Сколько денег Вы получили в качестве пенсии в теч.посл.30 дней? Учитывайте и основную пенсию и доплаты к ней"
365,"rj187","У Вас есть карточка пенсионного страхования; т.е. страховое пенсионное свидетельство?"
366,"rj77","Есть ли работа у респондента?"
367,"rj78","Вы работали когда-нибудь?"
368,"rj161.3y","Сколько полных лет и месяцев составляет Ваш официально оформленный общий трудовой стаж; не считая времени учебы на дневном отделении ВУЗа или техникума? ЛЕТ *В 2013 году этот вопрос про стаж задается всем респондентам – работающим и не работающим; не зависимо от ответа на вопрос rj77"
369,"rj161.3m","Сколько полных лет и месяцев составляет Ваш официально оформленный общий трудовой стаж; не считая времени учебы на дневном отделении ВУЗа или техникума? МЕСЯЦЕВ *В 2013 году этот вопрос про стаж задается всем респондентам – работающим и не работающим; не зависимо от ответа на вопрос rj77"
370,"rj80a","В каком году Вы ушли с Вашей последней работы; перестали работать?"
371,"rj80b","В каком месяце Вы ушли с Вашей последней работы; перестали работать?"
372,"rj80.1","По какой основной причине Вы перестали работать на Вашей последней работе?"
373,"rj80.2c","Код профессии по ISCO88 последней работы до ухода"
374,"rj85","Вы зарегистрированы в государственной службе занятости как безработный(ая)? *В 2013 году вопрос задается всем респондентам; кто в данный момент не работает.  В 2012 году он задавался только неработающим респондентам; которые НЕ получают пенсию."
375,"rj86","Сколько дней тому назад Вы зарегистрировались в государственной службе занятости?"
376,"rj87","Вы получаете пособие по безработице? *В 2013 году к этому вопрос поставлен дополнительный фильтр: он не задается; если респондент получает военную пенсию; пенсию по старости или по выслуге лет (т.е. в вопросе j74.1 отмечен один из кодов 6; 7; 8; 9; 10; 11)."
377,"rj88","Вы получили пособие по безработице в последние 30 дней?"
378,"rj89","Сколько денег Вы получили в качестве пособия по безработице в течение последних 30 дней?"
379,"rj89.1","Служба занятости в течение трех последних месяцев Вам помогала трудоустроиться; пройти обучение или переобучение; оказывала психологическую помощь?"
380,"rj81","Хотели бы Вы найти (другую) работу?"
381,"rj81.2","Представьте; что Вам сегодня предложили работу. Какую минимальную зарплату Вам должны платить на этой новой работе; чтобы Вы согласились на нее? Сколько рублей?"
382,"rj81.1","Сколько времени Вы ищете (другую) работу?"
383,"rj82","Вы обращались куда-нибудь или к кому-нибудь в поисках работы в течение последних 30 дней? * В 2013 году этот вопрос не задается тем; кто в данный момент не ищет работу (т.е. в вопросе j81.1 отмечено 99999996) . В 2012 году он задавался всем; кто хотел бы найти работу; в том числе и тем из них; кто в период опроса ее не искал"
384,"rj83.1","Вы обращались в поисках работы в государственные службы занятости; на биржи труда?"
385,"rj83.2","Вы обращались в поисках работы в негосударственные службы занятости?"
386,"rj83.3","Вы обращались в поисках работы к друзьям; знакомым?"
387,"rj83.4","Вы обращались в поисках работы к родственникам?"
388,"rj83.5","Вы обращались в поисках работы непосредственно на предприятия?"
389,"rj83.6","Вы обращались в поисках работы к рекламным объявлениям; кроме Интернета?"
390,"rj83.7","Вы обращались в поисках работы к рекламным объявлениям в Интернете?"
391,"rj136","Вы обращались куда-нибудь или к кому-нибудь в поисках работы в течение последних 7 дней?"
392,"rj84.1","Если бы на прошлой неделе Вам предложили подходящую работу; Вы смогли бы приступить к ней сразу?"
393,"rj84.2","Как Вы считаете; сколько примерно времени Вам необходимо; чтобы найти (другую) работу? (ДНЕЙ)"
394,"rj90","Какой ответ лучше всего описывает Ваше основное занятие в настоящее время?"
395,"rj188","Вы проходили срочную службу в армии?"
396,"rj189a","С какого года Вы проходили срочную службу в армии?"
397,"rj189b","По какой год Вы проходили срочную службу в армии?"
398,"rj170.1","Вы пользуетесь следующими видами добровольного страхования: страхование жизни и от несчастного случая?"
399,"rj170.2","Вы пользуетесь следующими видами добровольного страхования: страхование квартиры; дома?"
400,"rj170.31","Вы пользуетесь следующими видами добровольного страхования: страхование дачи?"
401,"rj170.32","Вы пользуетесь следующими видами добровольного страхования: страхование автомобиля - помимо обязательного страхования автогражданской ответственности?"
402,"rj170.4","Вы пользуетесь следующими видами добровольного страхования: страхование сельхозимущества; скота?"
403,"rj197","У Вас есть банковская пластиковая карта?"
404,"rj198.1","Вы получили пластиковые карты для перечисления на нее заработной платы; пенсии; стипендии; субсидии; пособия *В 2013 году в формулировку вопроса добавлены слова субсидии; пособия"
405,"rj198.2","Вы получили пластиковые карты для того; чтобы пользоваться деньгами с вкладов в банках"
406,"rj198.3","Вы получили пластиковые карты для того; чтобы получить кредит в банке"
407,"rj199","Как Вы пользуетесь своими  банковскими пластиковыми картами? * В 2013 году введен новый вариант ответа 99999996 НЕ ПОЛЬЗУЕТСЯ В НАСТОЯЩЕЕ ВРЕМЯ. В 2012 ГОДУ этим кодом были закодированы ответы ДРУГОЕ; которые по смыслу практически полностью совпадали с вариантом НЕ ПОЛЬЗУЕТСЯ СВОИМИ БАНКОВСКИМИ КАРТАМИ"
408,"rj200","Вы собираетесь взять кредит в ближайшие 12 месяцев?"
409,"rj201.01","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ ЖИЛЬЯ (КВАРТИРЫ; ДОМА)"
410,"rj201.02","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ ДРУГОЙ НЕДВИЖИМОСТИ - ЗЕМЛИ; ДАЧИ; ГАРАЖА"
411,"rj201.03","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ АВТОМОБИЛЯ"
412,"rj201.04","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ БЫТОВОЙ ТЕХНИКИ; МЕБЕЛИ И Т.Д."
413,"rj201.05","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ОПЛАТУ ОБРАЗОВАНИЯ (ВАШЕГО ИЛИ ДЕТЕЙ)"
414,"rj201.06","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ЛЕЧЕНИЕ"
415,"rj201.07","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ОТДЫХ"
416,"rj201.08","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ТЕКУЩИЕ РАСХОДЫ"
417,"rj201.09","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ВОЗВРАТ ДОЛГОВ"
418,"rj201.10","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ЧТО-ТО ДРУГОЕ"
419,"rl2.2","У Вас есть договор на дополнительное добровольное медицинское страхование; обслуживание с какой-нибудь страховой фирмой; поликлиникой; больницей; медицинским центром?"
420,"rl3.1.1a","Вы сами оплачиваете этот договор на дополнительное добровольное медицинское страхование? (Для детей до 14 лет: Вы сами; Ваше домохозяйство?) *В 2012 году формулировка в детском вопроснике была такая же; как во взрослом."
421,"rl3.1.1b","Сколько за год заплатили в рублях?"
422,"rl3.1.2a","Ваше предприятие; организация оплачивает этот договор на дополнительное добровольное медицинское страхование? (Для детей до 14 лет: Предприятие; организация; где работает кто-то из членов домохозяйства?) *В 2012 году формулировка в детском вопроснике была такая же; как во взрослом."
423,"rl3.1.2b","Сколько за год заплатили в рублях?"
424,"rl3.1.4a","Этот договор на доп.добровол.мед. страхование оплачивает кто-то другой (не Вы сами и не Ваше предприятие)? (Для детей до 14 лет: не Вы сами; не Ваше домохозяйство; не Ваше предприятие; не организация кого-то из членов домохоз.) *В 2012 году формулировка в детском вопроснике была такая же; как во взрослом."
425,"rl3.1.4b","Сколько за год заплатили в рублях?"
426,"rl3.1.4s","ДРУГОЕ к в.l3.1.4 - Кто другой оплачивает этот договор на доп. добровольное медиц. страхование?"
427,"rl5.0","Cкажите; пожалуйста; как часто Вы посещаете врача в течение года?"
428,"rl83","Сколько раз Вы себе или кто-нибудь для Вас вызывал «Скорую помощь» в течение последних 12 месяцев?"
429,"rl841.1a","Платили ли Вы за вызовы Скорой помощи официально с оформлением документов на оплату в течение последних 12 месяцев?"
430,"rl841.1b","Сколько Вы заплатили за вызовы Скорой помощи официально с оформлением документов на оплату в течение последних 12 месяцев?"
431,"rl841.2a","Платили ли Вы за вызовы Скорой помощи неофициально; в руки; деньгами - без оформления каких-либо документов; в течение последних 12 месяцев?"
432,"rl841.2b","Сколько Вы заплатили за вызовы Скорой помощи неофициально; в руки; деньгами - без оформления каких-либо документов; в течение последних 12 месяцев?"
433,"rl841.3a","Платили ли Вы за вызовы Скорой помощи неофициально; в руки; подарками в течение последних 12 месяцев?"
434,"rl841.3b","Сколько Вы заплатили за вызовы Скорой помощи неофициально; в руки; подарками в течение последних 12 месяцев?"
435,"rl5","Были у Вас в течение последних 30 дней какие-либо проблемы со здоровьем?"
436,"rl5.1","А может быть в последние 30 дней у Вас было легкое недомогание; например; болела голова; горло или зуб; был насморк или легкое расстройство желудка; небольшое повышение температуры или ожог; ушиб; ссадина?"
437,"rl58","Что Вы сделали; чтобы решить те проблемы со здоровьем; которые возникали у Вас в течение последних 30 дней?"
438,"rl59.1","В течение последних 30 дней Вы обращались за амбулаторной помощью в поликлинику городскую; районную; ведомственную; сельскую? Не учитывайте стоматологическую помощь"
439,"rl59.2","В течение последних 30 дней Вы обращались за амбулаторной помощью в частную поликлинику? Не учитывайте стоматологическую помощь"
440,"rl59.3","В течение последних 30 дней Вы обращались за амбулаторной помощью в амбулаторное отделение больницы районной; городской; ведомственной; сельской; в фельдшерский пункт? Не учитывайте стоматологическую помощь *В 2013 году в формулировку вопроса добавлены слова в фельдшерский пункт"
441,"rl59.4","В течение последних 30 дней Вы обращались за амбулаторной помощью в амбулаторное отделение платной больницы? Не учитывайте стоматологическую помощь"
442,"rl59.5","В течение последних 30 дней Вы обращались за амбулаторной помощью к частному врачу? Не учитывайте стоматологическую помощь"
443,"rl88.1a","Вы или Ваша семья платили официально в кассу согласно официальным правилам или официальному прейскуранту за амбулаторную нестоматологическую помощь; оказанную Вам медработниками в течение последних 30 дней?"
444,"rl88.1b","Сколько заплатили в рублях?"
445,"rl88.2a","Вы или Ваша семья платили неофициально; в руки деньгами - без оформления каких- либо документов за амбулаторную нестоматологическую помощь; оказанную Вам медработниками в течение последних 30 дней?"
446,"rl88.2b","Сколько заплатили в рублях?"
447,"rl88.3a","Вы или Ваша семья платили неофициально; в руки подарками за амбулаторную нестоматологическую помощь; оказанную Вам медработниками в течение последних 30 дней?"
448,"rl88.3b","Сколько заплатили в рублях?"
449,"rl66","Были ли у Вас или Вашей семьи в течение последних 30 дней расходы на покупку любых лекарств и перевязочных материалов для Вашего лечения дома?"
450,"rl67","Сколько всего денег Вы потратили на эти цели?"
451,"rl89","В течение последних 12 месяцев Вы пропустили по болезни сколько-нибудь рабочих или учебных дней?"
452,"rl90","Сколько всего дней Вы пропустили по болезни за последние 12 месяцев?"
453,"rl20","Вы лежали в больнице в течение последних трех месяцев?"
454,"rl23","Сколько всего дней из последних трех месяцев Вы провели в больнице?"
455,"rl68.1","В какой больнице или больницах Вы лежали в течение последних трех месяцев? В государственной; муниципальной больнице?"
456,"rl68.2","В какой больнице или больницах Вы лежали в течение последних трех месяцев? В ведомственной больнице?"
457,"rl68.3","В какой больнице или больницах Вы лежали в течение последних трех месяцев? В частной больнице?"
458,"rl25.1","Лекарства; шприцы и перевязочные материалы; которые были Вам необходимы для лечения в больнице; Вы получали бесплатно или платили за них деньгами или подарками?"
459,"rl69.1a","Вы или Ваша семья платили официально в кассу больницы или аптеку больницы; в которой Вы лежали; согласно офиц. правилам или прейскуранту мед. учреждения за лекарства; шприцы и перевязочные материалы за последние 3 месяца?"
460,"rl69.1b","Сколько заплатили в рублях?"
461,"rl69.2a","Вы или Ваша семья платили неофициально; в руки; деньгами или подарками непосредственно врачам или другому медицин. персоналу больницы; в которой Вы лежали; за лекарства; шприцы и перевязочные материалы за последние 3 месяца?"
462,"rl69.2b","Сколько заплатили в рублях?"
463,"rl69.3a","Для Вас покупали в аптеках вне больницы; в которой Вы лежали; лекарства; шприцы и перевязочные материалы для лечения в больнице за последние 3 месяца?"
464,"rl69.3b","Сколько заплатили в рублях?"
465,"rl24.1","Вы платили за пребывание в больнице; медицинскую помощь; лечение; не считая платы за лекарства; шприцы и перевязочные материалы; всё равно как: деньгами или подарками?"
466,"rl70.1a","Вы платили официально в кассу согласно офиц.правилам или офиц. прейскуранту в течение последних 3-х месяцев за Ваше пребывание; лечение; мед.помощь в больнице; не считая платы за лекарства; шприцы и перевязочные материалы?"
467,"rl70.1b","Сколько заплатили в рублях?"
468,"rl70.2a","Вы семья платили неофициально; в руки деньгами - без оформления каких-либо документов в течение последних 3-х месяцев за Ваше пребывание; лечение; мед.помощь в больнице; не считая платы за лекарства; шприцы и перевязочные материалы?"
469,"rl70.2b","Сколько заплатили в рублях?"
470,"rl70.3a","Вы семья платили неофициально; в руки подарками в течение последних 3-х месяцев за Ваше пребывание; лечение; мед.помощь в больнице; не считая платы за лекарства; шприцы и перевязочные материалы?"
471,"rl70.3b","Сколько заплатили в рублях?"
472,"rl76","Вы обращались за стоматологической помощью; включая зубопротезирование; в течение последних трех месяцев?"
473,"rl77.1","Куда Вы обращались за стоматологической помощью в течение последних трех месяцев? В государственную; муниципальную поликлинику?"
474,"rl77.2","Куда Вы обращались за стоматологической помощью в течение последних трех месяцев? В ведомственную поликлинику?"
475,"rl77.3","Куда Вы обращались за стоматологической помощью в течение последних трех месяцев? В частную клинику; частный кабинет?"
476,"rl78.1a","Вы или Ваша семья платили официально в кассу согласно офиц. правилам или офиц. прейскуранту медицинского учреждения за оказанные Вам стоматологические услуги; включая зубопротезирование; в течение последних трех месяцев?"
477,"rl78.1b","Сколько заплатили в рублях?"
478,"rl78.2a","Вы или Ваша семья платили неофициально; в руки деньгами - без оформления каких- либо документов за оказанные Вам стоматологические услуги; включая зубопротезирование; в течение последних трех месяцев?"
479,"rl78.2b","Сколько заплатили в рублях?"
480,"rl78.3a","Вы или Ваша семья платили неофициально; в руки подарками за оказанные Вам стоматологические услуги; включая зубопротезирование; в течение последних трех месяцев?"
481,"rl78.3b","Сколько заплатили в рублях?"
482,"rl26","В течение последних трех месяцев Вы показывались медицинскому работнику для профилактического осмотра; а не потому; что были больны?"
483,"rl79.1a","Вы или Ваша семья платили официально в кассу согласно официальным правилам или официальному прейскуранту медицинского учреждения за это профилактическое обследование в течение последних трех месяцев?"
484,"rl79.1b","Сколько заплатили в рублях?"
485,"rl79.2a","Вы или Ваша семья платили неофициально; в руки деньгами - без оформления каких- либо документов за это профилактическое обследование в течение последних трех месяцев?"
486,"rl79.2b","Сколько заплатили в рублях?"
487,"rl79.3a","Вы или Ваша семья платили неофициально; в руки подарками за это профилактическое обследование в течение последних трех месяцев?"
488,"rl79.3b","Сколько заплатили в рублях?"
489,"rm1","Сколько килограмм Вы весите?"
490,"rm2","А какой у Вас рост в сантиметрах?"
491,"rm2.1","Как изменился Ваш вес в течение последнего года? *В 2013 году в детском вопроснике добавили слова: Если ребенку еще нет года; то как изменился (его\ее) вес с момента рождения?"
492,"rm3","Как Вы оцениваете Ваше здоровье. Оно у Вас:?"
493,"rm20.61","Есть ли у Вас заболевания сердца?"
494,"rm20.62","Есть ли у Вас заболевания легких; бронхов? *В 2013 году в формулировку вопроса добавили слово бронхов"
495,"rm20.63","Есть ли у Вас заболевания печени?"
496,"rm20.64","Есть ли у Вас заболевания почек?"
497,"rm20.65","Есть ли у Вас заболевания желудочно-кишечного тракта?"
498,"rm20.66","Есть ли у Вас заболевания позвоночника?"
499,"rm20.68","Есть ли у Вас заболевания эндокринной системы; диабет или повышенный сахар крови?"
500,"rm20.69","Есть ли у Вас гипертоническая болезнь; повышенное артериальное давление?"
501,"rm20.610","Есть ли у Вас заболевания суставов?"
502,"rm20.611","Есть ли у Вас заболевание ЛОР-органов?"
503,"rm20.612","Есть ли у Вас неврологические заболевания?"
504,"rm20.613","Есть ли у Вас заболевания глаз?"
505,"rm20.615","Есть ли у Вас аллергия?"
506,"rm20.616","Есть ли у Вас варикозное расширение вен?"
507,"rm20.617","Есть ли у Вас заболевания кожного покрова?"
508,"rm20.618","Есть ли у Вас онкологические заболевания?"
509,"rm20.614","Есть ли у Вас гинекологические заболевания? *В 2013 году этот вопрос не задается мужчинам. А 2012 году у мужчин он был равен 2 Нет."
510,"rm20.619","Есть ли у Вас заболевания мочеполовой системы? *Этот пункт добавлен в 2013 году. В 2012 году эти заболевания попадали в пункт Другие хронические заболевания"
511,"rm20.67","Есть ли у Вас другие хронические заболевания?"
512,"rm20.67s","Какие другие хронические заболевания у Вас есть?"
513,"rm20.7","Назначена ли Вам какая-нибудь группа по инвалидности?"
514,"rm20.8","Какая группа инвалидности Вам назначена? *В 2013 году изменены формулировки ответов. В 2012 году они были: 1 – Первая группа или третья степень; 2 – Вторая группа или вторая степень; 3 – Третья группа или первая степень."
515,"rm20.9m","Когда Вам была назначена инвалидность? Вспомните; пожалуйста; месяц"
516,"rm20.9y","Когда Вам была назначена инвалидность? Вспомните; пожалуйста; год"
517,"rm39","В течение последних 12 месяцев Вам делали хирургические операции?"
518,"rm43","Говорил ли Вам когда-нибудь врач; что у Вас диабет или повышенный сахар в крови?"
519,"rm46","Ставили Вам когда-нибудь диагноз инфаркт миокарда?"
520,"rm58.1","Говорил ли Вам когда-нибудь врач; что у Вас повышенное артериальное давление?"
521,"rm59","Ставил Вам врач диагноз инсульт (кровоизлияние в мозг)?"
522,"rm62","В течение последних 12 месяцев говорил Вам врач; что у Вас анемия?"
523,"rm62.1","Говорил Вам когда-нибудь врач; что у Вас туберкулез?"
524,"rm62.3","Ставили Вам когда-нибудь диагноз гепатит; болезнь Боткина; желтуха?"
525,"rm62.5","Каким типом гепатита Вы болели?"
526,"rm62.5s","ДРУГОЕ к rm62.5s - Каким типом гепатита Вы болели?"
527,"rm131","В течение последних 12 месяцев у Вас были серьёзные нервные расстройства; депрессии?"
528,"rm64","Вы пользуетесь очками или контактными линзами?"
529,"rm66","Вы пользуетесь слуховым аппаратом?"
530,"rm71","Вы курите в настоящее время?"
531,"rm72","Когда Вы начали курить? Сколько Вам тогда было лет?"
532,"rm73","В течение последних 7 дней Вы курили что-нибудь?"
533,"rm74","Что Вы в основном курите? Сейчас я перечислю Вам разные виды курева; а Вы скажите; пожалуйста; что Вы курите чаще всего"
534,"rm75","Сколько примерно штук сигарет; папирос или трубок Вы обычно выкуриваете за день?"
535,"rm149","По какой цене Вы обычно покупаете пачку сигарет; папирос; табака; которые курите?"
536,"rm150","Что Вы предпримите; если цены на сигареты; папиросы; табак; которые Вы обычно курите; вырастут в два раза?"
537,"rm77","Вы курили когда-нибудь?"
538,"rm78","Сколько лет тому назад Вы бросили курить?"
539,"rm147","Вы сказали; что Вы бросили курить. Вы дали приблизительный или точный ответ?"
540,"rm148_a","Не могли бы Вы дать более точный ответ? ВОЗРАСТ РЕСПОНДЕНТА БЫЛ:"
541,"rm148_b","Не могли бы Вы дать более точный ответ? БОЛЕЕ ТОЧНОЕ ЧИСЛО ЛЕТ ТОМУ НАЗАД БРОСИЛ(А) КУРИТЬ"
