"","varcode","nro","wave","russian","english"
"578","qd12",578,"h21","Вы продавали в течение последних 30 дней какой-нибудь скот; птицу; пчел в живом виде?","You sold in the last 30 days of any cattle; poultry; bees in a living form?"
"579","qd13",579,"h21","Сколько денег Ваша семья выручила в течение последних 30 дней от продажи скота; птицы; пчел в живом виде?","How much money your family to help out in the last 30 days from the sale of livestock; poultry; bees in a living form?"
"580","qd14.1a",580,"h21","Производила ли Ваша семья в течение последних 12 месяцев мясо; кроме мяса птицы?","Does your family in the last 12 months of the meat; except for poultry?"
"581","qd14.1b",581,"h21","Сколько всего килограмм произвели? Мяса; кроме мяса птицы?","How many pounds produced? meat; except for poultry?"
"582","qd14.1c",582,"h21","Сколько килограмм израсходовали на потребление в семье в натуральном или  переработанном виде? Мяса; кроме мяса птицы","How many pounds spent on consumption in the home in natural or processed form? meat; except poultry"
"583","qd14.1d",583,"h21","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Мяса; кроме мяса птицы","How many pounds have given free relatives and other people in natural and processed form? meat; except poultry"
"584","qd14.1e",584,"h21","Сколько килограмм продали в натуральном или переработанном виде? Мяса; кроме мяса птицы","How many pounds sold in natural or processed form? meat; except poultry"
"585","qd14.2a",585,"h21","Производила ли Ваша семья в течение последних 12 месяцев мясо птицы?","Does your family for the past 12 months poultry?"
"586","qd14.2b",586,"h21","Сколько всего килограмм произвели? Мяса птицы?","How many pounds produced? Poultry?"
"587","qd14.2c",587,"h21","Сколько килограмм израсходовали на потребление в семье в натуральном или переработанном виде? Мяса птицы","How many pounds spent on consumption in the home in natural or processed form? poultry"
"588","qd14.2d",588,"h21","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Мяса птицы","How many pounds have given free relatives and other people in natural and processed form? poultry"
"589","qd14.2e",589,"h21","Сколько килограмм продали в натуральном или переработанном виде? Мяса птицы","How many pounds sold in natural or processed form? poultry"
"590","qd14.3a",590,"h21","Производила ли Ваша семья в течение последних 12 месяцев мед?","Does your family for the past 12 months, honey?"
"591","qd14.3b",591,"h21","Сколько всего килограмм произвели? Меда?","How many pounds produced? Honey?"
"592","qd14.3c",592,"h21","Сколько килограмм израсходовали на потребление в семье в натуральном или переработанном виде? Меда","How many pounds spent on consumption in the home in natural or processed form? honey"
"593","qd14.3d",593,"h21","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Меда","How many pounds have given free relatives and other people in natural and processed form? honey"
"594","qd14.3e",594,"h21","Сколько килограмм продали в натуральном или переработанном виде? Меда","How many pounds sold in natural or processed form? honey"
"595","qd14.4a",595,"h21","Производила ли Ваша семья в течение последних 12 месяцев шерсть; пух?","Does your family for the past 12 months wool; fluff?"
"596","qd14.4b",596,"h21","Сколько всего килограмм произвели? Шерсти; пуха?","How many pounds produced? wool; fluff?"
"597","qd14.4c",597,"h21","Сколько килограмм израсходовали на потребление в семье в натуральном или  переработанном виде? Шерсти; пуха","How many pounds spent on consumption in the home in natural or processed form? wool; down"
"598","qd14.4d",598,"h21","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Шерсти; пуха","How many pounds have given free relatives and other people in natural and processed form? wool; down"
"599","qd14.4e",599,"h21","Сколько килограмм продали в натуральном или переработанном виде? Шерсти; пуха","How many pounds sold in natural or processed form? wool; down"
"600","qd14.5a",600,"h21","Производила ли Ваша семья в течение последних 12 месяцев молоко?","Does your family for the past 12 months the milk?"
"601","qd14.5b",601,"h21","Сколько всего литров произвели? Молока?","How many liters produced? Milk?"
"602","qd14.5c",602,"h21","Сколько литров израсходовали на потребление в семье в натуральном или переработанном виде? Молока","How many liters of spent on consumption in the home in natural or processed form? milk"
"603","qd14.5d",603,"h21","Сколько литров отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Молока","How many liters of giving away free relatives and other people in natural and processed form? milk"
"604","qd14.5e",604,"h21","Сколько литров продали в натуральном или переработанном виде? Молока","How many liters sold in natural or processed form? milk"
"605","qd14.6a",605,"h21","Производила ли Ваша семья в течение последних 12 месяцев яйца?","Does your family for the past 12 months the eggs?"
"606","qd14.6b",606,"h21","Сколько всего штук произвели? Яиц?","How many pieces produced? Eggs?"
"607","qd14.6c",607,"h21","Сколько штук израсходовали на потребление в семье в натуральном или переработанном виде? Яиц","How many pieces have spent on consumption in the home in natural or processed form? eggs"
"608","qd14.6d",608,"h21","Сколько штук отдали бесплатно родственникам и другим людям в натуральном и переработанном виде? Яиц","How many pieces have given free relatives and other people in natural and processed form? eggs"
"609","qd14.6e",609,"h21","Сколько штук продали в натуральном или переработанном виде? Яиц","How many pieces sold in natural or processed form? eggs"
"610","qd14.7a",610,"h21","Производила ли Ваша семья в течение последних 12 месяцев шкуры?","Does your family for the past 12 months skins?"
"611","qd14.7b",611,"h21","Сколько всего штук произвели? Шкур?","How many pieces produced? Skins?"
"612","qd14.7c",612,"h21","Сколько штук израсходовали на потребление в семье в натуральном или переработанном виде? Шкур","How many pieces have spent on consumption in the home in natural or processed form? skins"
"613","qd14.7d",613,"h21","Сколько штук отдали бесплатно родственникам и другим людям в натуральном и переработанном виде? Шкур","How many pieces have given free relatives and other people in natural and processed form? skins"
"614","qd14.7e",614,"h21","Сколько штук продали в натуральном или переработанном виде? Шкур","How many pieces sold in natural or processed form? skins"
"615","qd15",615,"h21","В течение последних 30 дней Вы продавали что-либо из продукции животноводства; птицеводства; пчеловодства; произведенной в Вашем хозяйстве за последние 12 месяцев?","Over the past 30 days, you sold any of livestock products; poultry; beekeeping; produced on your farm in the past 12 months?"
"616","qd16",616,"h21","Сколько денег Ваша семья выручила в течение последних 30 дней от продажи продукции животноводства; птицеводства; пчеловодства; произведенной в Вашем хозяйстве за последние 12 месяцев?","How much money your family to help out in the last 30 days from the sale of livestock products; poultry; beekeeping; produced on your farm in the past 12 months?"
"617","qd17",617,"h21","Вы потратили в течение последних 30 дней какие-то деньги на семена; удобрения; корма; наем техники; рабочей силы; на что-нибудь другое; необходимое для ведения хозяйства; за исключением расходов на топливо?","You've spent in the last 30 days some money for seeds; fertilizers; feed; hiring of equipment; workforce; on something else; necessary for farming; excluding the cost of fuel?"
"618","qd18",618,"h21","Сколько денег Ваша семья потратила в течение последних 30 дней на семена; удобрения; корма; наем техники; рабочей силы; другое?","How much money your family has spent over the past 30 days for seeds; fertilizers; feed; hiring of equipment; workforce; other?"
"619","qd19",619,"h21","Собирали члены Вашей семьи в течение последних 12 месяцев грибы; дикорастущие орехи; ягоды; травы? Может быть; Вы или другие члены Вашей семьи охотились или ловили рыбу?","Collected by members of your family for the past 12 months mushrooms; wild nuts; berries; grass? May be; You or other members of your family or hunted fished?"
"620","qd20",620,"h21","В течение последних 30 дней Ваша семья продавала  что-либо из собранных грибов; орехов; ягод; выловленной рыбы; убитой дичи?","In the last 30 days your family to sell any of the collected mushrooms; nuts; berries; fish caught; killed game?"
"621","qd21",621,"h21","Сколько денег в течение последних 30 дней Ваша семья выручила от продажи собранного; пойманного?","How much money in the last 30 days of your family gain from the sale of collected; The catch?"
"622","qe1.1a",622,"h21","Ваша семья покупала за последние 7 дней белый хлеб?","Your family bought in the last 7 days of white bread?"
"623","qe1.1b",623,"h21","Сколько килограмм белого хлеба Ваша семья купила в течение последних 7 дней?","How many pounds of white bread your family bought in the last 7 days?"
"624","qe1.1c",624,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за белый хлеб?","How many rubles Your family paid for the last 7 days for white bread?"
"625","qe1.2a",625,"h21","Ваша семья покупала за последние 7 дней черный хлеб?","Your family bought in the last 7 days of black bread?"
"626","qe1.2b",626,"h21","Сколько килограмм черного хлеба Ваша семья купила в течение последних 7 дней?","How many pounds of black bread your family bought in the last 7 days?"
"627","qe1.2c",627,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за черный хлеб?","How many rubles Your family paid for the last 7 days for black bread?"
"628","qe1.3a",628,"h21","Ваша семья покупала за последние 7 дней рис; другую крупу?","Your family bought in the last 7 days rice; other cereals?"
"629","qe1.3b",629,"h21","Сколько килограмм риса; другой крупы Ваша семья купила в течение последних 7 дней?","How many pounds of rice; other cereals your family bought in the last 7 days?"
"630","qe1.3c",630,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за рис; другую крупу?","How many rubles Your family paid for the last 7 days for rice; other cereals?"
"631","qe1.4a",631,"h21","Ваша семья покупала за последние 7 дней муку?","Your family bought in the last 7 days flour?"
"632","qe1.4b",632,"h21","Сколько килограмм муки Ваша семья купила в течение последних 7 дней?","How many pounds of flour your family bought in the last 7 days?"
"633","qe1.4c",633,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за муку?","How many rubles Your family paid for the last 7 days for flour?"
"634","qe1.5a",634,"h21","Ваша семья покупала за последние 7 дней макаронные изделия?","Your family bought in the last 7 days pasta?"
"635","qe1.5b",635,"h21","Сколько килограмм макаронных изделий Ваша семья купила в течение последних 7 дней?","How many pounds of pasta your family bought in the last 7 days?"
"636","qe1.5c",636,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за макаронные изделия?","How many rubles Your family paid for the last 7 days for pasta?"
"637","qe1.6a",637,"h21","Ваша семья покупала за последние 7 дней картофель?","Your family bought in the last 7 days potatoes?"
"638","qe1.6b",638,"h21","Сколько килограмм картофеля Ваша семья купила в течение последних 7 дней?","How many pounds of potatoes your family bought in the last 7 days?"
"639","qe1.6c",639,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за картофель?","How many rubles Your family paid for the last 7 days for potatoes?"
"640","qe1.7a",640,"h21","Ваша семья покупала за последние 7 дней овощные консервы; без солений?","Your family bought in the last 7 days, canned vegetables; without pickles?"
"641","qe1.7b",641,"h21","Сколько килограмм овощных консервов; без солений; Ваша семья купила в течение последних 7 дней?","How many pounds of canned vegetables; without pickles; Your family bought in the last 7 days?"
"642","qe1.7c",642,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за овощные консервы; без солений?","How many rubles Your family paid for the last 7 days for canned vegetables; without pickles?"
"643","qe1.8a",643,"h21","Ваша семья покупала за последние 7 дней капусту; включая квашеную?","Your family bought in the last 7 days cabbage; including sauerkraut?"
"644","qe1.8b",644,"h21","Сколько килограмм капусты; включая квашеную; Ваша семья купила в течение последних 7 дней?","How many pounds of cabbage; including sauerkraut; Your family bought in the last 7 days?"
"645","qe1.8c",645,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за капусту; включая квашеную?","How many rubles Your family paid for the last 7 days for cabbage; including sauerkraut?"
"646","qe1.9a",646,"h21","Ваша семья покупала за последние 7 дней огурцы; включая соленые?","Your family bought in the last 7 days cucumbers; including salted?"
"647","qe1.9b",647,"h21","Сколько килограмм огурцов; включая соленые; Ваша семья купила в течение последних 7 дней?","How many kilograms of cucumbers; including salt; Your family bought in the last 7 days?"
"648","qe1.9c",648,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за огурцы; включая соленые?","How many rubles Your family paid for the last 7 days for cucumbers; including salted?"
"649","qe1.10a",649,"h21","Ваша семья покупала за последние 7 дней помидоры; включая соленые?","Your family bought in the last 7 days tomatoes; including salted?"
"650","qe1.10b",650,"h21","Сколько килограмм помидоров; включая соленые; Ваша семья купила в течение последних 7 дней?","How many pounds of tomatoes; including salt; Your family bought in the last 7 days?"
"651","qe1.10c",651,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за помидоры; включая соленые?","How many rubles Your family paid for the last 7 days for tomatoes; including salted?"
"652","qe1.11a",652,"h21","Ваша семья покупала за последние 7 дней свеклу; морковь и другие корнеплоды?","Your family bought in the last 7 days beets; carrots and other root vegetables?"
"653","qe1.11b",653,"h21","Сколько килограмм свеклы; моркови и других корнеплодов Ваша семья купила в течение последних 7 дней?","How many pounds of beets; carrots and other root vegetables your family bought in the last 7 days?"
"654","qe1.11c",654,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свеклу; морковь и другие корнеплоды?","How many rubles Your family paid for the last 7 days for beet; carrots and other root vegetables?"
"655","qe1.12a",655,"h21","Ваша семья покупала за последние 7 дней лук; чеснок?","Your family bought in the last 7 days onions; garlic?"
"656","qe1.12b",656,"h21","Сколько килограмм лука; чеснока Ваша семья купила в течение последних 7 дней?","How many pounds of onions; Your garlic family bought in the last 7 days?"
"657","qe1.12c",657,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за лук; чеснок?","How many rubles Your family paid for the last 7 days for onions; garlic?"
"658","qe1.13a",658,"h21","Ваша семья покупала за последние 7 дней кабачки; тыквы и тому подобное?","Your family bought in the last 7 days zucchini; pumpkins and the like?"
"659","qe1.13b",659,"h21","Сколько килограмм кабачков; тыквы и тому подобного Ваша семья купила в течение последних 7 дней?","How many pounds of zucchini; pumpkins and the like your family has bought in the last 7 days?"
"660","qe1.13c",660,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за кабачки; тыквы и тому подобное?","How many rubles Your family paid for the last 7 days for zucchini; pumpkins and the like?"
"661","qe1.14a",661,"h21","Ваша семья покупала за последние 7 дней другие овощи?","Your family bought in the last 7 days, other vegetables?"
"662","qe1.14b",662,"h21","Сколько килограмм других овощей Ваша семья купила в течение последних 7 дней?","How many pounds of other vegetables your family bought in the last 7 days?"
"663","qe1.14c",663,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за другие овощи?","How many rubles Your family paid for the last 7 days for other vegetables?"
"664","qe1.15a",664,"h21","Ваша семья покупала за последние 7 дней арбузы; дыни; включая соленые и сушеные?","Your family bought in the last 7 days watermelons; melon; including salted and dried?"
"665","qe1.15b",665,"h21","Сколько килограмм арбузов; дынь; включая соленые и сушеные; Ваша семья купила в течение последних 7 дней?","How many pounds of watermelons; melons; including salted and dried; Your family bought in the last 7 days?"
"666","qe1.15c",666,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за арбузы; дыни; включая соленые и сушеные?","How many rubles Your family paid for the last 7 days for watermelons; melon; including salted and dried?"
"667","qe1.16a",667,"h21","Ваша семья покупала за последние 7 дней фруктово-ягодные консервы?","Your family bought in the last 7 days, fruit and berry preserves?"
"668","qe1.16b",668,"h21","Сколько килограмм фруктово-ягодных консервов Ваша семья купила в течение последних 7 дней?","How many pounds of fruit preserves your family bought in the last 7 days?"
"669","qe1.16c",669,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за фруктово- ягодные консервы?","How many rubles Your family paid for the last 7 days for berry-fruit preserves?"
"670","qe1.17a",670,"h21","Ваша семья покупала за последние 7 дней свежие ягоды?","Your family bought in the last 7 days fresh berries?"
"671","qe1.17b",671,"h21","Сколько килограмм свежих ягод Ваша семья купила в течение последних 7 дней?","How many pounds of fresh berries Your family bought in the last 7 days?"
"672","qe1.17c",672,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свежие ягоды?","How many rubles Your family paid for the last 7 days for fresh berries?"
"673","qe1.18a",673,"h21","Ваша семья покупала за последние 7 дней свежие фрукты?","Your family bought in the last 7 days fresh fruit?"
"674","qe1.18b",674,"h21","Сколько килограмм свежих фруктов Ваша семья купила в течение последних 7 дней?","How many pounds of fresh fruits your family bought in the last 7 days?"
"675","qe1.18c",675,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свежие фрукты?","How many rubles Your family paid for the last 7 days for fresh fruit?"
"676","qe1.19a",676,"h21","Ваша семья покупала за последние 7 дней сушеные фрукты и ягоды?","Your family bought in the last 7 days, dried fruit and berries?"
"677","qe1.19b",677,"h21","Сколько килограмм сушеных фруктов и ягод Ваша семья купила в течение последних 7 дней?","How many kilograms of dried fruits and berries Your family bought in the last 7 days?"
"678","qe1.19c",678,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сушеные фрукты и ягоды?","How many rubles Your family paid for the last 7 days for dried fruits and berries?"
"679","qe1.20a",679,"h21","Ваша семья покупала за последние 7 дней орехи; семечки?","Your family bought in the last 7 days nuts; seeds?"
"680","qe1.20b",680,"h21","Сколько килограмм орехов; семечек Ваша семья купила в течение последних 7 дней?","How many pounds of nuts; Your family bought the seeds in the last 7 days?"
"681","qe1.20c",681,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за орехи; семечки?","How many rubles Your family paid for the last 7 days for nuts; seeds?"
"682","qe1.21a",682,"h21","Ваша семья покупала за последние 7 дней мясные консервы?","Your family bought in the last 7 days, canned meat?"
"683","qe1.21b",683,"h21","Сколько килограмм мясных консервов Ваша семья купила в течение последних 7 дней?","How many pounds of canned meat your family bought in the last 7 days?"
"684","qe1.21c",684,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мясные консервы?","How many rubles Your family paid for the last 7 days for canned meat?"
"685","qe1.22a",685,"h21","Ваша семья покупала за последние 7 дней говядину; телятину?","Your family bought in the last 7 days beef; veal?"
"686","qe1.22b",686,"h21","Сколько килограмм говядины; телятины Ваша семья купила в течение последних 7 дней?","How many pounds of beef; Veal Your family bought in the last 7 days?"
"687","qe1.22c",687,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за говядину; телятину?","How many rubles Your family paid for the last 7 days for beef; veal?"
"688","qe1.23a",688,"h21","Ваша семья покупала за последние 7 дней баранину; козлятину?","Your family bought in the last 7 days mutton; goat?"
"689","qe1.23b",689,"h21","Сколько килограмм баранины; козлятины Ваша семья купила в течение последних 7 дней?","How many pounds of mutton; Your family bought a goat for the past 7 days?"
"690","qe1.23c",690,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за баранину; козлятину?","How many rubles Your family paid for the last 7 days for mutton; goat?"
"691","qe1.24a",691,"h21","Ваша семья покупала за последние 7 дней свинину?","Your family bought in the last 7 days pork?"
"692","qe1.24b",692,"h21","Сколько килограмм свинины Ваша семья купила в течение последних 7 дней?","How many pounds of pork Your family bought in the last 7 days?"
"693","qe1.24c",693,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свинину?","How many rubles Your family paid for the last 7 days for pork?"
"694","qe1.25a",694,"h21","Ваша семья покупала за последние 7 дней субпродукты: печень; почки и так далее?","Your family bought in the last 7 days offal: liver; kidneys, and so on?"
"695","qe1.25b",695,"h21","Сколько килограмм субпродуктов: печени; почек и так далее Ваша семья купила в течение последних 7 дней?","How many kilograms of offal: liver; kidney and so on Your family bought in the last 7 days?"
"696","qe1.25c",696,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за субпродукты: печень; почки и так далее?","How many rubles Your family paid for the last 7 days of offal: liver; kidneys, and so on?"
"697","qe1.26a",697,"h21","Ваша семья покупала за последние 7 дней птицу?","Your family bought in the last 7 days of the bird?"
"698","qe1.26b",698,"h21","Сколько килограмм птицы Ваша семья купила в течение последних 7 дней?","How many pounds of poultry Your family bought in the last 7 days?"
"699","qe1.26c",699,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за птицу?","How many rubles Your family paid for the last 7 days for a bird?"
"700","qe1.27a",700,"h21","Ваша семья покупала за последние 7 дней сало; другие животные жиры?","Your family bought in the last 7 days fat; Other animal fats?"
"701","qe1.27b",701,"h21","Сколько килограмм сала; других животных жиров Ваша семья купила в течение последних 7 дней?","How many pounds of fat; other animal fats your family bought in the last 7 days?"
"702","qe1.27c",702,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сало; другие животные жиры?","How many rubles Your family paid for the last 7 days for fat; Other animal fats?"
"703","qe1.28a",703,"h21","Ваша семья покупала за последние 7 дней колбасные изделия; копчености?","Your family bought in the last 7 days sausages; smoked?"
"704","qe1.28b",704,"h21","Сколько килограмм колбасных изделий; копченостей Ваша семья купила в течение последних 7 дней?","How many pounds of sausages; Your family bought smoked in the last 7 days?"
"705","qe1.28c",705,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за колбасные изделия; копчености?","How many rubles Your family paid for the last 7 days for meat products; smoked?"
"706","qe1.29a",706,"h21","Ваша семья покупала за последние 7 дней мясные полуфабрикаты?","Your family bought in the last 7 days meat products?"
"707","qe1.29b",707,"h21","Сколько килограмм мясных полуфабрикатов Ваша семья купила в течение последних 7 дней?","How many pounds of meat semis Your family bought in the last 7 days?"
"708","qe1.29c",708,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мясные полуфабрикаты?","How many rubles Your family paid for the last 7 days for meat products?"
"709","qe1.30a",709,"h21","Ваша семья покупала за последние 7 дней молочные консервы; сухое молоко?","Your family bought in the last 7 days canned milk; milk powder?"
"710","qe1.30b",710,"h21","Сколько килограмм молочных консервов; сухого молока Ваша семья купила в течение последних 7 дней?","How many pounds of canned milk; dry milk your family bought in the last 7 days?"
"711","qe1.30c",711,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за молочные консервы; сухое молоко?","How many rubles Your family paid for the last 7 days for canned milk; milk powder?"
"712","qe1.31a",712,"h21","Ваша семья покупала за последние 7 дней молоко; кроме сухого?","Your family bought in the last 7 days milk; except dry?"
"713","qe1.31b",713,"h21","Сколько литров молока; кроме сухого; Ваша семья купила в течение последних 7 дней?","How many liters of milk; except dry; Your family bought in the last 7 days?"
"714","qe1.31c",714,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за молоко; кроме сухого?","How many rubles Your family paid for the last 7 days for milk; except dry?"
"715","qe1.32a",715,"h21","Ваша семья покупала за последние 7 дней кисломолочные продукты: кефир; йогурт и другие?","Your family bought in the last 7 days milk products: yogurt; yogurt and others?"
"716","qe1.32b",716,"h21","Сколько литров кисломолочных продуктов: кефира; йогурта и других Ваша семья купила в течение последних 7 дней?","How many liters of milk products: yogurt; Your yogurt and other family bought in the last 7 days?"
"717","qe1.32c",717,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за кисломолочные продукты: кефир; йогурт и другие?","How many rubles Your family paid for the last 7 days for milk products: yogurt; yogurt and others?"
"718","qe1.33a",718,"h21","Ваша семья покупала за последние 7 дней сметану; сливки?","Your family bought in the last 7 days cream; cream?"
"719","qe1.33b",719,"h21","Сколько литров сметаны; сливок Ваша семья купила в течение последних 7 дней?","How many liters of sour cream; cream your family bought in the last 7 days?"
"720","qe1.33c",720,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сметану; сливки?","How many rubles Your family paid for the last 7 days for sour cream; cream?"
"721","qe1.34a",721,"h21","Ваша семья покупала за последние 7 дней масло животное?","Your family bought in the last 7 days butter?"
"722","qe1.34b",722,"h21","Сколько килограмм масла животного Ваша семья купила в течение последних 7 дней?","How many pounds of butter your family bought in the last 7 days?"
"723","qe1.34c",723,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за масло животное?","How many rubles Your family paid for the last 7 days for butter?"
"724","qe1.35a",724,"h21","Ваша семья покупала за последние 7 дней творог; сырковую массу?","Your family bought in the last 7 days curd; syrkovoy mass?"
"725","qe1.35b",725,"h21","Сколько килограмм творога; сырковой массы Ваша семья купила в течение последних 7 дней?","How many pounds of cheese; syrkovoy weight your family bought in the last 7 days?"
"726","qe1.35c",726,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за творог; сырковую массу?","How many rubles Your family paid for the last 7 days for cheese; syrkovoy mass?"
"727","qe1.36a",727,"h21","Ваша семья покупала за последние 7 дней сыр; брынзу?","Your family bought in the last 7 days cheese; cheese?"
"728","qe1.36b",728,"h21","Сколько килограмм сыра; брынзы Ваша семья купила в течение последних 7 дней?","How many pounds of cheese; Your family bought cheese in the last 7 days?"
"729","qe1.36c",729,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сыр; брынзу?","How many rubles Your family paid for the last 7 days for cheese; cheese?"
"730","qe1.37a",730,"h21","Ваша семья покупала за последние 7 дней мороженое?","Your family bought in the last 7 days of ice cream?"
"731","qe1.37b",731,"h21","Сколько килограмм мороженого Ваша семья купила в течение последних 7 дней?","How many pounds of ice cream Your family bought in the last 7 days?"
"732","qe1.37c",732,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мороженое?","How many rubles Your family paid for the last 7 days for ice cream?"
"733","qe1.38a",733,"h21","Ваша семья покупала за последние 7 дней масло растительное?","Your family bought in the last 7 days of vegetable oil?"
"734","qe1.38b",734,"h21","Сколько литров масла растительного Ваша семья купила в течение последних 7 дней?","How many liters of vegetable oil your family bought in the last 7 days?"
"735","qe1.38c",735,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за масло растительное?","How many rubles Your family paid for the last 7 days for vegetable oil?"
"736","qe1.39a",736,"h21","Ваша семья покупала за последние 7 дней маргарин?","Your family bought in the last 7 days margarine?"
"737","qe1.39b",737,"h21","Сколько килограмм маргарина Ваша семья купила в течение последних 7 дней?","How many pounds of margarine Your family bought in the last 7 days?"
"738","qe1.39c",738,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за маргарин?","How many rubles Your family paid for the last 7 days for margarine?"
"739","qe1.40a",739,"h21","Ваша семья покупала за последние 7 дней сахар?","Your family bought in the last 7 days of sugar?"
"740","qe1.40b",740,"h21","Сколько килограмм сахара Ваша семья купила в течение последних 7 дней?","How many pounds of sugar your family bought in the last 7 days?"
"741","qe1.40c",741,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сахар?","How many rubles Your family paid for the last 7 days for sugar?"
"742","qe1.41a",742,"h21","Ваша семья покупала за последние 7 дней конфеты; шоколад?","Your family bought in the last 7 days candies; chocolate?"
"743","qe1.41b",743,"h21","Сколько килограмм конфет; шоколада Ваша семья купила в течение последних 7 дней?","How many pounds of candy; Your chocolate family bought in the last 7 days?"
"744","qe1.41c",744,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за конфеты; шоколад?","How many rubles Your family paid for the last 7 days for candy; chocolate?"
"745","qe1.42a",745,"h21","Ваша семья покупала за последние 7 дней варенье; джем?","Your family bought in the last 7 days jam; jam?"
"746","qe1.42b",746,"h21","Сколько килограмм варенья; джема Ваша семья купила в течение последних 7 дней?","How many pounds of jam; jam your family bought in the last 7 days?"
"747","qe1.42c",747,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за варенье; джем?","How many rubles Your family paid for the last 7 days for jam; jam?"
"748","qe1.43a",748,"h21","Ваша семья покупала за последние 7 дней мед?","Your family bought in the last 7 days, honey?"
"749","qe1.43b",749,"h21","Сколько литров меда Ваша семья купила в течение последних 7 дней?","How many liters of honey Your family bought in the last 7 days?"
"750","qe1.43c",750,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мед?","How many rubles Your family paid for the last 7 days for honey?"
"751","qe1.44a",751,"h21","Ваша семья покупала за последние 7 дней печенье; пирожные; торты; вафли; пряники; сдобные булочки?","Your family bought in the last 7 days of the liver; cakes; cakes; waffles; gingerbread; buns?"
"752","qe1.44b",752,"h21","Сколько килограмм печенья; пирожных; тортов; вафель; пряников; сдобных булочек Ваша семья купила в течение последних 7 дней?","How many pounds of cookies; cakes; cakes; waffles; gingerbread; muffins Your family bought in the last 7 days?"
"753","qe1.44c",753,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за печенье; пирожные; торты; вафли; пряники; сдобные булочки?","How many rubles Your family paid for the last 7 days for cookies; cakes; cakes; waffles; gingerbread; buns?"
"754","qe1.45a",754,"h21","Ваша семья покупала за последние 7 дней яйца?","Your family bought in the last 7 days the eggs?"
"755","qe1.45b",755,"h21","Сколько штук яиц Ваша семья купила в течение последних 7 дней?","How many eggs your family bought in the last 7 days?"
"756","qe1.45c",756,"h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за яйца?","How many rubles Your family paid for the last 7 days for eggs?"
