"nro","varcode","russian"
559,"rd8.22b","Сколько всего килограмм собрали? Абрикосов; персиков"
560,"rd8.22c","Сколько килограмм потребили в семье в натуральном или переработанном виде? Абрикосов; персиков"
561,"rd8.22d","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Абрикосов; персиков"
562,"rd8.22e","Сколько килограмм продали в натуральном или переработанном виде? Абрикосов; персиков"
563,"rd8.24a","За последние 12 месяцев Ваша семья собрала урожай других фруктов?"
564,"rd8.24b","Сколько всего килограмм собрали? Других фруктов"
565,"rd8.24c","Сколько килограмм потребили в семье в натуральном или переработанном виде? Других фруктов"
566,"rd8.24d","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Других фруктов"
567,"rd8.24e","Сколько килограмм продали в натуральном или переработанном виде? Других фруктов"
568,"rd8.25a","За последние 12 месяцев Ваша семья собрала урожай орехов?"
569,"rd8.25b","Сколько всего килограмм собрали? Орехов"
570,"rd8.25c","Сколько килограмм потребили в семье в натуральном или переработанном виде? Орехов"
571,"rd8.25d","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном или переработанном виде? Орехов"
572,"rd8.25e","Сколько килограмм продали в натуральном или переработанном виде? Орехов"
573,"rd8.26a","За последние 12 месяцев Вы собрали урожай цветов?"
574,"rd8.26b","Сколько всего штук собрали? Цветов"
575,"rd8.26e","Сколько штук продали в натуральном или переработанном виде? Цветов"
576,"rd9","Вы продавали в течение последних 30 дней что-либо из выращенного на Вашей земле в течение последних 12 месяцев?"
577,"rd10","Сколько денег Ваша семья выручила в течение последних 30 дней от продажи выращенного  на Вашей земле в течение последних 12 месяцев?"
578,"rd11","Держала ли Ваша семья в течение последних 12 месяцев какой-нибудь скот; птицу; пчел?"
579,"rd12","Вы продавали в течение последних 30 дней какой-нибудь скот; птицу; пчел в живом виде?"
580,"rd13","Сколько денег Ваша семья выручила в течение последних 30 дней от продажи скота; птицы; пчел в живом виде?"
581,"rd14.1a","Производила ли Ваша семья в течение последних 12 месяцев мясо; кроме мяса птицы?"
582,"rd14.1b","Сколько всего килограмм произвели? Мяса; кроме мяса птицы?"
583,"rd14.1c","Сколько килограмм израсходовали на потребление в семье в натуральном или  переработанном виде? Мяса; кроме мяса птицы"
584,"rd14.1d","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Мяса; кроме мяса птицы"
585,"rd14.1e","Сколько килограмм продали в натуральном или переработанном виде? Мяса;  кроме мяса птицы"
586,"rd14.2a","Производила ли Ваша семья в течение последних 12 месяцев мясо птицы?"
587,"rd14.2b","Сколько всего килограмм произвели? Мяса птицы?"
588,"rd14.2c","Сколько килограмм израсходовали на потребление в семье в натуральном или переработанном виде? Мяса птицы"
589,"rd14.2d","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Мяса птицы"
590,"rd14.2e","Сколько килограмм продали в натуральном или переработанном виде? Мяса птицы"
591,"rd14.3a","Производила ли Ваша семья в течение последних 12 месяцев мед?"
592,"rd14.3b","Сколько всего килограмм произвели? Меда?"
593,"rd14.3c","Сколько килограмм израсходовали на потребление в семье в натуральном или переработанном виде? Меда"
594,"rd14.3d","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Меда"
595,"rd14.3e","Сколько килограмм продали в натуральном или переработанном виде? Меда"
596,"rd14.4a","Производила ли Ваша семья в течение последних 12 месяцев шерсть; пух?"
597,"rd14.4b","Сколько всего килограмм произвели? Шерсти; пуха?"
598,"rd14.4c","Сколько килограмм израсходовали на потребление в семье в натуральном или  переработанном виде? Шерсти; пуха"
599,"rd14.4d","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Шерсти; пуха"
600,"rd14.4e","Сколько килограмм продали в натуральном или переработанном виде? Шерсти; пуха"
601,"rd14.5a","Производила ли Ваша семья в течение последних 12 месяцев молоко?"
602,"rd14.5b","Сколько всего литров произвели? Молока?"
603,"rd14.5c","Сколько литров израсходовали на потребление в семье в натуральном или переработанном виде? Молока"
604,"rd14.5d","Сколько литров отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Молока"
605,"rd14.5e","Сколько литров продали в натуральном или переработанном виде? Молока"
606,"rd14.6a","Производила ли Ваша семья в течение последних 12 месяцев яйца?"
607,"rd14.6b","Сколько всего штук произвели? Яиц?"
608,"rd14.6c","Сколько штук израсходовали на потребление в семье в натуральном или переработанном виде? Яиц"
609,"rd14.6d","Сколько штук отдали бесплатно родственникам и другим людям в натуральном и переработанном виде? Яиц"
610,"rd14.6e","Сколько штук продали в натуральном или переработанном виде? Яиц"
611,"rd14.7a","Производила ли Ваша семья в течение последних 12 месяцев шкуры?"
612,"rd14.7b","Сколько всего штук произвели? Шкур?"
613,"rd14.7c","Сколько штук израсходовали на потребление в семье в натуральном или переработанном виде? Шкур"
614,"rd14.7d","Сколько штук отдали бесплатно родственникам и другим людям в натуральном и переработанном виде? Шкур"
615,"rd14.7e","Сколько штук продали в натуральном или переработанном виде? Шкур"
616,"rd15","В течение последних 30 дней Вы продавали что-либо из продукции животноводства; птицеводства; пчеловодства; произведенной в Вашем хозяйстве за последние 12 месяцев?"
617,"rd16","Сколько денег Ваша семья выручила в течение последних 30 дней от продажи продукции животноводства; птицеводства; пчеловодства; произведенной в Вашем хозяйстве за последние 12 месяцев?"
618,"rd17","Вы потратили в течение последних 30 дней какие-то деньги на семена; удобрения; корма; наем техники; рабочей силы; на что-нибудь другое; необходимое для ведения хозяйства; за исключением расходов на топливо?"
619,"rd18","Сколько денег Ваша семья потратила в течение последних 30 дней на семена; удобрения; корма; наем техники; рабочей силы; другое?"
620,"rd19","Собирали члены Вашей семьи в течение последних 12 месяцев грибы; дикорастущие орехи; ягоды; травы? Может быть; Вы или другие члены Вашей семьи охотились или ловили рыбу?"
621,"rd20","В течение последних 30 дней Ваша семья продавала  что-либо из собранных грибов; орехов; ягод; выловленной рыбы; убитой дичи?"
622,"rd21","Сколько денег в течение последних 30 дней Ваша семья выручила от продажи собранного; пойманного?"
623,"rf16.1","В течение последних 12 месяцев случалось ли так; что кто-то из членов Вашей семьи нуждался в амбулаторном поликлиническом лечении и не смог его получить только из-за нехватки денег?"
624,"rf16.2","В течение последних 12 месяцев случалось ли так; что кто-то из членов Вашей семьи нуждался в стационарном лечении:в больнице; госпитале; клинике и не смог его получить только из-за нехватки денег?"
625,"rf16.3","В течение последних 12 месяцев случалось ли так; что кто-то из членов Вашей семьи нуждался в стоматологической помощи и не смог ее получить только из-за нехватки денег?"
626,"rf16.4","В течение последних 12 месяцев случалось ли так; что кто-то из членов Вашей семьи не смог купить необходимые лекарства только из-за нехватки денег?"
627,"rf16.5","В течение последних 12 месяцев случалось ли так; что кто-то из членов Вашей семьи нуждался в поездке в дом отдыха; санаторий; в детский оздоровительный центр и не смог поехать только из-за нехватки денег?"
628,"re1.1a","Ваша семья покупала за последние 7 дней белый хлеб?"
629,"re1.1b","Сколько килограмм белого хлеба Ваша семья купила в течение последних 7 дней?"
630,"re1.1c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за белый хлеб?"
631,"re1.2a","Ваша семья покупала за последние 7 дней черный хлеб?"
632,"re1.2b","Сколько килограмм черного хлеба Ваша семья купила в течение последних 7 дней?"
633,"re1.2c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за черный хлеб?"
634,"re1.3a","Ваша семья покупала за последние 7 дней рис; другую крупу?"
635,"re1.3b","Сколько килограмм риса; другой крупы Ваша семья купила в течение последних 7 дней?"
636,"re1.3c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за рис; другую крупу?"
637,"re1.4a","Ваша семья покупала за последние 7 дней муку?"
638,"re1.4b","Сколько килограмм муки Ваша семья купила в течение последних 7 дней?"
639,"re1.4c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за муку?"
640,"re1.5a","Ваша семья покупала за последние 7 дней макаронные изделия?"
641,"re1.5b","Сколько килограмм макаронных изделий Ваша семья купила в течение последних 7 дней?"
642,"re1.5c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за макаронные изделия?"
643,"re1.6a","Ваша семья покупала за последние 7 дней картофель?"
644,"re1.6b","Сколько килограмм картофеля Ваша семья купила в течение последних 7 дней?"
645,"re1.6c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за картофель?"
646,"re1.7a","Ваша семья покупала за последние 7 дней овощные консервы; без солений?"
647,"re1.7b","Сколько килограмм овощных консервов; без солений; Ваша семья купила в течение последних 7 дней?"
648,"re1.7c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за овощные консервы; без солений?"
649,"re1.8a","Ваша семья покупала за последние 7 дней капусту; включая квашеную?"
650,"re1.8b","Сколько килограмм капусты; включая квашеную; Ваша семья купила в течение последних 7 дней?"
651,"re1.8c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за капусту; включая квашеную?"
652,"re1.9a","Ваша семья покупала за последние 7 дней огурцы; включая соленые?"
653,"re1.9b","Сколько килограмм огурцов; включая соленые; Ваша семья купила в течение последних 7 дней?"
654,"re1.9c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за огурцы; включая соленые?"
655,"re1.10a","Ваша семья покупала за последние 7 дней помидоры; включая соленые?"
656,"re1.10b","Сколько килограмм помидоров; включая соленые; Ваша семья купила в течение последних 7 дней?"
657,"re1.10c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за помидоры; включая соленые?"
658,"re1.11a","Ваша семья покупала за последние 7 дней свеклу; морковь и другие корнеплоды?"
659,"re1.11b","Сколько килограмм свеклы; моркови и других корнеплодов Ваша семья купила в течение последних 7 дней?"
660,"re1.11c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свеклу; морковь и другие корнеплоды?"
661,"re1.12a","Ваша семья покупала за последние 7 дней лук; чеснок?"
662,"re1.12b","Сколько килограмм лука; чеснока Ваша семья купила в течение последних 7 дней?"
663,"re1.12c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за лук; чеснок?"
664,"re1.13a","Ваша семья покупала за последние 7 дней кабачки; тыквы и тому подобное?"
665,"re1.13b","Сколько килограмм кабачков; тыквы и тому подобного Ваша семья купила в течение последних 7 дней?"
666,"re1.13c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за кабачки; тыквы и тому подобное?"
667,"re1.14a","Ваша семья покупала за последние 7 дней другие овощи?"
668,"re1.14b","Сколько килограмм других овощей Ваша семья купила в течение последних 7 дней?"
669,"re1.14c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за другие овощи?"
670,"re1.15a","Ваша семья покупала за последние 7 дней арбузы; дыни; включая соленые и сушеные?"
671,"re1.15b","Сколько килограмм арбузов; дынь; включая соленые и сушеные; Ваша семья купила в течение последних 7 дней?"
672,"re1.15c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за арбузы; дыни; включая соленые и сушеные?"
673,"re1.16a","Ваша семья покупала за последние 7 дней фруктово-ягодные консервы?"
674,"re1.16b","Сколько килограмм фруктово-ягодных консервов Ваша семья купила в течение последних 7 дней?"
675,"re1.16c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за фруктово- ягодные консервы?"
676,"re1.17a","Ваша семья покупала за последние 7 дней свежие ягоды?"
677,"re1.17b","Сколько килограмм свежих ягод Ваша семья купила в течение последних 7 дней?"
678,"re1.17c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свежие ягоды?"
679,"re1.18a","Ваша семья покупала за последние 7 дней свежие фрукты?"
680,"re1.18b","Сколько килограмм свежих фруктов Ваша семья купила в течение последних 7 дней?"
681,"re1.18c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свежие фрукты?"
682,"re1.19a","Ваша семья покупала за последние 7 дней сушеные фрукты и ягоды?"
683,"re1.19b","Сколько килограмм сушеных фруктов и ягод Ваша семья купила в течение последних 7 дней?"
684,"re1.19c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сушеные фрукты и ягоды?"
685,"re1.20a","Ваша семья покупала за последние 7 дней орехи; семечки?"
686,"re1.20b","Сколько килограмм орехов; семечек Ваша семья купила в течение последних 7 дней?"
687,"re1.20c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за орехи; семечки?"
688,"re1.21a","Ваша семья покупала за последние 7 дней мясные консервы?"
689,"re1.21b","Сколько килограмм мясных консервов Ваша семья купила в течение последних 7 дней?"
690,"re1.21c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мясные консервы?"
691,"re1.22a","Ваша семья покупала за последние 7 дней говядину; телятину?"
692,"re1.22b","Сколько килограмм говядины; телятины Ваша семья купила в течение последних 7 дней?"
693,"re1.22c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за говядину; телятину?"
694,"re1.23a","Ваша семья покупала за последние 7 дней баранину; козлятину?"
695,"re1.23b","Сколько килограмм баранины; козлятины Ваша семья купила в течение последних 7 дней?"
696,"re1.23c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за баранину; козлятину?"
697,"re1.24a","Ваша семья покупала за последние 7 дней свинину?"
698,"re1.24b","Сколько килограмм свинины Ваша семья купила в течение последних 7 дней?"
699,"re1.24c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свинину?"
700,"re1.25a","Ваша семья покупала за последние 7 дней субпродукты: печень; почки и так далее?"
701,"re1.25b","Сколько килограмм субпродуктов: печени; почек и так далее Ваша семья купила в течение последних 7 дней?"
702,"re1.25c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за субпродукты: печень; почки и так далее?"
703,"re1.26a","Ваша семья покупала за последние 7 дней птицу?"
704,"re1.26b","Сколько килограмм птицы Ваша семья купила в течение последних 7 дней?"
705,"re1.26c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за птицу?"
706,"re1.27a","Ваша семья покупала за последние 7 дней сало; другие животные жиры?"
707,"re1.27b","Сколько килограмм сала; других животных жиров Ваша семья купила в течение последних 7 дней?"
708,"re1.27c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сало; другие животные жиры?"
709,"re1.28a","Ваша семья покупала за последние 7 дней колбасные изделия; копчености?"
710,"re1.28b","Сколько килограмм колбасных изделий; копченостей Ваша семья купила в течение последних 7 дней?"
711,"re1.28c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за колбасные изделия; копчености?"
712,"re1.29a","Ваша семья покупала за последние 7 дней мясные полуфабрикаты?"
713,"re1.29b","Сколько килограмм мясных полуфабрикатов Ваша семья купила в течение последних 7 дней?"
714,"re1.29c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мясные полуфабрикаты?"
715,"re1.30a","Ваша семья покупала за последние 7 дней молочные консервы; сухое молоко?"
716,"re1.30b","Сколько килограмм молочных консервов; сухого молока Ваша семья купила в течение последних 7 дней?"
717,"re1.30c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за молочные консервы; сухое молоко?"
718,"re1.31a","Ваша семья покупала за последние 7 дней молоко; кроме сухого?"
719,"re1.31b","Сколько литров молока; кроме сухого; Ваша семья купила в течение последних 7 дней?"
720,"re1.31c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за молоко; кроме сухого?"
721,"re1.32a","Ваша семья покупала за последние 7 дней кисломолочные продукты: кефир; йогурт и другие?"
722,"re1.32b","Сколько литров кисломолочных продуктов: кефира; йогурта и других Ваша семья купила в течение последних 7 дней?"
723,"re1.32c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за кисломолочные продукты: кефир; йогурт и другие?"
724,"re1.33a","Ваша семья покупала за последние 7 дней сметану; сливки?"
725,"re1.33b","Сколько литров сметаны; сливок Ваша семья купила в течение последних 7 дней?"
726,"re1.33c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сметану; сливки?"
727,"re1.34a","Ваша семья покупала за последние 7 дней масло животное?"
728,"re1.34b","Сколько килограмм масла животного Ваша семья купила в течение последних 7 дней?"
729,"re1.34c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за масло животное?"
730,"re1.35a","Ваша семья покупала за последние 7 дней творог; сырковую массу?"
731,"re1.35b","Сколько килограмм творога; сырковой массы Ваша семья купила в течение последних 7 дней?"
732,"re1.35c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за творог; сырковую массу?"
733,"re1.36a","Ваша семья покупала за последние 7 дней сыр; брынзу?"
734,"re1.36b","Сколько килограмм сыра; брынзы Ваша семья купила в течение последних 7 дней?"
735,"re1.36c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сыр; брынзу?"
736,"re1.37a","Ваша семья покупала за последние 7 дней мороженое?"
737,"re1.37b","Сколько килограмм мороженого Ваша семья купила в течение последних 7 дней?"
738,"re1.37c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мороженое?"
739,"re1.38a","Ваша семья покупала за последние 7 дней масло растительное?"
740,"re1.38b","Сколько литров масла растительного Ваша семья купила в течение последних 7 дней?"
741,"re1.38c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за масло растительное?"
742,"re1.39a","Ваша семья покупала за последние 7 дней маргарин?"
743,"re1.39b","Сколько килограмм маргарина Ваша семья купила в течение последних 7 дней?"
744,"re1.39c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за маргарин?"
745,"re1.40a","Ваша семья покупала за последние 7 дней сахар?"
746,"re1.40b","Сколько килограмм сахара Ваша семья купила в течение последних 7 дней?"
747,"re1.40c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сахар?"
748,"re1.41a","Ваша семья покупала за последние 7 дней конфеты; шоколад?"
749,"re1.41b","Сколько килограмм конфет; шоколада Ваша семья купила в течение последних 7 дней?"
750,"re1.41c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за конфеты; шоколад?"
751,"re1.42a","Ваша семья покупала за последние 7 дней варенье; джем?"
752,"re1.42b","Сколько килограмм варенья; джема Ваша семья купила в течение последних 7 дней?"
753,"re1.42c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за варенье; джем?"
754,"re1.43a","Ваша семья покупала за последние 7 дней мед?"
755,"re1.43b","Сколько литров меда Ваша семья купила в течение последних 7 дней?"
756,"re1.43c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мед?"
757,"re1.44a","Ваша семья покупала за последние 7 дней печенье; пирожные; торты; вафли; пряники; сдобные булочки?"
758,"re1.44b","Сколько килограмм печенья; пирожных; тортов; вафель; пряников; сдобных булочек Ваша семья купила в течение последних 7 дней?"
759,"re1.44c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за печенье; пирожные; торты; вафли; пряники; сдобные булочки?"
760,"re1.45a","Ваша семья покупала за последние 7 дней яйца?"
761,"re1.45b","Сколько штук яиц Ваша семья купила в течение последних 7 дней?"
762,"re1.45c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за яйца?"
763,"re1.46a","Ваша семья покупала за последние 7 дней рыбу свежую; мороженую; соленую; сушеную; рыбные полуфабрикаты?"
764,"re1.46b","Сколько килограмм рыбы свежей; мороженой; соленой; сушеной; рыбных полуфабрикатов Ваша семья купила в течение последних 7 дней?"
765,"re1.46c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за рыбу; свежую мороженую; соленую сушеную; рыбные полуфабрикаты?"
766,"re1.47a","Ваша семья покупала за последние 7 дней рыбные консервы?"
767,"re1.47b","Сколько килограмм рыбных консервов Ваша семья купила в течение последних 7 дней?"
768,"re1.47c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за рыбные консервы?"
769,"re1.58a","Ваша семья покупала за последние 7 дней другие морепродукты?"
770,"re1.58b","Сколько килограмм морепродуктов купила Ваша семья за последние7 дней?"
771,"re1.58c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за морепродукты?"
772,"re1.59a","Ваша семья покупала за последние 7 дней полуфабрикаты; не считая мясных и рыбных?"
773,"re1.59b","Сколько килограмм полуфабрикатов; не считая мясных и рыбных купила Ваша семья за последние7 дней?"
774,"re1.59c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за полуфабрикаты; не считая мясные и рыбные?"
775,"re1.60a","Ваша семья покупала за последние 7 дней готовую кулинарию?"
776,"re1.60c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за готовую кулинарию?"
777,"re1.48a","Ваша семья покупала за последние 7 дней чай?"
778,"re1.48b","Сколько килограмм чая Ваша семья купила в течение последних 7 дней?"
779,"re1.48c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за чай?"
780,"re1.49a","Ваша семья покупала за последние 7 дней кофе; кофейные напитки; какао?"
781,"re1.49b","Сколько килограмм кофе; кофейных напитков; какао Ваша семья купила в течение последних 7 дней?"
782,"re1.49c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за кофе; кофейные напитки; какао?"
783,"re1.50a","Ваша семья покупала за последние 7 дней безалкогольные напитки; соки?"
784,"re1.50b","Сколько литров безалкогольных напитков; соков Ваша семья купила в течение последних 7 дней?"
785,"re1.50c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за безалкогольные напитки; соки?"
786,"re1.51a","Ваша семья покупала за последние 7 дней соль; другие специи; различные соусы?"
787,"re1.51b","Сколько килограмм соли; других специй; различных соусов Ваша семья купила в течение последних 7 дней?"
788,"re1.51c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за соль; другие специи; различные соусы?"
789,"re1.52a","Ваша семья покупала за последние 7 дней грибы?"
790,"re1.52b","Сколько килограмм грибов Ваша семья купила в течение последних 7 дней?"
791,"re1.52c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за грибы?"
792,"re1.53a","Ваша семья покупала за последние 7 дней водку?"
793,"re1.53b","Сколько литров водки Ваша семья купила в течение последних 7 дней?"
794,"re1.53c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за водку?"
795,"re1.54a","Ваша семья покупала за последние 7 дней вина; другие ликероводочные изделия?"
796,"re1.54b","Сколько литров вина; других ликероводочных изделий Ваша семья купила в течение последних 7 дней?"
797,"re1.54c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за вина; другие ликероводочные изделия?"
798,"re1.55a","Ваша семья покупала за последние 7 дней пиво?"
799,"re1.55b","Сколько литров пива Ваша семья купила в течение последних 7 дней?"
800,"re1.55c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за пиво?"
801,"re1.56a","Ваша семья покупала за последние 7 дней табачные изделия?"
802,"re1.56b","Сколько пачек табачных изделий Ваша семья купила в течение последних 7 дней?"
803,"re1.56c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за табачные изделия?"
804,"re1.57a","Ваша семья покупала за последние 7 дней жевательные резинки; пастилки?"
805,"re1.57b","Сколько штук жевательных резинок; пастилок купила Ваша семья за последние 7 дней?"
806,"re1.57c","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за жевательные резинки; пастилки?"
807,"re2","В течение последних 7 дней Вы или другие члены Вашей семьи питались вне дома?"
808,"re3","Вспомните; сколько примерно денег все члены Вашей семьи израсходовали на питание вне дома в течение последних 7 дней?"
809,"re4","Вспомните; сколько примерно денег все члены Вашей семьи израсходовали на питание дома и вне дома в течение последних 30 дней?"
810,"re5","Покупали Вы или другие члены Вашей семьи в течение последних 3-х месяцев что-либо из одежды или обуви для членов домохозяйства?"
811,"re6.1","Сколько Вы и другие члены домохозяйства потратили на приобретение одежды и обуви для взрослых; то есть для членов домохозяйства 18-ти лет и старше; в течение последних 3 месяцев?"
812,"re6.2","Сколько Вы и другие члены домохозяйства потратили на приобретение одежды и обуви для детей; то есть для членов домохозяйства младше 18-ти лет; в течение последних 3 месяцев?"
813,"re7.1.0a","Ваша семья покупала в течение последних 3-х месяцев культтовары: телевизор; магнитофон; видео; музыкальные инструменты; компьютер; фотоаппарат и тому подобное?"
814,"re7.1.0b","Сколько всего рублей Ваша семья заплатила за культтовары: телевизор; магнитофон; видео; музыкальные инструменты; компьютер; фотоаппарат и тому подобное?"
815,"re7.1.1a","Ваша семья покупала в течение последних 3-х месяцев мобильный телефон?"
816,"re7.1.1b","Сколько всего рублей Ваша семья заплатила за мобильный телефон?"
817,"re7.2a","Ваша семья покупала в течение последних 3-х месяцев предметы домашней обстановки: мебель; ковры и другое?"
818,"re7.2b","Сколько всего рублей Ваша семья заплатила за предметы домашней обстановки: мебель; ковры и другое?"
819,"re7.3a","Ваша семья покупала в течение последних 3-х месяцев бытовую технику: холодильник; стиральную машину; пылесос; швейную машину; утюг; кухонный комбайн и тому подобное?"
820,"re7.3b","Сколько всего рублей Ваша семья заплатила за бытовую технику: холодильник; стиральную машину; пылесос; швейную машину; утюг; кухонный комбайн и тому подобное?"
