,year,file,var,russian,english
581,2008,FL,R1GV1,Наличие права на получении пенсии,Наличие права на получении пенсии
582,2008,FL,R1GV21,Вид назначенной пенсии,Вид назначенной пенсии
583,2008,FL,R1GV22,Вид второй назначенной пенсии,Вид второй назначенной пенсии
584,2008,FL,R1EV1,Тип посещаемого образовательного учреждения,Тип посещаемого образовательного учреждения
585,2008,FL,R1EV4,Форма собственности посещаемого образовательного учреждения,Форма собственности посещаемого образовательного учреждения
586,2008,FL,R1EV5,Платное или бесплатное обучение,Платное или бесплатное обучение
587,2008,FL,R1EV12,Посещает ли ребенок дошкольное образовательное учреждение,Посещает ли ребенок дошкольное образовательное учреждение
588,2008,FL,R1EV13,Форма собственности посещаемого дошкольного учреждения,Форма собственности посещаемого дошкольного учреждения
589,2008,FN,PER,Период разработки,Период разработки
590,2008,FN,TER,Шифр территории,Шифр территории
591,2008,FN,MEST,Тип населенного пункта,Тип населенного пункта
592,2008,FN,BUD,Номер бюджета,Номер бюджета
593,2008,FN,R1VV11,Код главы домохозяйства,Код главы домохозяйства
594,2008,FN,R1VV12,Код супруга (и) главы домохозяйства,Код супруга (и) главы домохозяйства
595,2008,FN,R1VV31,"Форма собственности предприятия, на котором работает глава домохозяйства","Форма собственности предприятия, на котором работает глава домохозяйства"
596,2008,FN,R1VV32,"Форма собственности предприятия, на котором работает супруг(а) главы домохозяйства","Форма собственности предприятия, на котором работает супруг(а) главы домохозяйства"
597,2008,FN,R1VV41,Основной вид деятельности предприятия по основному месту работы главы домохозяйства,Основной вид деятельности предприятия по основному месту работы главы домохозяйства
598,2008,FN,R1VV42,Основной вид деятельности предприятия по основному месту работы супруга(и) главы домохозяйства,Основной вид деятельности предприятия по основному месту работы супруга(и) главы домохозяйства
599,2008,FN,R1VV51,Профессия  главы домохозяйства по основному месту работы,Профессия  главы домохозяйства по основному месту работы
600,2008,FN,R1VV52,Профессия супруга(и) главы домохозяйства по основному месту работы,Профессия супруга(и) главы домохозяйства по основному месту работы
601,2008,FN,R2V1,Основной источник средств к существованию домохозяйства,Основной источник средств к существованию домохозяйства
602,2009,FC,PER,Период разработки,Период разработки
603,2009,FC,TER,Шифр территории,Шифр территории
604,2009,FC,MEST,Тип населенного пункта,Тип населенного пункта
605,2009,FC,BUD,Номер бюджета,Номер бюджета
606,2009,FC,CHLICN,Число наличных лиц в домохозяйстве,Число наличных лиц в домохозяйстве
607,2009,FC,CHISL,Группировка по числу наличных лиц в домохозяйстве  (5 групп),Группировка по числу наличных лиц в домохозяйстве  (5 групп)
608,2009,FC,CHDET,Фактическое число детей до 16 лет,Фактическое число детей до 16 лет
609,2009,FC,CHISD,Группировка по числу детей до 16 лет в домохозяйстве  (5 групп),Группировка по числу детей до 16 лет в домохозяйстве  (5 групп)
610,2009,FC,DOXODSN,Денежный доход ,Денежный доход 
611,2009,FC,RASRESS,Располагаемые ресурсы ,Располагаемые ресурсы 
612,2009,FC,DECILR,Дециль по среднедушевым располагаемым ресурсам,Дециль по среднедушевым располагаемым ресурсам
613,2009,FC,RASSQ,Расходы на конечное потребление ,Расходы на конечное потребление 
614,2009,FC,POTRAS,Потребительские расходы,Потребительские расходы
615,2009,FC,PROD,Расходы на покупку продуктов питания,Расходы на покупку продуктов питания
616,2009,FC,PITRES,Расходы на питание вне дома,Расходы на питание вне дома
617,2009,FC,ALK,Расходы на покупку алкогольных напитков,Расходы на покупку алкогольных напитков
618,2009,FC,NEPROD,Расходы на покупку непродовольственных товаров,Расходы на покупку непродовольственных товаров
619,2009,FC,USLUG,Расходы на оплату услуг,Расходы на оплату услуг
620,2009,FC,NALOG,"Налоги, сборы, платежи","Налоги, сборы, платежи"
621,2009,FC,DRRAS,Другие расходы,Другие расходы
622,2009,FC,DENRAS,Денежные расходы,Денежные расходы
623,2009,FC,FAKT,Прирост финансовых активов,Прирост финансовых активов
624,2009,FC,NATDOX,Натуральные поступления,Натуральные поступления
625,2009,FC,R1GV131,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет"
626,2009,FC,R1GV132,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет"
627,2009,FC,R1GV133,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней"
628,2009,FC,R1GV134,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии"
629,2009,FC,R1GV135,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим"
630,2009,FC,R1GV136,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан"
631,2009,FC,KVZV,Коэффициент взвешивания,Коэффициент взвешивания
632,2009,FQ,PER,Период разработки,Период разработки
633,2009,FQ,TER,Шифр территории,Шифр территории
634,2009,FQ,MEST,Тип населенного пункта,Тип населенного пункта
635,2009,FQ,BUD,Номер бюджета,Номер бюджета
636,2009,FQ,AP1,Расходы на покупку хлебобулочных изделий и крупы,Расходы на покупку хлебобулочных изделий и крупы
637,2009,FQ,AP2,Расходы на покупку мяса и мясопродуктов,Расходы на покупку мяса и мясопродуктов
638,2009,FQ,AP3,Расходы на покупку рыбы и морепродуктов,Расходы на покупку рыбы и морепродуктов
639,2009,FQ,AP4,"Расходы на покупку молочных изделий, сыров","Расходы на покупку молочных изделий, сыров"
640,2009,FQ,AP5,Расходы на покупку яиц,Расходы на покупку яиц
641,2009,FQ,AP6,Расходы на покупку масла и жиров,Расходы на покупку масла и жиров
642,2009,FQ,AP7,Расходы на покупку фруктов,Расходы на покупку фруктов
643,2009,FQ,AP8,Расходы на покупку овощей,Расходы на покупку овощей
644,2009,FQ,AP9,Расходы на покупку картофеля,Расходы на покупку картофеля
645,2009,FQ,AP10,Расходы на покупку сахара и кондитерских изделий,Расходы на покупку сахара и кондитерских изделий
646,2009,FQ,AP11,Расходы на покупку других продуктов питания,Расходы на покупку других продуктов питания
647,2009,FQ,AP12,Расходы на покупку безалкогольных напитков,Расходы на покупку безалкогольных напитков
648,2009,FQ,AP13,Стоимость натуральных поступлений хлебобулочных изделий и крупы,Стоимость натуральных поступлений хлебобулочных изделий и крупы
649,2009,FQ,AP14,Стоимость натуральных поступлений мяса и мясопродуктов,Стоимость натуральных поступлений мяса и мясопродуктов
650,2009,FQ,AP15,Стоимость натуральных поступлений рыбы и морепродуктов,Стоимость натуральных поступлений рыбы и морепродуктов
651,2009,FQ,AP16,"Стоимость натуральных поступлений молочных изделий, сыров","Стоимость натуральных поступлений молочных изделий, сыров"
652,2009,FQ,AP17,Стоимость натуральных поступлений яиц,Стоимость натуральных поступлений яиц
653,2009,FQ,AP18,Стоимость натуральных поступлений масла и жиров,Стоимость натуральных поступлений масла и жиров
654,2009,FQ,AP19,Стоимость натуральных поступлений фруктов,Стоимость натуральных поступлений фруктов
655,2009,FQ,AP20,Стоимость натуральных поступлений овощей,Стоимость натуральных поступлений овощей
656,2009,FQ,AP21,Стоимость натуральных поступлений картофеля,Стоимость натуральных поступлений картофеля
657,2009,FQ,AP22,Стоимость натуральных поступлений сахара и кондитерских изделий,Стоимость натуральных поступлений сахара и кондитерских изделий
658,2009,FQ,AP23,Расходы на покупку табачных изделий,Расходы на покупку табачных изделий
659,2009,FQ,AP24,Расходы на покупку одежды и обуви,Расходы на покупку одежды и обуви
660,2009,FQ,AP25,"Расходы на оплату жилищных услуг, воды, электроэнергии, газа и другого топлива","Расходы на оплату жилищных услуг, воды, электроэнергии, газа и другого топлива"
661,2009,FQ,AP26,"Расходы на покупку предметов домашнего обихода, бытовой техники и на повседневный уход за домом","Расходы на покупку предметов домашнего обихода, бытовой техники и на повседневный уход за домом"
662,2009,FQ,AP27,Расходы на здравоохранение,Расходы на здравоохранение
663,2009,FQ,AP29,Расходы на транспорт,Расходы на транспорт
664,2009,FQ,AP30,Расходы на связь,Расходы на связь
665,2009,FQ,AP31,Расходы на организацию отдыха и культурные мероприятия,Расходы на организацию отдыха и культурные мероприятия
666,2009,FQ,AP32,Расходы на образование,Расходы на образование
667,2009,FL,PER,Период разработки,Период разработки
668,2009,FL,TER,Шифр территории,Шифр территории
669,2009,FL,MEST,Тип населенного пункта,Тип населенного пункта
670,2009,FL,BUD,Номер бюджета,Номер бюджета
671,2009,FL,LICO,Код члена домохозяйства (лица),Код члена домохозяйства (лица)
672,2009,FL,POL,Пол,Пол
673,2009,FL,R1AV2,Число исполнившихся лет,Число исполнившихся лет
674,2009,FL,R1AV10,Уровень образования,Уровень образования
675,2009,FL,R1AV11,Учеба в настоящее время,Учеба в настоящее время
676,2009,FL,R1BV1,Наличие работы за последние 3 месяца,Наличие работы за последние 3 месяца
677,2009,FL,RABN,Число отработанных недель,Число отработанных недель
678,2009,FL,ISKN,Число недель отсутствия работы и ее поиска,Число недель отсутствия работы и ее поиска
679,2009,FL,OTDN,Число недель отсутствия работы и отказа от ее поиска,Число недель отсутствия работы и отказа от ее поиска
680,2009,FL,R1BV7,Статус в занятости по основному месту работы,Статус в занятости по основному месту работы
681,2009,FL,R1BV16,Наличие пособия по безработице,Наличие пособия по безработице
682,2009,FL,R1V17,"Категория, характеризующая положение за последние 3 месяца","Категория, характеризующая положение за последние 3 месяца"
683,2009,FL,R1GV1,Наличие права на получении пенсии,Наличие права на получении пенсии
684,2009,FL,R1GV21,Вид назначенной пенсии,Вид назначенной пенсии
685,2009,FL,R1GV22,Вид второй назначенной пенсии,Вид второй назначенной пенсии
686,2009,FL,R1EV1,Тип посещаемого образовательного учреждения,Тип посещаемого образовательного учреждения
687,2009,FL,R1EV4,Форма собственности посещаемого образовательного учреждения,Форма собственности посещаемого образовательного учреждения
688,2009,FL,R1EV5,Платное или бесплатное обучение,Платное или бесплатное обучение
689,2009,FL,R1EV12,Посещает ли ребенок дошкольное образовательное учреждение,Посещает ли ребенок дошкольное образовательное учреждение
690,2009,FL,R1EV13,Форма собственности посещаемого дошкольного учреждения,Форма собственности посещаемого дошкольного учреждения
691,2009,FN,PER,Период разработки,Период разработки
692,2009,FN,TER,Шифр территории,Шифр территории
693,2009,FN,MEST,Тип населенного пункта,Тип населенного пункта
694,2009,FN,BUD,Номер бюджета,Номер бюджета
695,2009,FN,R1VV11,Код главы домохозяйства,Код главы домохозяйства
696,2009,FN,R1VV12,Код супруга (и) главы домохозяйства,Код супруга (и) главы домохозяйства
697,2009,FN,R1VV31,"Форма собственности предприятия, на котором работает глава домохозяйства","Форма собственности предприятия, на котором работает глава домохозяйства"
698,2009,FN,R1VV32,"Форма собственности предприятия, на котором работает супруг(а) главы домохозяйства","Форма собственности предприятия, на котором работает супруг(а) главы домохозяйства"
699,2009,FN,R1VV41,Основной вид деятельности предприятия по основному месту работы главы домохозяйства,Основной вид деятельности предприятия по основному месту работы главы домохозяйства
700,2009,FN,R1VV42,Основной вид деятельности предприятия по основному месту работы супруга(и) главы домохозяйства,Основной вид деятельности предприятия по основному месту работы супруга(и) главы домохозяйства
701,2009,FN,R1VV51,Профессия  главы домохозяйства по основному месту работы,Профессия  главы домохозяйства по основному месту работы
702,2009,FN,R1VV52,Профессия супруга(и) главы домохозяйства по основному месту работы,Профессия супруга(и) главы домохозяйства по основному месту работы
703,2009,FN,R2V1,Основной источник средств к существованию домохозяйства,Основной источник средств к существованию домохозяйства
704,2010,FC,PER,Период разработки,Период разработки
705,2010,FC,TER,Шифр территории,Шифр территории
706,2010,FC,MEST,Тип населенного пункта,Тип населенного пункта
707,2010,FC,BUD,Номер бюджета,Номер бюджета
708,2010,FC,CHLICO,Число лиц в домохозяйстве,Число лиц в домохозяйстве
709,2010,FC,CHLICN,Число наличных лиц в домохозяйстве,Число наличных лиц в домохозяйстве
710,2010,FC,CHISL,Группировка по числу наличных лиц в домохозяйстве  (5 групп),Группировка по числу наличных лиц в домохозяйстве  (5 групп)
711,2010,FC,CHDET,Фактическое число детей до 16 лет,Фактическое число детей до 16 лет
712,2010,FC,CHISD,Группировка по числу детей до 16 лет в домохозяйстве  (5 групп),Группировка по числу детей до 16 лет в домохозяйстве  (5 групп)
713,2010,FC,CLDP,Число человеко-дней питания,Число человеко-дней питания
714,2010,FC,DOXODSN,Денежный доход ,Денежный доход 
715,2010,FC,DOXODN,Среднедушевой денежный доход,Среднедушевой денежный доход
716,2010,FC,RASRESS,Располагаемые ресурсы ,Располагаемые ресурсы 
717,2010,FC,RASRES,Среднедушевые располагаемые ресурсы,Среднедушевые располагаемые ресурсы
718,2010,FC,DECILR,Дециль по среднедушевым располагаемым ресурсам,Дециль по среднедушевым располагаемым ресурсам
719,2010,FC,RASSQ,Расход на конечное потребление ,Расход на конечное потребление 
720,2010,FC,RASQ,Среднедушевой расход на конечное потребление,Среднедушевой расход на конечное потребление
721,2010,FC,POTRAS,Потребительские расходы,Потребительские расходы
722,2010,FC,PROD,Расходы на покупку продуктов питания,Расходы на покупку продуктов питания
723,2010,FC,PITRES,Расходы на питание вне дома,Расходы на питание вне дома
724,2010,FC,ALK,Расходы на покупку алкогольных напитков,Расходы на покупку алкогольных напитков
725,2010,FC,NEPROD,Расходы на покупку непродовольственных товаров,Расходы на покупку непродовольственных товаров
726,2010,FC,USLUG,Расходы на оплату услуг,Расходы на оплату услуг
727,2010,FC,PROMPOT,Расходы на промежуточное потребление и валовое накопление,Расходы на промежуточное потребление и валовое накопление
728,2010,FC,NALOG,"Налоги, сборы, платежи","Налоги, сборы, платежи"
729,2010,FC,DRRAS,Другие расходы,Другие расходы
730,2010,FC,DENRAS,Денежные расходы,Денежные расходы
731,2010,FC,FAKT,Прирост финансовых активов,Прирост финансовых активов
732,2010,FC,NATDOX,Натуральные поступления,Натуральные поступления
733,2010,FC,R1GV131,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет"
734,2010,FC,R1GV132,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет"
735,2010,FC,R1GV133,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней"
736,2010,FC,R1GV134,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии"
737,2010,FC,R1GV135,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим"
738,2010,FC,R1GV136,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан"
739,2010,FC,R1GV131,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет"
740,2010,FC,R1GV132,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет"
741,2010,FC,R1GV133,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней"
742,2010,FC,R1GV134,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии"
743,2010,FC,R1GV135,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим"
744,2010,FC,R1GV136,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан"
745,2010,FC,R1GV131,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет"
746,2010,FC,R1GV132,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет"
747,2010,FC,R1GV133,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней"
748,2010,FC,R1GV134,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии"
749,2010,FC,R1GV135,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим"
750,2010,FC,R1GV136,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан"
751,2010,FC,R1GV131,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет"
752,2010,FC,R1GV132,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет"
753,2010,FC,R1GV133,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней"
754,2010,FC,R1GV134,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии","Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии"
755,2010,FC,KVZV,Коэффициент взвешивания,Коэффициент взвешивания
756,2010,FL,PER,Период разработки,Период разработки
757,2010,FL,TER,Шифр территории,Шифр территории
758,2010,FL,MEST,Тип населенного пункта,Тип населенного пункта
759,2010,FL,BUD,Номер бюджета,Номер бюджета
760,2010,FL,LICO,Код члена домохозяйства (лица),Код члена домохозяйства (лица)
761,2010,FL,POL,Пол,Пол
762,2010,FL,R1АV2,Число исполнившихся лет,Число исполнившихся лет
763,2010,FL,R1АV3,"Отношение к члену д/х, записанному первым","Отношение к члену д/х, записанному первым"
764,2010,FL,R1АV4,Индивидуальный код матери (отца),Индивидуальный код матери (отца)
765,2010,FL,R1АV5,Число дней отсутствия за последние 3 месяца,Число дней отсутствия за последние 3 месяца
766,2010,FL,R1АV6,Причина  отсутствия за последние 3 месяца,Причина  отсутствия за последние 3 месяца
767,2010,FL,R1АV7,Семейное положение,Семейное положение
768,2010,FL,R1АV10,Уровень образования,Уровень образования
769,2010,FL,R1ВV1,Наличие работы за последние 3 месяца,Наличие работы за последние 3 месяца
770,2010,FL,R1ВV2,Причина отсутствия на работе,Причина отсутствия на работе
771,2010,FL,R1BV3,Причина отсутствия работы,Причина отсутствия работы
772,2010,FL,RABN,Число отработанных недель,Число отработанных недель
773,2010,FL,ISKN,Число недель не работал и искал работу,Число недель не работал и искал работу
774,2010,FL,OTDN,Число недель не работал и не искал работу,Число недель не работал и не искал работу
775,2010,FL,R1ВV7,Статус по основному месту работы,Статус по основному месту работы
776,2010,FL,R1BV8,Наличие дополнительного доходного занятия,Наличие дополнительного доходного занятия
777,2010,FL,R1BV9,Статус по дополнительному месту работы,Статус по дополнительному месту работы
778,2010,FL,R1BV10,Число недель занятости на дополнительной работе за последние 3 месяца,Число недель занятости на дополнительной работе за последние 3 месяца
779,2010,FL,R1BV111,"Признак нахождения основной работы там, где проживает данное лицо","Признак нахождения основной работы там, где проживает данное лицо"
780,2010,FL,R1BV112,Признак нахождения основной работы в другом регионе,Признак нахождения основной работы в другом регионе
781,2010,FL,R1BV12,Код региона нахождения основной работы ,Код региона нахождения основной работы 
782,2010,FL,R1BV15,Наличие регистрации в Службе занятости как безработный ,Наличие регистрации в Службе занятости как безработный 
783,2010,FL,R1BV16,Наличие пособия по  безработице,Наличие пособия по  безработице
784,2010,FL,R1V17,"Категория, характеризующая положение за последние 3 месяца  ","Категория, характеризующая положение за последние 3 месяца  "
785,2010,FL,R1BV18,Наличие свидетельства пенсионного страхования ,Наличие свидетельства пенсионного страхования 
786,2010,FL,R1BV19,Наличие информации о перечисленных суммах в Пенсионный фонд ,Наличие информации о перечисленных суммах в Пенсионный фонд 
787,2010,FL,R1GV1,Наличие права на получении пенсии,Наличие права на получении пенсии
788,2010,FL,R1GV21,1-ый вид пенсии,1-ый вид пенсии
789,2010,FL,R1GV22,2-ой вид  пенсии,2-ой вид  пенсии
790,2010,FL,R1GV3,Наличие дополнительного пенсионного обеспечения,Наличие дополнительного пенсионного обеспечения
791,2010,FL,R1GV41,Источник дополнительного пенсионного обеспечения от администрации,Источник дополнительного пенсионного обеспечения от администрации
792,2010,FL,R1GV42,Источник дополнительного пенсионного обеспечения от негосударственных пенсионных фондов,Источник дополнительного пенсионного обеспечения от негосударственных пенсионных фондов
793,2010,FL,R1GV5,"Сумма пенсии, выплаченная за последние 3 месяца  (с учетом дополнительного пенсионного обеспечения)","Сумма пенсии, выплаченная за последние 3 месяца  (с учетом дополнительного пенсионного обеспечения)"
794,2010,FL,R1GV61,1-ый код льготной категории на право  получения государственной социальной поддержки,1-ый код льготной категории на право  получения государственной социальной поддержки
795,2010,FL,R1GV62,2-ой код льготной категории на право  получения государственной социальной поддержки,2-ой код льготной категории на право  получения государственной социальной поддержки
796,2010,FL,R1GV63,Не относится ни к одной из категории в.6,Не относится ни к одной из категории в.6
797,2010,FL,R1GV7,Факт пользования льготами в течение последних трех месяцев,Факт пользования льготами в течение последних трех месяцев
798,2010,FL,R1GV81,Пользовались бесплатным лекарственным обеспечением,Пользовались бесплатным лекарственным обеспечением
799,2010,FL,R1GV82,Получали бесплатное санаторно-курортное лечение,Получали бесплатное санаторно-курортное лечение
800,2010,FL,R1GV83,Пользовались бесплатным или льготным проездом на междугородном транспорте к месту лечения и обратно,Пользовались бесплатным или льготным проездом на междугородном транспорте к месту лечения и обратно
801,2010,FL,R1GV84,Пользовались бесплатным проездом пригородным железнодорожным транспортом,Пользовались бесплатным проездом пригородным железнодорожным транспортом
802,2010,FL,R1GV91,1-ый код льготной категории ,1-ый код льготной категории 
803,2010,FL,R1GV92,2-ый код льготной категории ,2-ый код льготной категории 
804,2010,FL,R1GV93,3-ый код льготной категории ,3-ый код льготной категории 
805,2010,FL,R1GV94,Не относится ни к одной из категории в.9,Не относится ни к одной из категории в.9
806,2010,FL,R1GV10,"Получение ежемесячных денежных выплат, установленных с января 2005 года","Получение ежемесячных денежных выплат, установленных с января 2005 года"
807,2010,FL,R1GV11,"Сумма полученных ежемесячных денежных выплат, установленных с января 2005 года","Сумма полученных ежемесячных денежных выплат, установленных с января 2005 года"
