,year,file,var,russian,english
552,2008,FQ,AP19,Стоимость натуральных поступлений фруктов,The cost of natural receipts fruit
553,2008,FQ,AP20,Стоимость натуральных поступлений овощей,The cost of natural receipts vegetables
554,2008,FQ,AP21,Стоимость натуральных поступлений картофеля,The cost of natural receipts potatoes
555,2008,FQ,AP22,Стоимость натуральных поступлений сахара и кондитерских изделий,The cost of natural receipts sugar and confectionery products
556,2008,FQ,AP23,Расходы на покупку табачных изделий,The cost of purchasing tobacco products
557,2008,FQ,AP24,Расходы на покупку одежды и обуви,Expenditures for the purchase of clothing and footwear
558,2008,FQ,AP25,"Расходы на оплату жилищных услуг, воды, электроэнергии, газа и другого топлива","Costs for housing services, water, electricity, gas and other fuels"
559,2008,FQ,AP26,"Расходы на покупку предметов домашнего обихода, бытовой техники и на повседневный уход за домом","Expenditures for the purchase of household items, household appliances and daily care of the house"
560,2008,FQ,AP27,Расходы на здравоохранение,Health expenditures
561,2008,FQ,AP29,Расходы на транспорт,Freight costs
562,2008,FQ,AP30,Расходы на связь,Communication Costs
563,2008,FQ,AP31,Расходы на организацию отдыха и культурные мероприятия,Spending on recreation and cultural activities
564,2008,FQ,AP32,Расходы на образование,Expenditure on education
565,2008,FL,PER,Период разработки,development period
566,2008,FL,TER,Шифр территории,cipher territory
567,2008,FL,MEST,Тип населенного пункта,Type of settlement
568,2008,FL,BUD,Номер бюджета,number budget
569,2008,FL,LICO,Код члена домохозяйства (лица),Code household member (s)
570,2008,FL,POL,Пол,Paul
571,2008,FL,R1AV2,Число исполнившихся лет,The number of complete years
572,2008,FL,R1AV10,Уровень образования,education Level
573,2008,FL,R1AV11,Учеба в настоящее время,Study now
574,2008,FL,R1BV1,Наличие работы за последние 3 месяца,Having a job in the last 3 months
575,2008,FL,RABN,Число отработанных недель,Number of working weeks
576,2008,FL,ISKN,Число недель отсутствия работы и ее поиска,The number of weeks of unemployment and search
577,2008,FL,OTDN,Число недель отсутствия работы и отказа от ее поиска,The number of weeks of unemployment and its refusal to search
578,2008,FL,R1BV7,Статус в занятости по основному месту работы,Status in employment in the main job
579,2008,FL,R1BV16,Наличие пособия по безработице,The presence of unemployment benefits
580,2008,FL,R1V17,"Категория, характеризующая положение за последние 3 месяца",Category characterizing the position of the last 3 months
581,2008,FL,R1GV1,Наличие права на получении пенсии,Entitlement to a pension
582,2008,FL,R1GV21,Вид назначенной пенсии,View granted pension
583,2008,FL,R1GV22,Вид второй назначенной пенсии,View second granted pension
584,2008,FL,R1EV1,Тип посещаемого образовательного учреждения,Type of educational institution visited
585,2008,FL,R1EV4,Форма собственности посещаемого образовательного учреждения,Ownership attend educational institutions
586,2008,FL,R1EV5,Платное или бесплатное обучение,Paid or free training
587,2008,FL,R1EV12,Посещает ли ребенок дошкольное образовательное учреждение,Does the child attend preschool educational institution
588,2008,FL,R1EV13,Форма собственности посещаемого дошкольного учреждения,Ownership attend preschool
589,2008,FN,PER,Период разработки,development period
590,2008,FN,TER,Шифр территории,cipher territory
591,2008,FN,MEST,Тип населенного пункта,Type of settlement
592,2008,FN,BUD,Номер бюджета,number budget
593,2008,FN,R1VV11,Код главы домохозяйства,Code of head of household
594,2008,FN,R1VV12,Код супруга (и) главы домохозяйства,Code spouse (s) of the household head
595,2008,FN,R1VV31,"Форма собственности предприятия, на котором работает глава домохозяйства",Ownership of the enterprise that is running the household head
596,2008,FN,R1VV32,"Форма собственности предприятия, на котором работает супруг(а) главы домохозяйства",Ownership of the enterprise that is running the spouse (s) of the household head
597,2008,FN,R1VV41,Основной вид деятельности предприятия по основному месту работы главы домохозяйства,The main activity of the company in the main job of head of household
598,2008,FN,R1VV42,Основной вид деятельности предприятия по основному месту работы супруга(и) главы домохозяйства,The main activity of the company at the principal place of spouse (s) of the household head
599,2008,FN,R1VV51,Профессия  главы домохозяйства по основному месту работы,Occupation of head of household on the main job
600,2008,FN,R1VV52,Профессия супруга(и) главы домохозяйства по основному месту работы,Occupation of spouse (s) of the household head in the main job
601,2008,FN,R2V1,Основной источник средств к существованию домохозяйства,The main source of livelihood of the household
602,2009,FC,PER,Период разработки,development period
603,2009,FC,TER,Шифр территории,cipher territory
604,2009,FC,MEST,Тип населенного пункта,Type of settlement
605,2009,FC,BUD,Номер бюджета,number budget
606,2009,FC,CHLICN,Число наличных лиц в домохозяйстве,The number of persons in the household cash
607,2009,FC,CHISL,Группировка по числу наличных лиц в домохозяйстве  (5 групп),Grouped according to the number of persons per household cash (5 groups)
608,2009,FC,CHDET,Фактическое число детей до 16 лет,The actual number of children under 16 years
609,2009,FC,CHISD,Группировка по числу детей до 16 лет в домохозяйстве  (5 групп),Grouping by the number of children under 16 in the household (5 groups)
610,2009,FC,DOXODSN,Денежный доход ,cash income
611,2009,FC,RASRESS,Располагаемые ресурсы ,disposable resources
612,2009,FC,DECILR,Дециль по среднедушевым располагаемым ресурсам,Deciles of per capita disposable resources
613,2009,FC,RASSQ,Расходы на конечное потребление ,Final consumption expenditure
614,2009,FC,POTRAS,Потребительские расходы,consumer spending
615,2009,FC,PROD,Расходы на покупку продуктов питания,Expenditure on food
616,2009,FC,PITRES,Расходы на питание вне дома,Spending on food away from home
617,2009,FC,ALK,Расходы на покупку алкогольных напитков,Expenditures for the purchase of alcoholic beverages
618,2009,FC,NEPROD,Расходы на покупку непродовольственных товаров,Expenditures for the purchase of non-food goods
619,2009,FC,USLUG,Расходы на оплату услуг,'Fees
620,2009,FC,NALOG,"Налоги, сборы, платежи","Taxes, fees, charges"
621,2009,FC,DRRAS,Другие расходы,other costs
622,2009,FC,DENRAS,Денежные расходы,cash expenditures
623,2009,FC,FAKT,Прирост финансовых активов,Increase in financial assets
624,2009,FC,NATDOX,Натуральные поступления,receipts in kind
625,2009,FC,R1GV131,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет","Types of benefits, subsidies or compensation, relying household members: a monthly allowance for child care up to 1.5 years"
626,2009,FC,R1GV132,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет","Types of benefits, subsidies or compensation, relying household members: a monthly allowance for a child under the age of 16"
627,2009,FC,R1GV133,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней","Types of benefits, subsidies or compensation, relying household members: free use of dairy kitchen"
628,2009,FC,R1GV134,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии","Types of benefits, subsidies or compensation, relying household members: housing subsidies"
629,2009,FC,R1GV135,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим","Types of benefits, subsidies or compensation, relying household members: social benefits to the poor"
630,2009,FC,R1GV136,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан","Types of benefits, subsidies or compensation, relying household members: other benefits or subsidies to certain categories of citizens"
631,2009,FC,KVZV,Коэффициент взвешивания,weighting factor
632,2009,FQ,PER,Период разработки,development period
633,2009,FQ,TER,Шифр территории,cipher territory
634,2009,FQ,MEST,Тип населенного пункта,Type of settlement
635,2009,FQ,BUD,Номер бюджета,number budget
636,2009,FQ,AP1,Расходы на покупку хлебобулочных изделий и крупы,The cost of buying baked goods and cereals
637,2009,FQ,AP2,Расходы на покупку мяса и мясопродуктов,The cost of buying meat and meat products
638,2009,FQ,AP3,Расходы на покупку рыбы и морепродуктов,The cost of buying fish and seafood
639,2009,FQ,AP4,"Расходы на покупку молочных изделий, сыров","Expenditures for the purchase of dairy products, cheese"
640,2009,FQ,AP5,Расходы на покупку яиц,The cost of buying eggs
641,2009,FQ,AP6,Расходы на покупку масла и жиров,The cost of buying oil and fats
642,2009,FQ,AP7,Расходы на покупку фруктов,The cost of buying fruit
643,2009,FQ,AP8,Расходы на покупку овощей,The cost of buying vegetables
644,2009,FQ,AP9,Расходы на покупку картофеля,The cost of purchasing potatoes
645,2009,FQ,AP10,Расходы на покупку сахара и кондитерских изделий,Expenditures for the purchase of sugar and confectionery products
646,2009,FQ,AP11,Расходы на покупку других продуктов питания,Expenditures for the purchase of other foods
647,2009,FQ,AP12,Расходы на покупку безалкогольных напитков,Expenditures for the purchase of soft drinks
648,2009,FQ,AP13,Стоимость натуральных поступлений хлебобулочных изделий и крупы,The cost of natural receipts of bakery products and cereals
649,2009,FQ,AP14,Стоимость натуральных поступлений мяса и мясопродуктов,The cost of natural receipts of meat and meat products
650,2009,FQ,AP15,Стоимость натуральных поступлений рыбы и морепродуктов,The cost of natural receipts of fish and seafood
651,2009,FQ,AP16,"Стоимость натуральных поступлений молочных изделий, сыров","The cost of natural receipts dairy products, cheese"
652,2009,FQ,AP17,Стоимость натуральных поступлений яиц,The cost of natural receipts eggs
653,2009,FQ,AP18,Стоимость натуральных поступлений масла и жиров,The cost of natural oils and fats proceeds
654,2009,FQ,AP19,Стоимость натуральных поступлений фруктов,The cost of natural receipts fruit
655,2009,FQ,AP20,Стоимость натуральных поступлений овощей,The cost of natural receipts vegetables
656,2009,FQ,AP21,Стоимость натуральных поступлений картофеля,The cost of natural receipts potatoes
657,2009,FQ,AP22,Стоимость натуральных поступлений сахара и кондитерских изделий,The cost of natural receipts sugar and confectionery products
658,2009,FQ,AP23,Расходы на покупку табачных изделий,The cost of purchasing tobacco products
659,2009,FQ,AP24,Расходы на покупку одежды и обуви,Expenditures for the purchase of clothing and footwear
660,2009,FQ,AP25,"Расходы на оплату жилищных услуг, воды, электроэнергии, газа и другого топлива","Costs for housing services, water, electricity, gas and other fuels"
661,2009,FQ,AP26,"Расходы на покупку предметов домашнего обихода, бытовой техники и на повседневный уход за домом","Expenditures for the purchase of household items, household appliances and daily care of the house"
662,2009,FQ,AP27,Расходы на здравоохранение,Health expenditures
663,2009,FQ,AP29,Расходы на транспорт,Freight costs
664,2009,FQ,AP30,Расходы на связь,Communication Costs
665,2009,FQ,AP31,Расходы на организацию отдыха и культурные мероприятия,Spending on recreation and cultural activities
666,2009,FQ,AP32,Расходы на образование,Expenditure on education
667,2009,FL,PER,Период разработки,development period
668,2009,FL,TER,Шифр территории,cipher territory
669,2009,FL,MEST,Тип населенного пункта,Type of settlement
670,2009,FL,BUD,Номер бюджета,number budget
671,2009,FL,LICO,Код члена домохозяйства (лица),Code household member (s)
672,2009,FL,POL,Пол,Paul
673,2009,FL,R1AV2,Число исполнившихся лет,The number of complete years
674,2009,FL,R1AV10,Уровень образования,education Level
675,2009,FL,R1AV11,Учеба в настоящее время,Study now
676,2009,FL,R1BV1,Наличие работы за последние 3 месяца,Having a job in the last 3 months
677,2009,FL,RABN,Число отработанных недель,Number of working weeks
678,2009,FL,ISKN,Число недель отсутствия работы и ее поиска,The number of weeks of unemployment and search
679,2009,FL,OTDN,Число недель отсутствия работы и отказа от ее поиска,The number of weeks of unemployment and its refusal to search
680,2009,FL,R1BV7,Статус в занятости по основному месту работы,Status in employment in the main job
681,2009,FL,R1BV16,Наличие пособия по безработице,The presence of unemployment benefits
682,2009,FL,R1V17,"Категория, характеризующая положение за последние 3 месяца",Category characterizing the position of the last 3 months
683,2009,FL,R1GV1,Наличие права на получении пенсии,Entitlement to a pension
684,2009,FL,R1GV21,Вид назначенной пенсии,View granted pension
685,2009,FL,R1GV22,Вид второй назначенной пенсии,View second granted pension
686,2009,FL,R1EV1,Тип посещаемого образовательного учреждения,Type of educational institution visited
687,2009,FL,R1EV4,Форма собственности посещаемого образовательного учреждения,Ownership attend educational institutions
688,2009,FL,R1EV5,Платное или бесплатное обучение,Paid or free training
689,2009,FL,R1EV12,Посещает ли ребенок дошкольное образовательное учреждение,Does the child attend preschool educational institution
690,2009,FL,R1EV13,Форма собственности посещаемого дошкольного учреждения,Ownership attend preschool
691,2009,FN,PER,Период разработки,development period
692,2009,FN,TER,Шифр территории,cipher territory
693,2009,FN,MEST,Тип населенного пункта,Type of settlement
694,2009,FN,BUD,Номер бюджета,number budget
695,2009,FN,R1VV11,Код главы домохозяйства,Code of head of household
696,2009,FN,R1VV12,Код супруга (и) главы домохозяйства,Code spouse (s) of the household head
697,2009,FN,R1VV31,"Форма собственности предприятия, на котором работает глава домохозяйства",Ownership of the enterprise that is running the household head
698,2009,FN,R1VV32,"Форма собственности предприятия, на котором работает супруг(а) главы домохозяйства",Ownership of the enterprise that is running the spouse (s) of the household head
699,2009,FN,R1VV41,Основной вид деятельности предприятия по основному месту работы главы домохозяйства,The main activity of the company in the main job of head of household
700,2009,FN,R1VV42,Основной вид деятельности предприятия по основному месту работы супруга(и) главы домохозяйства,The main activity of the company at the principal place of spouse (s) of the household head
701,2009,FN,R1VV51,Профессия  главы домохозяйства по основному месту работы,Occupation of head of household on the main job
702,2009,FN,R1VV52,Профессия супруга(и) главы домохозяйства по основному месту работы,Occupation of spouse (s) of the household head in the main job
703,2009,FN,R2V1,Основной источник средств к существованию домохозяйства,The main source of livelihood of the household
704,2010,FC,PER,Период разработки,development period
705,2010,FC,TER,Шифр территории,cipher territory
706,2010,FC,MEST,Тип населенного пункта,Type of settlement
707,2010,FC,BUD,Номер бюджета,number budget
708,2010,FC,CHLICO,Число лиц в домохозяйстве,Number of persons in the household
709,2010,FC,CHLICN,Число наличных лиц в домохозяйстве,The number of persons in the household cash
710,2010,FC,CHISL,Группировка по числу наличных лиц в домохозяйстве  (5 групп),Grouped according to the number of persons per household cash (5 groups)
711,2010,FC,CHDET,Фактическое число детей до 16 лет,The actual number of children under 16 years
712,2010,FC,CHISD,Группировка по числу детей до 16 лет в домохозяйстве  (5 групп),Grouping by the number of children under 16 in the household (5 groups)
713,2010,FC,CLDP,Число человеко-дней питания,The number of man-days supply
714,2010,FC,DOXODSN,Денежный доход ,cash income
715,2010,FC,DOXODN,Среднедушевой денежный доход,Per capita income
716,2010,FC,RASRESS,Располагаемые ресурсы ,disposable resources
717,2010,FC,RASRES,Среднедушевые располагаемые ресурсы,Per capita disposable resources
718,2010,FC,DECILR,Дециль по среднедушевым располагаемым ресурсам,Deciles of per capita disposable resources
719,2010,FC,RASSQ,Расход на конечное потребление ,Final consumption expenditure
720,2010,FC,RASQ,Среднедушевой расход на конечное потребление,Per capita expenditures on final consumption
721,2010,FC,POTRAS,Потребительские расходы,consumer spending
722,2010,FC,PROD,Расходы на покупку продуктов питания,Expenditure on food
723,2010,FC,PITRES,Расходы на питание вне дома,Spending on food away from home
724,2010,FC,ALK,Расходы на покупку алкогольных напитков,Expenditures for the purchase of alcoholic beverages
725,2010,FC,NEPROD,Расходы на покупку непродовольственных товаров,Expenditures for the purchase of non-food goods
726,2010,FC,USLUG,Расходы на оплату услуг,'Fees
727,2010,FC,PROMPOT,Расходы на промежуточное потребление и валовое накопление,Expenditure on intermediate consumption and gross capital formation
728,2010,FC,NALOG,"Налоги, сборы, платежи","Taxes, fees, charges"
729,2010,FC,DRRAS,Другие расходы,other costs
730,2010,FC,DENRAS,Денежные расходы,cash expenditures
731,2010,FC,FAKT,Прирост финансовых активов,Increase in financial assets
732,2010,FC,NATDOX,Натуральные поступления,receipts in kind
733,2010,FC,R1GV131,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет","Types of benefits, subsidies or compensation, relying household members: a monthly allowance for child care up to 1.5 years"
734,2010,FC,R1GV132,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет","Types of benefits, subsidies or compensation, relying household members: a monthly allowance for a child under the age of 16"
735,2010,FC,R1GV133,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней","Types of benefits, subsidies or compensation, relying household members: free use of dairy kitchen"
736,2010,FC,R1GV134,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии","Types of benefits, subsidies or compensation, relying household members: housing subsidies"
737,2010,FC,R1GV135,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим","Types of benefits, subsidies or compensation, relying household members: social benefits to the poor"
738,2010,FC,R1GV136,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан","Types of benefits, subsidies or compensation, relying household members: other benefits or subsidies to certain categories of citizens"
739,2010,FC,R1GV131,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет","Types of benefits, subsidies or compensation, relying household members: a monthly allowance for child care up to 1.5 years"
740,2010,FC,R1GV132,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет","Types of benefits, subsidies or compensation, relying household members: a monthly allowance for a child under the age of 16"
741,2010,FC,R1GV133,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней","Types of benefits, subsidies or compensation, relying household members: free use of dairy kitchen"
742,2010,FC,R1GV134,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии","Types of benefits, subsidies or compensation, relying household members: housing subsidies"
743,2010,FC,R1GV135,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим","Types of benefits, subsidies or compensation, relying household members: social benefits to the poor"
744,2010,FC,R1GV136,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан","Types of benefits, subsidies or compensation, relying household members: other benefits or subsidies to certain categories of citizens"
745,2010,FC,R1GV131,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет","Types of benefits, subsidies or compensation, relying household members: a monthly allowance for child care up to 1.5 years"
746,2010,FC,R1GV132,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет","Types of benefits, subsidies or compensation, relying household members: a monthly allowance for a child under the age of 16"
747,2010,FC,R1GV133,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней","Types of benefits, subsidies or compensation, relying household members: free use of dairy kitchen"
748,2010,FC,R1GV134,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии","Types of benefits, subsidies or compensation, relying household members: housing subsidies"
749,2010,FC,R1GV135,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: социальное пособие малоимущим","Types of benefits, subsidies or compensation, relying household members: social benefits to the poor"
750,2010,FC,R1GV136,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: другие пособия или субсидии отдельным категориям граждан","Types of benefits, subsidies or compensation, relying household members: other benefits or subsidies to certain categories of citizens"
751,2010,FC,R1GV131,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие по уходу за ребенком до 1,5 лет","Types of benefits, subsidies or compensation, relying household members: a monthly allowance for child care up to 1.5 years"
752,2010,FC,R1GV132,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: ежемесячное пособие на ребенка до 16 лет","Types of benefits, subsidies or compensation, relying household members: a monthly allowance for a child under the age of 16"
753,2010,FC,R1GV133,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: бесплатное пользование молочной кухней","Types of benefits, subsidies or compensation, relying household members: free use of dairy kitchen"
754,2010,FC,R1GV134,"Виды пособий, субсидий или компенсаций, полагающихся членам домохозяйства: жилищные субсидии","Types of benefits, subsidies or compensation, relying household members: housing subsidies"
755,2010,FC,KVZV,Коэффициент взвешивания,weighting factor
756,2010,FL,PER,Период разработки,development period
757,2010,FL,TER,Шифр территории,cipher territory
758,2010,FL,MEST,Тип населенного пункта,Type of settlement
759,2010,FL,BUD,Номер бюджета,number budget
760,2010,FL,LICO,Код члена домохозяйства (лица),Code household member (s)
761,2010,FL,POL,Пол,Paul
762,2010,FL,R1АV2,Число исполнившихся лет,The number of complete years
763,2010,FL,R1АV3,"Отношение к члену д/х, записанному первым","Towards members of d / s, write the first"
764,2010,FL,R1АV4,Индивидуальный код матери (отца),Individual code of the mother (father)
765,2010,FL,R1АV5,Число дней отсутствия за последние 3 месяца,The number of days of absence for the last 3 months
766,2010,FL,R1АV6,Причина  отсутствия за последние 3 месяца,The reason for the absence of the last 3 months
767,2010,FL,R1АV7,Семейное положение,marital status
768,2010,FL,R1АV10,Уровень образования,education Level
769,2010,FL,R1ВV1,Наличие работы за последние 3 месяца,Having a job in the last 3 months
770,2010,FL,R1ВV2,Причина отсутствия на работе,The reason for absence from work
771,2010,FL,R1BV3,Причина отсутствия работы,The reason for lack of work
772,2010,FL,RABN,Число отработанных недель,Number of working weeks
773,2010,FL,ISKN,Число недель не работал и искал работу,The number of weeks worked and was looking for work
774,2010,FL,OTDN,Число недель не работал и не искал работу,The number of weeks worked and not looking for work
775,2010,FL,R1ВV7,Статус по основному месту работы,Status on the main job
776,2010,FL,R1BV8,Наличие дополнительного доходного занятия,An additional gainful employment
777,2010,FL,R1BV9,Статус по дополнительному месту работы,Status under the additional workplace
778,2010,FL,R1BV10,Число недель занятости на дополнительной работе за последние 3 месяца,The number of weeks of employment for the extra work over the last 3 months
779,2010,FL,R1BV111,"Признак нахождения основной работы там, где проживает данное лицо","Symptom main finding work there, where the person"
780,2010,FL,R1BV112,Признак нахождения основной работы в другом регионе,Sign of finding employment in another region
781,2010,FL,R1BV12,Код региона нахождения основной работы ,Region code finding basic work
782,2010,FL,R1BV15,Наличие регистрации в Службе занятости как безработный ,Availability of registration with the Employment Service as unemployed
783,2010,FL,R1BV16,Наличие пособия по  безработице,The presence of unemployment benefits
784,2010,FL,R1V17,"Категория, характеризующая положение за последние 3 месяца  ",Category characterizing the position of the last 3 months
785,2010,FL,R1BV18,Наличие свидетельства пенсионного страхования ,Evidence of pension insurance
786,2010,FL,R1BV19,Наличие информации о перечисленных суммах в Пенсионный фонд ,Availability of information on the amounts listed in the Pension Fund
787,2010,FL,R1GV1,Наличие права на получении пенсии,Entitlement to a pension
788,2010,FL,R1GV21,1-ый вид пенсии,The first type of pension
789,2010,FL,R1GV22,2-ой вид  пенсии,The second type of pension
790,2010,FL,R1GV3,Наличие дополнительного пенсионного обеспечения,The presence of supplementary pension
791,2010,FL,R1GV41,Источник дополнительного пенсионного обеспечения от администрации,Source supplementary pension from the administration
792,2010,FL,R1GV42,Источник дополнительного пенсионного обеспечения от негосударственных пенсионных фондов,Source supplementary pension from the private pension funds
793,2010,FL,R1GV5,"Сумма пенсии, выплаченная за последние 3 месяца  (с учетом дополнительного пенсионного обеспечения)",The amount of pensions paid in the last 3 months (subject to supplementary pension)
794,2010,FL,R1GV61,1-ый код льготной категории на право  получения государственной социальной поддержки,First code to discounts on the right to receive state social support
795,2010,FL,R1GV62,2-ой код льготной категории на право  получения государственной социальной поддержки,Second code to discounts on the right to receive state social support
796,2010,FL,R1GV63,Не относится ни к одной из категории в.6,Does not apply to any of the categories B.6
797,2010,FL,R1GV7,Факт пользования льготами в течение последних трех месяцев,The fact of using privileges during the last three months
798,2010,FL,R1GV81,Пользовались бесплатным лекарственным обеспечением,Enjoy free drug supply
799,2010,FL,R1GV82,Получали бесплатное санаторно-курортное лечение,Receive free spa treatment
800,2010,FL,R1GV83,Пользовались бесплатным или льготным проездом на междугородном транспорте к месту лечения и обратно,Enjoy free or discounted travel on intercity transport to the place of treatment
801,2010,FL,R1GV84,Пользовались бесплатным проездом пригородным железнодорожным транспортом,Enjoy free travel commuter rail
802,2010,FL,R1GV91,1-ый код льготной категории ,First code privileged category
803,2010,FL,R1GV92,2-ый код льготной категории ,2-th code privileged category
804,2010,FL,R1GV93,3-ый код льготной категории ,3 rd code privileged category
805,2010,FL,R1GV94,Не относится ни к одной из категории в.9,Does not apply to any of the categories B.9
806,2010,FL,R1GV10,"Получение ежемесячных денежных выплат, установленных с января 2005 года","Preparation of monthly payments, established in January 2005"
807,2010,FL,R1GV11,"Сумма полученных ежемесячных денежных выплат, установленных с января 2005 года",Amount received monthly payments established in January 2005
808,2010,FL,,Виды социальной поддержки,Types of social support
809,2010,FL,R1GV121,по оплате жилья,for housing
810,2010,FL,R1GV122,по оплате коммунальных услуг,on public utilities
811,2010,FL,R1GV123,по оплате за пользование телефоном или его установку,to pay for the use of the phone or its installation
812,2010,FL,R1GV124,по оплате расходов на покупку топлива и его доставку,to pay the expenses for the purchase of fuel and its delivery
813,2010,FL,R1GV125,по оплате проезда в городском транспорте,to pay for travel on public transport
814,2010,FL,R1GV126,по оплате проезда в пригородном транспорте,on payment of travel in suburban transport
815,2010,FL,R1GV127,по оплате проезда в междугородном транспорте,to pay for travel in long-distance transport
816,2010,FL,R1GV128,по оплате лекарств,to pay for drugs
817,2010,FL,R1GV129,по оплате за протезирование,to pay for prosthetics
818,2010,FL,R1GV1210,по оплате путевок для санаторно-курортного лечения,payment vouchers for spa treatment
819,2010,FL,R1DV1,Приобретались ли в течение последних трех месяцев лекарства или медикаменты,Whether purchased within the last three months of medication or drugs
820,2010,FL,R1DV2,За чей счет приобретались лекарства или медикаменты,At whose expense to purchase drugs or medications
821,2010,FL,R1DV3,Ваши расходы на приобретение лекарств или медикаментов в среднем за месяц,Your costs for the purchase of drugs or medicines on average per month
822,2010,FL,R1DV4,Примерная экономия в среднем за один месяц от приобретения бесплатных лекарств или приобретенных по льготной цене,Approximate savings of an average of one month from the acquisition of free medicines or purchased at a reduced price
823,2010,FL,R1DV51,Обращения в медицинское учреждение по причине: заболевание,Treatment in a medical institution for a reason: disease
824,2010,FL,R1DV52,"Обращения в медицинское учреждение по причине: реабилитация перенесенного заболевания, последствия травм, ранений","Treatment in a medical institution for a reason: the rehabilitation of this illness, the effects of trauma, injury"
825,2010,FL,R1DV53,Обращения в медицинское учреждение по причине: получение рецепта,Treatment in a medical institution for a reason: to obtain a prescription
826,2010,FL,R1DV54,"Обращения в медицинское учреждение по причине: получение медицинских справок, выписок и т.п.","Treatment in a medical institution for a reason: to obtain medical certificates, statements, etc."
827,2010,FL,R1DV55,Обращения в медицинское учреждение по причине: педиатрическое наблюдение за детьми раннего возраста,Treatment in a medical facility due to: pediatric observation of young children
828,2010,FL,R1DV56,Обращения в медицинское учреждение по причине: профилактический осмотр,Treatment in a medical institution for a reason: routine inspection
829,2010,FL,R1DV57,Обращения в медицинское учреждение по причине: другое,Treatment in a medical institution for a reason: Other
830,2010,FL,R1DV58,Обращения в медицинское учреждение по причине: не было необходимости,Treatment in a medical institution for a reason: it was not necessary
831,2010,FL,R1DV6,Факт обращения за медицинской помощью,The fact that access to medical care
832,2010,FL,R1DV71,Обращение за амбулаторно-поликлинической или диспансерной помощью,Applying for outpatient dispensary or via
833,2010,FL,R1DV72,Обращение за стоматологической помощью,Applying for dental care
834,2010,FL,R1DV73,Обращение за скорой помощью,Applying for ambulance
835,2010,FL,R1DV74,Обращение за стационарной помощью,Applying for hospital care
836,2010,FL,R1DV8,Наличие оплаты (официальной или неофициальной) медицинской помощи или других медицинских услуг,"Availability Payment (formal or informal) care, or other health care provider"
837,2010,FL,R1DV91,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прием и консультации у врачей общего профиля",The amount spent on health care or payment for health care services: for the reception and consultations with general practitioners
838,2010,FL,R1DV92,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прием и консультации у врачей специалистов",The amount spent on health care or payment for health care services: for receiving and advice from medical specialists
839,2010,FL,R1DV93,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за хирургические операции",The amount spent on health care or payment for health care services: for surgery
840,2010,FL,R1DV94,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за пребывание в родильном доме, родовспоможение","The amount spent on health care or payment for health care services: for staying in the nursing home, assisted delivery"
